Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus agalactiae	1311	85.78	5442820	5625814
Bifidobacterium breve	1685	5.64	392019	369895
Enterococcus faecalis	1351	4.25	359137	278733
Imtechella halotolerans	1165090	1.9	176818	124610
Allobacillus halotolerans	570278	1.79	135255	117396
Corynebacterium pyruviciproducens	598660	0.16	13296	10493
Bifidobacterium dentium	1689	0.1	7807	6558
Allobacillus salarius	1955272	0.05	3753	3279
Staphylococcus aureus	1280	0.04	3638	2623
Staphylococcus simulans	1286	0.03	2393	1968
Ralstonia pickettii_B	329	0.03	4786	1968
Aerococcus urinae_D	1376	0.02	1117	1312
Aerococcus urinae_B	1376	0.02	922	1312
Falseniella ignava	137730	0.02	1256	1312
Bradyrhizobium sp003020075	2057741	0.02	4119	1312
Lactobacillus paragasseri	2107999	0.01	392	656
Aerococcus urinae_A	1376	0.01	811	656
Facklamia hominis	178214	0.01	393	656
Staphylococcus haemolyticus	1283	0.01	392	656
Actinotignum timonense	1870995	0.01	912	656
Actinotignum sanguinis	1445614	0.01	314	656
Actinotignum schaalii_A	59505	0.01	639	656
Corynebacterium glucuronolyticum	39791	0.01	853	656
Phocaeicola vulgatus	821	0.01	1769	656
Finegoldia magna_H	1260	0.01	681	656
Finegoldia magna	1260	0.01	324	656
Peptoniphilus_A harei	54005	0.01	367	656
Anaerococcus sp900258475	77133	0.01	497	656
Veillonella atypica	39777	0.01	706	656
Dialister micraerophilus	309120	0.01	235	656
