Name	Accession ID	Class	Abundance Score	Relative Abundance	% Unique Matches	% Total Matches	Unique Matches Frequency
Staphylococcus aureus GI 33390919		-	10032.33	18.752	0.668342	0.785714	1143
Staphylococcus lentus GENE tetK		-	6444.87	12.046	0.815038	0.815038	1037
Staphylococcus aureus GI 33390948		-	5920.94	11.067	0.535912	0.710345	476
Staphylococcus lentus GENE pre		-	5800.9	10.843	0.72211	0.72211	833
Staphylococcus aureus GENE AACA-APHD		-	4764.6	8.906	0.672535	0.672535	624
Staphylococcus lentus GENE repC		-	3923.59	7.3340000000000005	0.596288	0.596288	409
Enterococcus faecium GENE tetL		-	3592.73	6.715	0.981818	0.701571	54
Enterococcus faecium GENE aadE		-	3470.56	6.487	0.600567	0.600567	244
Staphylococcus aureus GENE blaZ		-	2728.98	5.101	0.451404	0.451404	285
Staphylococcus aureus GENE thyA		-	2350.61	4.394	0.402672	0.402672	253
Staphylococcus aureus GI 33390920		-	2239.84	4.186999999999999	0.490446	0.490446	77
Staphylococcus aureus GENE blaI		-	2230.87	4.17	0.470899	0.470899	91
