Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus	1301	17.650000000000002	280783	339248
Imtechella	1165076	17.46	433940	335596
Allobacillus	1400133	16.03	324125	308110
Varibaculum	184869	14.210000000000003	258013	273128
Prevotella	838	10.21	237085	196246
Finegoldia	150022	4.04	57719	77652
Peptoniphilus_A	162289	3.72	54195	71502
Propionimicrobium	203133	2.25	36831	43247
Peptoniphilus_C	162289	2	29206	38442
Actinotignum	1653174	1.43	23454	27486
Facklamia	66831	1.33	19938	25564
Campylobacter_B	194	1.1900000000000002	15868	22873
Enterococcus	1350	1.14	24060	21912
Porphyromonas	836	1.03	17501	19797
Corynebacterium	1716	0.91	18581	17491
Staphylococcus	1279	0.85	16783	16338
Anaerococcus	165779	0.7600000000000002	12674	14608
Peptoniphilus_B	162289	0.51	7919	9803
Falseniella	2862142	0.45000000000000007	6038	8649
Urinicoccus	2024199	0.33	5446	6343
Pauljensenia	2740557	0.27	5217	5190
Peptococcus	2740	0.26	4129	4997
Negativicoccus	909928	0.22	2288	4229
Gleimia	2692113	0.19	2921	3652
Mobiluncus	2050	0.17	2948	3268
Fusobacterium	848	0.16999999999999998	3030	3267
Fenollaria	1686313	0.16	2077	3075
Cutibacterium	1912216	0.16	3278	3076
Porphyromonas_A	836	0.14	2481	2691
Winkia	2692118	0.14	2441	2691
Ezakiella	1582879	0.12	1713	2307
Lawsonella	1847725	0.09	1414	1730
Actinobaculum	76833	0.07	1112	1345
Dialister	39948	0.07	1062	1345
Aerococcus	1375	0.05	781	961
Dolosigranulum	29393	0.04	521	769
Trueperella	1069494	0.04	605	769
Dermabacter	36739	0.04	751	769
Ralstonia	48736	0.03	1005	577
Slackia	84108	0.03	521	577
Bradyrhizobium	374	0.02	930	384
Agathobacter	1766253	0.01	298	192
Helcococcus	31983	0.01	161	192
Veillonella	29465	0.01	242	192
