Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis	1282	828826.93	94.48299999999999	7882
Staphylococcus capitis	29388	13570.58	1.547	10167
Propionibacterium sp. 5_U_42AFAA	450748	9352.63	1.0659999999999998	151
Cutibacterium avidum	33010	4175.6	0.47600000000000003	2703
Propionibacteriaceae_u_s	31957	4127.53	0.471	337
Cutibacterium granulosum	33011	3917.66	0.447	7418
Staphylococcus aureus	1280	3193.14	0.364	71
Propionibacterium_u_s	1743	2877.99	0.328	928
Micrococcus luteus	1270	2542.54	0.29	2388
Enhydrobacter aerosaccus	225324	811.16	0.092	8728
Corynebacterium tuberculostearicum	38304	428.83	0.049	2261
Corynebacterium pseudogenitalium	38303	417.62	0.048	2518
Staphylococcus hominis	1290	411.45	0.047	2945
Paenibacillus sophorae	1333845	337.08	0.038	2985
Staphylococcus_u_s	1279	256.67	0.029	78
Kocuria rhizophila	72000	206.27	0.024	2339
Staphylococcus sp. TE8	1472720	199.13	0.023	697
Streptococcus parasanguinis	1318	185.05	0.021	5241
Staphylococcus lugdunensis	28035	171.71	0.02	1131
Peptoniphilus rhinitidis	1175452	156.01	0.018000000000000002	1551
Corynebacterium jeikeium	38289	129.07	0.015	30
Anaerococcus prevotii	33034	124.04	0.013999999999999999	54
Anaerococcus provencensis	938293	113.47	0.013	3449
Veillonella_u_s	29465	111.44	0.013	10
Corynebacterium minutissimum	38301	113.44	0.013	2584
Staphylococcus caprae	29380	108.95	0.012	8088
Staphylococcus warneri	1292	101.57	0.012	885
Anaerococcus_u_s	165779	96.86	0.011000000000000001	41
Neisseriaceae_u_s	481	77.21	0.009000000000000001	14
Neisseria_u_s	482	82.55	0.009000000000000001	39
