Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus	1279	194919.33	84.777	18895
Cutibacterium	1912216	16355.62	7.113999999999999	13969
Propionibacterium	1743	12711.36	5.529	157277
Corynebacterium	1716	3311.7000000000003	1.4409999999999998	20474
Micrococcus	1269	951.03	0.414	800
Brachybacterium	43668	317.47	0.13799999999999998	6255
Microbacterium	33882	274.98	0.12	1231
Kocuria	57493	263.65	0.11499999999999999	1208
Enhydrobacter	212791	259.64	0.11299999999999999	3035
Streptococcus	1301	151.17	0.066	9
Capnocytophaga	1016	131.08	0.056999999999999995	11
Neisseriaceae_u_g	481	99.36	0.043	18
Propionibacteriaceae_u_g	31957	89.03	0.039	190
Neisseria	482	80.5	0.034999999999999996	39
