Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Cutibacterium acnes	1747	517882.91	47.382000000000005	613
Propionibacterium sp. MB3007	1410615	485412.34	44.411	386
Staphylococcus epidermidis	1282	40454.65	3.701	23889
Staphylococcus capitis	29388	15319.96	1.402	14102
Staphylococcus sp. JGI 0001002-I23	1157683	9225.83	0.844	4533
Staphylococcus aureus	1280	8096.84	0.741	6535
Cutibacterium granulosum	33011	7587.39	0.694	23561
Corynebacterium pseudogenitalium	38303	1093	0.1	8953
Corynebacterium tuberculostearicum	38304	1047.62	0.096	6888
Rothia mucilaginosa	43675	1039.25	0.095	10285
Caulobacter sp. JGI 0001013-D04	1157680	420.88	0.039	6816
Streptococcus parasanguinis	1318	371.58	0.034	26
Gardnerella vaginalis	2702	343.95	0.031	635
Neisseriaceae_u_s	481	318.6	0.029	49
Corynebacterium tuscaniense	302449	305.81	0.027999999999999997	6664
Turicella otitidis	29321	302.16	0.027999999999999997	5507
Rothia aeria	172042	257.33	0.024	802
Actinomyces sp. oral taxon 175	712119	238.15	0.022000000000000002	1993
Corynebacterium matruchotii	43768	220.67	0.02	2421
Staphylococcus warneri	1292	220.04	0.02	9
Corynebacterium ihumii	1232427	208.08	0.019	4362
Streptococcus thermophilus	1308	201.56	0.018000000000000002	56
Rothia dentocariosa	2047	178.76	0.016	1155
Staphylococcus hominis	1290	179.45	0.016	100
Staphylococcus_u_s	1279	168.24	0.015	377
[Propionibacterium] namnetense	1574624	154.33	0.013999999999999999	3218
Alloiococcus otitis	1652	141.24	0.013	2165
Corynebacterium durum	61592	128.27	0.012	3314
Propionibacteriaceae_u_s	31957	123.9	0.011000000000000001	354
Actinomyces odontolyticus	1660	121.54	0.011000000000000001	746
Granulicatella_u_s	117563	119.26	0.011000000000000001	20
Finegoldia magna	1260	110.35	0.01	72
[Propionibacterium] humerusii	1050843	96.42	0.009000000000000001	117
Corynebacterium glucuronolyticum	39791	96.04	0.009000000000000001	1503
Streptococcus_u_s	1301	95.94	0.009000000000000001	289
Lactobacillus_u_s	1578	102.93	0.009000000000000001	10
Anaerococcus prevotii	33034	102.96	0.009000000000000001	56
Actinomyces neuii	33007	86.49	0.008	42
Staphylococcus xylosus	1288	86.68	0.008	560
Haemophilus parainfluenzae	729	90.13	0.008	172
Corynebacterium genitalium	38288	80.9	0.006999999999999999	1990
Lactobacillus gasseri	1596	75.59	0.006999999999999999	22
Lactobacillus jensenii	109790	81.46	0.006999999999999999	30
