Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Enterococcus faecalis	1351	99.15	11308318	11296341
Imtechella halotolerans	1165090	0.33	39182	37598
Allobacillus halotolerans	570278	0.31	29819	35319
Finegoldia magna	1260	0.07	4764	7975
Cutibacterium avidum	33010	0.04	3990	4557
Finegoldia magna_F	1260	0.02	1569	2279
Lactobacillus crispatus	47770	0.01	981	1139
Allobacillus salarius	1955272	0.01	868	1139
Finegoldia magna_H	1260	0.01	589	1139
Anaerococcus prevotii	33034	0.01	617	1139
Anaerococcus marasmi	2057797	0.01	523	1139
Peptoniphilus_A harei	54005	0.01	720	1139
Winkia sp002849225	29318	0.01	654	1139
Corynebacterium amycolatum_A	43765	0.01	589	1139
