Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.7.13.3	Histidine kinase	32926	3.2926003033637343
2.7.7.7	DNA-directed DNA polymerase	12414.4	1.241440114380087
3.6.4.12	DNA helicase	10452	1.0452000962995127
1.6.5.11	NADH dehydrogenase (quinone)	9952.25	0.9952250916950656
3.6.3.17	Transferred entry 7.5.2.8	7839.91	0.7839910722330189
5.2.1.8	Peptidylprolyl isomerase	7743.21	0.7743210713420733
1.7.99.4	Nitrate reductase	5545.75	0.5545750510957733
2.2.1.6	Acetolactate synthase	5530.66	0.5530660509567416
3.1.11.5	Exodeoxyribonuclease V	5186.8	0.5186800477885871
1.4.1.13	Glutamate synthase (NADPH)	5049.94	0.5049940465276274
1.17.4.1	Ribonucleoside-diphosphate reductase	4891.75	0.48917504507014364
2.7.7.6	DNA-directed RNA polymerase	4828.97	0.48289704449172005
3.2.1.86	6-phospho-beta-glucosidase	4281.77	0.42817703945009233
2.4.1.1	Glycogen phosphorylase	4258.18	0.4258180392327458
3.6.4.13	RNA helicase	4245.76	0.42457603911831415
3.1.4.52	Cyclic-guanylate-specific phosphodiesterase	4191.27	0.4191270386162705
2.7.7.65	Diguanylate cyclase	4129.71	0.4129710380490873
1.17.1.9	Formate dehydrogenase	4025.29	0.4025290370870136
1.6.5.5	NADPH:quinone reductase	3938.52	0.39385203628755805
3.5.1.28	N-acetylmuramoyl-L-alanine amidase	3810.02	0.3810020351036232
1.12.99.6	Hydrogenase (acceptor)	3566.38	0.3566380328588458
2.3.1.41	Beta-ketoacyl-[acyl-carrier-protein] synthase I	3523.86	0.3523860324670878
2.3.1.54	Formate C-acetyltransferase	3507.97	0.3507970323206852
3.1.3.5	5'-nucleotidase	3454.16	0.34541603182490666
3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	3424.97	0.3424970315559646
2.4.1.129	Peptidoglycan glycosyltransferase	3376.55	0.33765503110984696
2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	3309.57	0.3309570304927266
1.8.5.3	Respiratory dimethylsulfoxide reductase	3300.64	0.33006403041045
4.2.1.2	Fumarate hydratase	3281.18	0.32811803023115527
3.4.21.107	Peptidase Do	3152.96	0.3152960290498002
4.1.1.17	Ornithine decarboxylase	3113.21	0.31132102868356354
4.3.1.17	L-serine ammonia-lyase	3046.95	0.30469502807307697
4.1.2.40	Tagatose-bisphosphate aldolase	3026.1	0.30261002788097546
6.1.1.6	Lysine--tRNA ligase	3020.33	0.30203302782781355
3.6.3.14	Transferred entry 7.1.2.2	2991.04	0.2991040275579501
