Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Corynebacteriaceae	1653	22772.030000000002	20.788	914417
Micrococcaceae	1268	20924.8	19.104000000000003	773966
Staphylococcaceae	90964	15449.01	14.104000000000001	12722
Alcaligenaceae	506	13726.78	12.531999999999998	48330
Brevibacteriaceae	85019	9031.68	8.246	295200
Dermabacteraceae	85020	5658.150000000001	5.166	329323
Propionibacteriaceae	31957	4626.639999999999	4.224000000000001	1531
Rhodospirillales_u_f	204441	2054.76	1.876	23181
Peptoniphilaceae	1570339	1631.4900000000002	1.4889999999999999	5731
Actinomycetaceae	2049	1461.23	1.3330000000000002	19041
Bifidobacteriaceae	31953	1412.54	1.29	1809
Microbacteriaceae	85023	1365.6399999999999	1.2469999999999999	15839
Paenibacillaceae	186822	1269.85	1.159	18849
Pseudomonadaceae	135621	1173.67	1.072	3837
Moraxellaceae	468	1158.51	1.058	1265
Streptococcaceae	1300	992.95	0.9059999999999999	2866
Enterobacteriaceae	543	991.3299999999999	0.905	328
Gordoniaceae	85026	461.35	0.42100000000000004	10820
Lactobacillaceae	33958	367.45	0.335	139
Prevotellaceae	171552	358.55999999999995	0.328	241
Veillonellaceae	31977	287.78999999999996	0.262	108
Lachnospiraceae	186803	264.47	0.241	6
Methylobacteriaceae	119045	264.45	0.241	6419
Aurantimonadaceae	255475	252.6	0.231	16
Aerococcaceae	186827	217.47	0.199	1190
Bacteroidaceae	815	171.13	0.156	4975
Pasteurellaceae	712	165.13	0.151	372
Xanthomonadaceae	32033	149.49	0.136	838
Neisseriaceae	481	140.22	0.128	13
Porphyromonadaceae	171551	134.51	0.123	10
Rhodobacteraceae	31989	106.42	0.097	416
Shewanellaceae	267890	93.68	0.086	100
Acetobacteraceae	433	92.24	0.084	1598
Erwiniaceae	1903409	77.34	0.07100000000000001	13
Oxalobacteraceae	75682	76.63	0.06999999999999999	918
Caulobacteraceae	76892	77.04	0.06999999999999999	539
Comamonadaceae	80864	75.26	0.06899999999999999	10
