Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Flavobacteriaceae	49546	23.47	471993	373750
Alkalibacillaceae	186817	21.38	349727	340467
Propionibacteriaceae	31957	17.529999999999998	231744	279158
Peptoniphilaceae	1570339	10.549999999999997	128519	168003
Bacteroidaceae	815	8.11	145455	129147
Actinomycetaceae	2049	7.590000000000001	106203	120868
Mycobacteriaceae	1762	3.1199999999999997	48551	49686
Brevibacteriaceae	85019	2.9099999999999997	42858	46341
Aerococcaceae	186827	2.9	33771	46181
Porphyromonadaceae	171551	1.05	13763	16721
Campylobacteraceae	72294	0.31000000000000005	3408	4936
Lachnospiraceae	186803	0.26	4367	4140
Micrococcaceae	1268	0.24000000000000002	3231	3822
Staphylococcaceae	90964	0.17	2823	2707
Dialisteraceae	31977	0.17	1317	2707
Streptococcaceae	1300	0.09	1016	1433
Negativicoccaceae	31977	0.07	602	1115
Ruminococcaceae	216572	0.06	1280	956
Peptococcaceae	186807	0.03	325	478
Atopobiaceae	1643824	0.02	207	318
Burkholderiaceae	119060	0.02	678	318
Xanthobacteraceae	335928	0.01	621	159
