Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Propionibacterium acnes HL013PA2	765070	94318.61	25.159	614
Propionibacterium sp. 5_U_42AFAA_u_t	450748	93202.31	24.861	96
Propionibacterium_u_t	1743	76282.87	20.348	24
Staphylococcus aureus	1280	38408.45	10.245	16617
Staphylococcus capitis QN1	1189311	37150.72	9.91	71587
Staphylococcus epidermidis VCU071	904325	25726.76	6.862	33105
Staphylococcus sp. JGI 0001002-I23_u_t	1157683	8130.99	2.169	8773
Staphylococcus_u_t	1279	998.91	0.266	66
Escherichia coli DORA_B_14	1403944	330.9	0.08800000000000001	391
Caulobacter sp. JGI 0001013-D04_u_t	1157680	132.86	0.034999999999999996	2166
Micrococcus luteus	1270	127.81	0.034	30
Streptococcus_u_t	1301	82.13	0.022000000000000002	149
