Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.7.13.3	Histidine kinase	31054.8	3.1054801343151244
2.7.7.7	DNA-directed DNA polymerase	12838.5	1.2838500555278
3.6.4.12	DNA helicase	10808.9	1.0808900467495766
1.6.5.11	NADH dehydrogenase (quinone)	10508.4	1.0508400454498839
5.2.1.8	Peptidylprolyl isomerase	7990.31	0.7990310345588921
3.6.3.17	Transferred entry 7.5.2.8	7649.77	0.7649770330860225
2.2.1.6	Acetolactate synthase	5956.51	0.5956510257625032
1.7.99.4	Nitrate reductase	5206.93	0.5206930225204945
1.4.1.13	Glutamate synthase (NADPH)	5096.18	0.5096180220414896
3.1.11.5	Exodeoxyribonuclease V	5083.1	0.5083100219849174
2.7.7.6	DNA-directed RNA polymerase	4939.39	0.4939390213633572
1.17.4.1	Ribonucleoside-diphosphate reductase	4803.62	0.48036202077613827
3.1.4.52	Cyclic-guanylate-specific phosphodiesterase	4647.99	0.46479902010302293
1.6.5.5	NADPH:quinone reductase	4593.54	0.45935401986752117
2.7.7.65	Diguanylate cyclase	4442.06	0.444206019212355
2.4.1.1	Glycogen phosphorylase	4100.16	0.41001601773360313
3.6.4.13	RNA helicase	4094.85	0.40948501771063694
3.5.1.28	N-acetylmuramoyl-L-alanine amidase	4043.87	0.40438701749014333
4.2.1.2	Fumarate hydratase	3852.3	0.38523001666158385
3.6.3.14	Transferred entry 7.1.2.2	3825.46	0.38254601654549814
1.17.1.9	Formate dehydrogenase	3762.75	0.3762750162742711
3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	3611.6	0.3611600156205322
2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	3463.85	0.34638501498149865
2.4.1.129	Peptidoglycan glycosyltransferase	3438.19	0.3438190148705166
1.12.99.6	Hydrogenase (acceptor)	3371.45	0.33714501458185936
6.1.1.6	Lysine--tRNA ligase	3367.4	0.33674001456434277
1.17.1.4	Xanthine dehydrogenase	3332.27	0.33322701441240193
3.4.21.107	Peptidase Do	3281.7	0.32817001419368164
1.7.2.3	Trimethylamine-N-oxide reductase	3278	0.32780001417767873
1.8.5.3	Respiratory dimethylsulfoxide reductase	3259.01	0.3259010140955451
3.1.3.11	Fructose-bisphosphatase	3104.09	0.3104090134255006
