Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Imtechella halotolerans	1165090	39.42	135719	119903
Allobacillus halotolerans	570278	35.95	100698	109349
Corynebacterium striatum	43770	7.139999999999999	21257	21718
Prevotella timonensis	386414	1.9900000000000002	7064	6053
Actinobaculum massiliense	202789	1.95	4339	5931
Corynebacterium phoceense	1686286	1.7500000000000002	5329	5323
Prevotella timonensis_A	386414	1.43	5005	4350
Pauljensenia turicensis	131111	1.17	2521	3559
Allobacillus salarius	1955272	1.1	3123	3346
Corynebacterium amycolatum	43765	1.04	2870	3163
Vaginimicrobium propionicum	1871034	0.74	1652	2251
Varibaculum massiliense	1852372	0.59	1493	1795
Brevibacterium ravenspurgense	479117	0.45000000000000007	1139	1369
Finegoldia magna_H	1260	0.4099999999999999	800	1247
Peptoniphilus_A harei_A	54005	0.4099999999999999	821	1247
Ezakiella coagulans	46507	0.4099999999999999	812	1247
Streptococcus agalactiae	1311	0.38	902	1156
Corynebacterium simulans	146827	0.38	1153	1156
Atopobium deltae	1393034	0.38	610	1156
Olegusella massiliensis	1776381	0.31	630	943
Prevotella buccalis	28127	0.27	883	821
Propionimicrobium lymphophilum	33012	0.26	593	791
Trueperella bernardiae	59561	0.25	566	760
Actinotignum sanguinis	1445614	0.22	494	669
Peptoniphilus_C pacaensis	1776390	0.22	458	669
Peptococcus niger	2741	0.17	375	517
Peptoniphilus_B duerdenii	507750	0.16	347	487
Prevotella bergensis	242750	0.15	525	456
Pseudoglutamicibacter_u_s	1742991	0.14	317	426
Anaerococcus vaginalis	33037	0.14	299	426
Porphyromonas_A somerae	322095	0.11	293	335
Peptoniphilus_A lacrimalis	33031	0.1	197	304
Anaerococcus vaginalis_C	77133	0.1	195	304
Dermabacter hominis	36740	0.08	210	243
Anaerococcus obesiensis	1287640	0.08	168	243
Anaerococcus vaginalis_B	33037	0.07	147	213
Anaerococcus lactolyticus	33032	0.07	165	213
