Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus_u_t	1301	14.39	553680	578213
Falseniella ignava GCA_000301055.1	883112	7.739999999999999	250283	311005
Facklamia hominis GCA_000413455.1	883110	6.88	244765	276449
Staphylococcus haemolyticus GCA_001922505.1	1663564	4.9	205262	196890
Streptococcus mitis_BE GCA_001808785.1	1715180	3.9900000000000007	151959	160324
Streptococcus symci GCA_000722755.1	28037	3.04	119296	122152
Finegoldia magna_H GCA_000179495.1	768713	3.04	102807	122152
Trueperella bernardiae GCA_001808405.1	1581135	2.66	104436	106883
Peptoniphilus_C coxii GCA_001553115.1	755172	2.64	91633	106079
Aerococcus sp001809535 GCA_001809535.1	1715105	2.18	88587	87596
Peptoniphilus_A harei_A GCA_000183565.2	908338	2.09	71794	83979
Streptococcus sp001650315 GCA_001650315.1	1860161	2.07	74824	83176
Streptococcus mitis_AI GCA_000385835.1	1239793	1.97	74825	79158
Ezakiella coagulans GCA_003096635.1	46507	1.92	65411	77149
Streptococcus chosunense GCA_000430345.1	1340485	1.8900000000000001	67501	75943
Propionimicrobium lymphophilum GCA_000510445.1	1111131	1.6399999999999997	63665	65898
Corynebacterium aurimucosum_F GCA_000022905.1	548476	1.53	80348	61478
Corynebacterium tuberculostearicum GCA_000156615.2	525264	1.49	72034	59871
Streptococcus mitis GCA_000722835.1	28037	1.46	52767	58665
Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	1.44	64906	57861
Streptococcus sp000411475 GCA_000411475.1	1203590	1.4	46050	56254
Streptococcus mitis_AK GCA_000148505.2	585202	1.38	49037	55451
Varibaculum cambriense GCA_000420065.1	1123488	1.3	50321	52236
Streptococcus infantis_I GCA_001814215.1	1739461	1.12	36432	45003
Varibaculum massiliense GCA_900106855.1	1852372	1.08	46721	43396
Anaerococcus prevotii GCA_000024105.1	525919	1.06	37883	42592
Peptoniphilus_A harei GCA_001815405.1	1739525	1.01	35392	40583
Streptococcus infantis_H GCA_000223335.2	997830	1	34591	40182
Winkia sp002849225 GCA_001807435.1	1581131	0.98	40718	39378
Streptococcus sp916048145 GCA_003859975.1	2491052	0.97	37680	38976
Campylobacter_B ureolyticus GCA_000597825.1	827	0.95	29813	38172
Streptococcus mitis_N GCA_000222785.2	1035187	0.93	34217	37369
Corynebacterium pyruviciproducens GCA_000411375.1	1125779	0.88	45402	35360
Streptococcus mitis_L GCA_000257905.1	1095737	0.86	31417	34556
Streptococcus infantis GCA_000187465.1	889204	0.79	27929	31743
Streptococcus mitis_M GCA_000722685.1	28037	0.76	29943	30538
Staphylococcus simulans GCA_001838445.1	1739455	0.73	35707	29333
Streptococcus infantis_G GCA_000223255.2	1035189	0.72	25986	28931
Bradyrhizobium sp003020075 GCA_003020075.1	2133945	0.71	101675	28529
Streptococcus mitis_O GCA_000722695.1	28037	0.7	29080	28127
Campylobacter_B ureolyticus_A GCA_000413435.1	883165	0.7	22399	28127
Finegoldia magna GCA_009678325.1	2584649	0.69	23620	27725
