Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcaceae	90964	846840.1299999999	96.53699999999998	31944
Propionibacteriaceae	31957	24451.41	2.788	11537
Micrococcaceae	1268	2748.81	0.314	4727
Corynebacteriaceae	1653	1088.96	0.125	7393
Rhodospirillales_u_f	204441	811.16	0.092	8728
Peptoniphilaceae	1570339	490.38	0.056	5095
Paenibacillaceae	186822	337.08	0.038	2985
Streptococcaceae	1300	185.05	0.021	5241
Neisseriaceae	481	159.76	0.018000000000000002	53
Veillonellaceae	31977	111.44	0.013	10
