Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.6.4.12	DNA helicase	27314.6	2.7314598677973425
2.7.7.7	DNA-directed DNA polymerase	25190.2	2.519019878079438
2.7.13.3	Histidine kinase	16900.6	1.6900599182010998
3.4.21.89	Signal peptidase I	13296.8	1.3296799356434912
5.99.1.3	Transferred entry 5.6.2.2	12857.3	1.285729937770671
2.7.1.69	2.7.1.208	11593.5	1.1593499438874628
2.7.7.6	DNA-directed RNA polymerase	10368.5	1.0368499498164625
3.2.1.23	Beta-galactosidase	9058.27	0.9058269561579754
2.8.1.7	Cysteine desulfurase	8544.81	0.8544809586431217
3.6.3.2	Transferred entry 7.2.2.14	8257.37	0.8257369600343312
1.17.4.1	Ribonucleoside-diphosphate reductase	7359.17	0.7359169643816189
5.2.1.8	Peptidylprolyl isomerase	6720.37	0.6720369674734108
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	6502.39	0.650238968528434
2.7.2.1	Acetate kinase	5967.57	0.5967569711169626
2.4.2.9	Uracil phosphoribosyltransferase	5891.43	0.5891429714854802
3.2.1.86	6-phospho-beta-glucosidase	5762.61	0.5762609721089689
2.7.6.1	Ribose-phosphate diphosphokinase	5661.05	0.5661049726005194
2.7.1.48	Uridine kinase	5624.95	0.5624949727752434
1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	5618.96	0.561895972804235
5.99.1.2	Transferred entry 5.6.2.1	5366.75	0.5366749740249313
3.5.1.88	Peptide deformylase	5274.63	0.527462974470792
5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	5113.61	0.5113609752501288
7.3.2.1	ABC-type phosphate transporter	5051.69	0.5051689755498215
2.3.1.n3	Transferred entry 2.3.1.275	5035.88	0.5035879756263419
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	5005.51	0.5005509757733329
3.1.1.41	Cephalosporin-C deacetylase	4927.38	0.492737976151482
6.1.1.10	Methionine--tRNA ligase	4832.46	0.4832459766108948
2.7.7.3	Pantetheine-phosphate adenylyltransferase	4740.25	0.4740249770571911
6.1.1.20	Phenylalanine--tRNA ligase	4699.95	0.4699949772522431
