Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis AU12-03	1220510	179988.43	78.28399999999999	1781
Propionibacterium sp. KPL1844_u_t	1203573	12711.36	5.529	157277
Propionibacterium acnes HL020PA1	765065	10543.44	4.585999999999999	18
Staphylococcus aureus	1280	8376.48	3.643	414
Cutibacterium granulosum DSM 20700	1160719	5812.18	2.528	13951
Staphylococcus capitis QN1	1189311	5380.73	2.34	3647
Corynebacterium tuberculostearicum SK141	553206	1602.65	0.697	9406
Corynebacterium pseudogenitalium ATCC 33035	525264	1539.39	0.67	11030
Micrococcus luteus	1270	951.03	0.414	800
Staphylococcus_u_t	1279	460.77	0.2	129
Staphylococcus sp. JGI 0001002-I23_u_t	1157683	325.56	0.14200000000000002	486
Brachybacterium paraconglomeratum LC44	1064537	317.47	0.13799999999999998	6255
Microbacterium sp. KROCY2_u_t	1305732	274.98	0.12	1231
Kocuria palustris PEL	1236550	263.65	0.11499999999999999	1208
Enhydrobacter aerosaccus SK60	553217	259.64	0.11299999999999999	3035
Corynebacterium jeikeium	38289	169.66	0.074	38
Streptococcus_u_t	1301	151.17	0.066	9
Staphylococcus caprae M23864:W1	525378	140.87	0.061	10816
Capnocytophaga_u_t	1016	131.08	0.056999999999999995	11
Neisseriaceae_u_t	481	99.36	0.043	18
Staphylococcus warneri	1292	89.6	0.039	930
Propionibacteriaceae_u_t	31957	89.03	0.039	190
Staphylococcus lugdunensis	28035	80.53	0.034999999999999996	150
Neisseria_u_t	482	80.5	0.034999999999999996	39
Staphylococcus hominis	1290	76.36	0.033	542
