Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.7.1.69	2.7.1.208	43290.2	4.329019974458784
3.6.4.12	DNA helicase	32110.2	3.2110199810549833
2.7.7.7	DNA-directed DNA polymerase	24819.1	2.4819099853567317
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	15125.8	1.5125799910757787
5.99.1.3	Transferred entry 5.6.2.2	13905.6	1.3905599917956966
2.7.7.6	DNA-directed RNA polymerase	11841.1	1.1841099930137515
2.7.13.3	Histidine kinase	9260.87	0.9260869945360871
5.2.1.8	Peptidylprolyl isomerase	9150.12	0.9150119946014297
6.1.1.20	Phenylalanine--tRNA ligase	9142.87	0.9142869946057071
3.2.1.41	Pullulanase	7356.35	0.7356349956597538
2.3.2.3	Lysyltransferase	7317.88	0.7317879956824511
6.1.1.14	Glycine--tRNA ligase	7226.17	0.72261699573656
3.1.11.6	Exodeoxyribonuclease VII	7161.49	0.7161489957747211
7.3.2.1	ABC-type phosphate transporter	7078.51	0.7078509958236794
6.1.1.10	Methionine--tRNA ligase	6680.83	0.6680829960583106
3.1.26.4	Ribonuclease H	6255.8	0.6255799963090782
5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	6241.63	0.6241629963174385
2.7.2.1	Acetate kinase	6222.47	0.6222469963287429
1.17.4.1	Ribonucleoside-diphosphate reductase	6081.96	0.6081959964116438
5.3.1.26	Galactose-6-phosphate isomerase	6066.47	0.606646996420783
2.7.1.113	Deoxyguanosine kinase	6032.56	0.6032559964407899
3.2.1.10	Oligo-1,6-glucosidase	5916.47	0.5916469965092829
1.1.1.27	L-lactate dehydrogenase	5804.81	0.5804809965751624
2.7.6.1	Ribose-phosphate diphosphokinase	5786.93	0.5786929965857115
3.4.19.3	Pyroglutamyl-peptidase I	5608.08	0.5608079966912329
1.7.1.7	GMP reductase	5567.14	0.5567139967153877
2.7.6.5	GTP diphosphokinase	5324.34	0.5324339968586396
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	5279.69	0.5279689968849831
2.1.1.177	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	5210.67	0.5210669969257049
2.7.4.8	Guanylate kinase	5173.92	0.5173919969473875
