Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	27424.3	2.7424299201952875
PF01381	Helix-turn-helix	12336.1	1.2336099641019493
PF00072	Response regulator receiver domain	9456.53	0.945652972481498
PF00239	Resolvase, N terminal domain	9070.8	0.9070799736039723
PF07508	Recombinase	8249.05	0.8249049759952647
PF00589	Phage integrase family	7860.59	0.7860589771256834
PF00486	Transcriptional regulatory protein, C terminal	7835.89	0.7835889771975604
PF00528	Binding-protein-dependent transport system inner membrane component	6878.2	0.6878199799844382
PF00665	Integrase core domain	6015.66	0.6015659824944296
PF13443	Cro/C1-type HTH DNA-binding domain	5472.35	0.5472349840754618
PF00664	ABC transporter transmembrane region	5224.48	0.5224479847967634
PF13408	Recombinase zinc beta ribbon domain	5042.69	0.5042689853257722
PF01610	Transposase	4944.55	0.4944549856113597
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4560.64	0.4560639867285378
PF02371	Transposase IS116/IS110/IS902 family	4445.12	0.4445119870647009
PF14287	Domain of unknown function (DUF4368)	4192.74	0.4192739877991267
PF04055	Radical SAM superfamily	4164.64	0.4164639878808977
PF12750	Maff2 family	3808.4	0.38083998891755616
PF12833	Helix-turn-helix domain	3800.6	0.3800599889402541
PF01797	Transposase IS200 like	3725.61	0.372560989158475
PF00156	Phosphoribosyl transferase domain	3689.09	0.36890898926474824
PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	3549.91	0.354990989669762
PF00440	Bacterial regulatory proteins, tetR family	3456.46	0.3456459899417015
PF03389	MobA/MobL family	3441.67	0.34416698998474043
PF12687	Protein of unknown function (DUF3801)	3391.7	0.3391699901301531
PF01527	Transposase	3369.11	0.33691099019589005
PF00583	Acetyltransferase (GNAT) family	3343.86	0.33438599026936755
PF08281	Sigma-70, region 4	3279.1	0.3279099904578191
PF01554	MatE	3250.66	0.3250659905405795
PF13610	DDE domain	3163.27	0.3163269907948844
PF02534	Type IV secretory system Conjugative DNA transfer	3151.64	0.3151639908287277
PF00512	His Kinase A (phospho-acceptor) domain	3142.68	0.3142679908548013
PF04542	Sigma-70 region 2	3056.59	0.30565899110532324
PF00535	Glycosyl transferase family 2	3037.24	0.3037239911616317
PF01695	IstB-like ATP binding protein	3025.85	0.30258499119477655
PF02653	Branched-chain amino acid transport system / permease component	2995.34	0.29953399128356073
PF05713	Bacterial mobilisation protein (MobC)	2994.56	0.2994559912858305
PF00872	Transposase, Mutator family	2982.07	0.29820699132217643
PF00550	Phosphopantetheine attachment site	2960.84	0.29608399138395575
PF13614	AAA domain	2931.22	0.2931219914701499
PF13276	HTH-like domain	2870.7	0.28706999164626307
PF12958	Protein of unknown function (DUF3847)	2830.46	0.2830459917633615
PF01380	SIS domain	2813.76	0.2813759918119585
PF00831	Ribosomal L29 protein	2731.58	0.2731579920511023
PF01548	Transposase	2730.02	0.2730019920556419
PF12696	TraM recognition site of TraD and TraG	2727.48	0.2727479920630333
PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	2669.57	0.2669569922315514
PF00877	NlpC/P60 family	2641.05	0.26410499231454465
PF02378	Phosphotransferase system, EIIC	2591.03	0.2591029924601028
PF01751	Toprim domain	2546.17	0.2546169925906454
PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	2539.61	0.253960992609735
PF00271	Helicase conserved C-terminal domain	2479.75	0.24797499278392757
PF00483	Nucleotidyl transferase	2448.17	0.2448169928758254
PF01966	HD domain	2396.45	0.23964499302633058
