Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Escherichia	561	91.99	17171040	16435215
Aerococcus	1375	3.21	222934	573508
Enterococcus	1350	2.61	256264	466311
Imtechella	1165076	0.45000000000000007	49631	80398
Allobacillus	1400133	0.45	41084	80399
Actinotignum	1653174	0.37	26852	66106
Salmonella	590	0.31	50632	55386
Bifidobacterium	1678	0.14	12186	25013
Falseniella	2862142	0.09	5249	16080
Varibaculum	184869	0.07	6081	12506
Streptococcus	1301	0.060000000000000005	4799	10721
Ezakiella	1582879	0.05	3107	8933
Peptoniphilus_A	162289	0.04	2770	7147
Propionimicrobium	203133	0.03	1868	5360
Corynebacterium	1716	0.02	1599	3574
Bradyrhizobium	374	0.01	2757	1787
Facklamia	66831	0.01	534	1787
Globicatella	13075	0.01	712	1787
Staphylococcus	1279	0.01	1097	1787
Alloscardovia	419014	0.01	652	1787
Gleimia	2692113	0.01	578	1787
Winkia	2692118	0.01	532	1787
Pauljensenia	2740557	0.01	767	1787
Porphyromonas_A	836	0.01	623	1787
Peptoniphilus_C	162289	0.01	623	1787
Urinicoccus	2024199	0.01	534	1787
Anaerococcus	165779	0.01	801	1787
