Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Bifidobacterium breve GCA_001263915.1	1365965	GCA_001263915.1	Bacteria	45.82	0.778679	0.227804	23479731	30624974
s__Escherichia coli GCA_904831825.1	562	GCA_904831825.1	Bacteria	34.25	0.363245	0.402883	34388322	22891867
s__Bifidobacterium dentium	1689		Bacteria	7.01	0.476471	0.490798	3664197	4685314
s__Lactobacillus jensenii	109790		Bacteria	4.02	0.994287	0.942094	1410822	2686870
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	Bacteria	1.23	0.999761	0.999761	786680	822102
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	Bacteria	1.12	0.662215	0.660432	583379	748581
JC polyomavirus	10632	GCF_000863805.1	Viruses	0.95	0.531898	0.530661	10200	634957
s__Facklamia hominis GCA_000301035.1	883111	GCA_000301035.1	Bacteria	0.63	0.783621	0.537371	242098	421077
s__Prevotella histicola GCA_000613925.1	1236504	GCA_000613925.1	Bacteria	0.62	0.564231	0.570748	376402	414393
s__Propionimicrobium lymphophilum GCA_000510445.1	1111131	GCA_000510445.1	Bacteria	0.5	0.766592	0.348262	210569	334188
s__Enterococcus faecalis GCA_000159275.1	525278	GCA_000159275.1	Bacteria	0.38	0.937107	0.160494	209258	253983
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	Bacteria	0.34	0.456659	0.41967	130615	227248
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	Bacteria	0.26	0.493559	0.293964	96760	173778
s__Anaerococcus hydrogenalis GCA_000191745.2	879306	GCA_000191745.2	Bacteria	0.25	0.637411	0.497657	97354	167094
s__Streptococcus pseudopneumoniae_E GCA_009731465.1	2598453	GCA_009731465.1	Bacteria	0.22999999999999998	0.305448	0.250622	90013	153726
s__Finegoldia magna_F GCA_000159695.1	525282	GCA_000159695.1	Bacteria	0.21	0.376235	0.235018	82160	140359
s__Actinotignum timonense GCA_002860685.1	1870995	GCA_002860685.1	Bacteria	0.19	0.972692	0.97012	91665	126991
s__Winkia sp002849225 GCA_002849225.1	2066054	GCA_002849225.1	Bacteria	0.17	0.966797	0.847222	77269	113624
s__Streptococcus sp003428885 GCA_003428885.1	2283190	GCA_003428885.1	Bacteria	0.13	0.173768	0.10091	48748	86889
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	Bacteria	0.12	0.437596	0.299092	62257	80205
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	Bacteria	0.12	0.556095	0.538193	44993	80205
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	Bacteria	0.11	0.440913	0.298815	51986	73521
s__Anaerococcus sp900258475 GCA_900258475.1	2057799	GCA_900258475.1	Bacteria	0.11	0.554639	0.555376	50335	73521
s__Staphylococcus hominis GCA_900109865.1	1566296	GCA_900109865.1	Bacteria	0.08	0.825934	0.184382	35861	53470
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	Bacteria	0.07	0.297898	0.208797	47511	46786
s__Finegoldia magna_H GCA_000221585.2	866779	GCA_000221585.2	Bacteria	0.07	0.239941	0.089156	29632	46786
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	Bacteria	0.07	0.142628	0.064531	30473	46786
s__Ezakiella coagulans GCA_003096635.1	46507	GCA_003096635.1	Bacteria	0.07	0.478376	0.478252	24135	46786
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	Bacteria	0.05	0.563411	0.564603	21383	33419
s__Streptococcus mitis GCA_000506765.1	1415766	GCA_000506765.1	Bacteria	0.04	0.006564	0.009183	13573	26735
s__Falseniella ignava GCA_000301055.1	883112	GCA_000301055.1	Bacteria	0.04	0.398954	0.398702	14477	26735
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	Bacteria	0.04	0.052834	0.015511	20356	26735
s__Prevotella timonensis_A GCA_000762405.1	1401062	GCA_000762405.1	Bacteria	0.04	0.235312	0.142497	24840	26735
s__Porphyromonas_A somerae GCA_000372405.1	1122975	GCA_000372405.1	Bacteria	0.04	0.376555	0.233913	20159	26735
s__Peptoniphilus_A harei_A GCA_000183565.2	908338	GCA_000183565.2	Bacteria	0.04	0.516315	0.470052	13541	26735
s__Urinicoccus timonensis GCA_900232945.1	2024205	GCA_900232945.1	Bacteria	0.04	0.398465	0.209307	14675	26735
s__Actinotignum sanguinis GCA_003957255.1	1445614	GCA_003957255.1	Bacteria	0.03	0.377924	0.291569	12937	20051
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	Bacteria	0.03	0.161355	0.141978	12038	20051
s__Lactobacillus gasseri GCA_015550315.1	1596	GCA_015550315.1	Bacteria	0.03	0.649569	0.35	12832	20051
s__Staphylococcus epidermidis	1282		Bacteria	0.03	0.729954	0.253333	15790	20051
s__Actinotignum schaalii_A GCA_000411135.1	883067	GCA_000411135.1	Bacteria	0.02	0.232423	0.084187	8588	13368
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	Bacteria	0.02	0.215184	0.122922	8836	13368
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	Bacteria	0.02	0.279982	0.279646	12280	13368
s__Streptococcus pasteurianus GCA_000146405.1	864569	GCA_000146405.1	Bacteria	0.02	0.449087	0.255113	7238	13368
s__Streptococcus mitis_AP GCA_000220045.2	1008452	GCA_000220045.2	Bacteria	0.02	0.006239	0.00603	7450	13368
s__Staphylococcus haemolyticus GCA_000261465.1	1134914	GCA_000261465.1	Bacteria	0.02	0.427641	0.306075	10865	13368
s__Prevotella buccalis GCA_000177075.1	679190	GCA_000177075.1	Bacteria	0.02	0.282294	0.250862	13877	13368
s__Campylobacter_B ureolyticus GCA_000597825.1	827	GCA_000597825.1	Bacteria	0.02	0.395268	0.279211	5084	13368
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	Bacteria	0.02	0.191678	0.149218	6109	13368
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	Bacteria	0.02	0.083368	0.071293	8194	13368
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	Bacteria	0.02	0.416253	0.206264	6471	13368
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	Bacteria	0.02	0.461254	0.461254	6580	13368
Pseudoperonospora cubensis	143453	GCA_000252605.1	Protists	0.01	0.001767	0.001611	7236	6684
s__Corynebacterium amycolatum_A	43765		Bacteria	0.01	0.234633	0.051317	3118	6684
s__Corynebacterium amycolatum GCA_008042235.1	2022657	GCA_008042235.1	Bacteria	0.01	0.160187	0.021097	5369	6684
s__Aerococcus urinae_D GCA_001809895.1	1715159	GCA_001809895.1	Bacteria	0.01	0.36519	0.310368	5934	6684
s__Aerococcus urinae_A GCA_000193205.1	2976812	GCA_000193205.1	Bacteria	0.01	0.214438	0.101793	2220	6684
s__Staphylococcus pettenkoferi GCA_000260275.1	904314	GCA_000260275.1	Bacteria	0.01	0.177321	0.17411	5264	6684
s__Staphylococcus aureus GCA_013371405.1	1280	GCA_013371405.1	Bacteria	0.01	0.07586	0.076802	4755	6684
s__Enterobacter kobei GCA_000492995.1	1329829	GCA_000492995.1	Bacteria	0.01	0.015036	0.011683	5922	6684
s__Prevotella sp000163055 GCA_000163055.2	575614	GCA_000163055.2	Bacteria	0.01	0.00962	0.009813	6079	6684
s__Prevotella sp900547085 GCA_900547085.1	159272	GCA_900547085.1	Bacteria	0.01	0.129263	0.05371	2303	6684
s__Porphyromonas_A bennonis GCA_000375645.1	1122971	GCA_000375645.1	Bacteria	0.01	0.055381	0.040511	2961	6684
s__Campylobacter_B ureolyticus_A GCA_000413435.1	883165	GCA_000413435.1	Bacteria	0.01	0.247611	0.12963	2632	6684
s__Anaerococcus vaginalis GCA_001812365.1	1739356	GCA_001812365.1	Bacteria	0.01	0.029934	0.028764	2961	6684
s__Anaerococcus vaginimassiliensis GCA_000191725.2	879305	GCA_000191725.2	Bacteria	0.01	0.180671	0.119331	2407	6684
s__Anaerococcus octavius GCA_002847745.1	54007	GCA_002847745.1	Bacteria	0.01	0.137526	0.128391	6131	6684
s__Anaerococcus provencensis GCA_000312365.2	938293	GCA_000312365.2	Bacteria	0.01	0.057491	0.049603	3073	6684
s__Anaerococcus lactolyticus GCA_000156575.1	525254	GCA_000156575.1	Bacteria	0.01	0.033159	0.029879	2747	6684
s__Anaerococcus mediterraneensis GCA_900128415.1	1870984	GCA_900128415.1	Bacteria	0.01	0.080148	0.08028	2165	6684
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	Bacteria	0.01	0.130103	0.045853	2859	6684
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	Bacteria	0.01	0.030505	0.024645	2654	6684
s__Urinicoccus massiliensis GCA_900120405.1	1723382	GCA_900120405.1	Bacteria	0.01	0.085506	0.018146	3509	6684
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	Bacteria	0.01	0.027141	0.02564	3672	6684
