Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Lactobacillus crispatus	47770		Bacteria	88.78	0.939834	0.594406	7519010	7670914
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	Bacteria	3.63	0.999761	0.999761	397981	313645
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	Bacteria	3.19	0.661134	0.65933	284300	275628
s__Bifidobacterium breve GCA_002838565.1	1685	GCA_002838565.1	Bacteria	1.14	0.947064	0.656593	97547	98500
s__Limosilactobacillus vaginalis GCA_000159435.1	1423814	GCA_000159435.1	Bacteria	0.77	0.780952	0.145845	49654	66531
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	Bacteria	0.17	0.479078	0.466318	28738	14689
s__Bradyrhizobium sp003020075 GCA_003020075.1	2133945	GCA_003020075.1	Bacteria	0.15	0.371707	0.342063	38888	12961
Pseudoperonospora cubensis	143453	GCA_000252605.1	Protists	0.14	0.031161	0.030946	21995	12097
s__Lawsonella clevelandensis GCA_001281505.1	1528099	GCA_001281505.1	Bacteria	0.12	0.345057	0.17444	8434	10368
s__Comamonas tsuruhatensis GCA_001017795.1	558537	GCA_001017795.1	Bacteria	0.12	0.323664	0.034988	27472	10368
s__Winkia neuii GCA_001812065.1	1739339	GCA_001812065.1	Bacteria	0.11	0.402308	0.086242	9039	9504
s__Bifidobacterium dentium GCA_015704005.1	1689	GCA_015704005.1	Bacteria	0.09	0.261525	0.012078	7933	7776
s__Parvimonas micra GCA_000800295.1	33033	GCA_000800295.1	Bacteria	0.09	0.418684	0.12767	5271	7776
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	Bacteria	0.08	0.05207	0.014745	7532	6912
s__Cutibacterium acnes GCA_000145355.1	765084	GCA_000145355.1	Bacteria	0.08	0.237065	0.062208	7267	6912
s__Olegusella massiliensis GCA_900078545.1	1776381	GCA_900078545.1	Bacteria	0.07	0.210403	0.210136	4383	6048
s__Pseudomonas_E antarctica_A GCA_001647715.1	219572	GCA_001647715.1	Bacteria	0.07	0.062487	0.057861	15548	6048
g__Cystobacter	42		Bacteria	0.07	0.036303	0.03061	1997	6048
g__Lactobacillus	1578		Bacteria	0.06	0.321957	0.315175	4105	5184
