Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus capitis QN1	1189311	124531.1	72.499	130146
Staphylococcus epidermidis IS-K	904791	18635.09	10.849	69
Corynebacterium pseudogenitalium ATCC 33035	525264	6526.24	3.7990000000000004	72800
Corynebacterium tuberculostearicum SK141	553206	6313.63	3.676	57632
Propionibacterium acnes HL087PA2	765082	2494.95	1.452	25
Propionibacterium sp. 5_U_42AFAA_u_t	450748	2469.58	1.438	34
Brochothrix thermosphacta DSM 20171 = FSL F6-1036	1121126	1517.72	0.8840000000000001	26603
Staphylococcus sp. TE8_u_t	1472720	1187.53	0.6910000000000001	2799
Actinomyces naeslundii str. Howell 279	1115803	924.4	0.538	16230
Veillonella parvula ACS-068-V-Sch12	768727	460.59	0.268	476
Leuconostoc carnosum JB16	1229758	386.37	0.22499999999999998	2776
Veillonella sp. 3_1_44_u_t	457416	383.79	0.22300000000000003	302
Actinomyces massiliensis 4401292	1167628	365.35	0.213	2836
Lautropia mirabilis ATCC 51599	887898	356.84	0.208	7726
Actinomyces oris K20	871541	344.65	0.201	3752
Actinomyces viscosus C505	562973	329.5	0.192	2611
Morococcus cerebrosus	1056807	312.05	0.182	1696
Prevotella_u_t	838	284.36	0.166	372
Corynebacterium matruchotii ATCC 33806	566549	268.19	0.156	3244
Actinomyces dentalis DSM 19115	1120941	250.57	0.146	4822
Streptococcus_u_t	1301	238.02	0.13899999999999998	609
Actinomyces sp. oral taxon 448 str. F0400	888056	232.07	0.135	4593
Corynebacterium sp. KPL1818_u_t	1203559	211.78	0.123	835
Rothia dentocariosa	2047	198.46	0.116	1269
Corynebacterium kroppenstedtii DSM 44385	645127	184.15	0.107	4239
Micrococcus luteus	1270	170.32	0.099	30
Rothia aeria	172042	168.15	0.098	635
Staphylococcus hominis	1290	167.28	0.097	47
Staphylococcus_u_t	1279	143.82	0.084	1398
Selenomonas noxia	135083	137.23	0.08	1121
Capnocytophaga_u_t	1016	130.98	0.076	844
Neisseria flavescens SK114	596320	126.53	0.074	1107
Corynebacterium accolens	38284	117.38	0.068	190
Actinomyces gerencseriae DSM 6844	1120943	115.21	0.067	1873
Neisseria elongata subsp. glycolytica ATCC 29315	546263	114.03	0.066	2141
Abiotrophia defectiva ATCC 49176	592010	111.85	0.065	1987
Neisseria sicca	490	109.73	0.064	23
Neisseria_u_t	482	98.89	0.058	106
Capnocytophaga gingivalis ATCC 33624	553178	100.32	0.058	1955
Pseudopropionibacterium propionicum F0230a	767029	95.45	0.055999999999999994	2328
Tannerella sp. oral taxon HOT-286	712710	96.7	0.055999999999999994	83
Neisseria sp. oral taxon 014 str. F0314	641149	93.53	0.054	1942
Corynebacterium durum F0235	1035195	91.14	0.053	2333
Capnocytophaga sputigena ATCC 33612	553177	89.19	0.052	1710
Actinomyces odontolyticus	1660	85.58	0.05	523
