Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Imtechella halotolerans GCA_000260835.1	946077	18.75	527466	423519
Allobacillus halotolerans GCA_007559355.1	1955271	16.63	380517	375633
Peptoniphilus_C coxii GCA_001553115.1	755172	8.48	140130	191543
Streptococcus anginosus GCA_001838535.1	1739287	8.22	147373	185671
Varibaculum cambriense GCA_000420065.1	1123488	7.980000000000001	146608	180250
Anaerococcus lactolyticus GCA_000758765.1	1284686	6.4399999999999995	113155	145465
Finegoldia magna_H GCA_000179495.1	768713	4.47	71869	100967
Peptoniphilus_A harei_A GCA_000183565.2	908338	4.07	66425	91932
Porphyromonas_A bennonis GCA_000375645.1	1122971	2.2	40268	49693
Anaerococcus vaginalis_B GCA_000307225.1	33037	1.7000000000000002	30016	38399
Lawsonella clevelandensis GCA_001281505.1	1528099	1.6	27875	36140
Rothia amarae GCA_001683935.1	1848190	1.47	30421	33204
Comamonas tsuruhatensis GCA_001017795.1	558537	1.18	71689	26653
Prevotella timonensis GCA_000455445.1	1122992	1	29084	22588
Dialister micraerophilus GCA_000194985.1	888062	0.97	10775	21910
Prevotella bivia GCA_000262545.1	868129	0.84	19024	18974
Ralstonia pickettii_B GCA_000372665.1	1264675	0.78	33431	17618
Porphyromonas uenonis GCA_000482365.1	1122976	0.76	15459	17167
Bradyrhizobium sp003020075 GCA_003020075.1	2133945	0.73	49540	16489
Peptoniphilus_A vaginalis GCA_900176605.1	1756987	0.72	12242	16263
Finegoldia magna GCA_009678325.1	2584649	0.7	11498	15811
Prevotella timonensis_A GCA_000762405.1	1401062	0.7	20063	15811
Winkia sp002849225 GCA_001807435.1	1581131	0.66	12974	14908
Allobacillus salarius GCA_007559425.1	1955272	0.57	13121	12875
Pseudomonas_E antarctica_A GCA_001647715.1	219572	0.51	29900	11520
Veillonella parvula_A	29466	0.49	9098	11068
Finegoldia magna_F GCA_000159695.1	525282	0.48	8195	10842
Streptococcus thermophilus GCA_000521305.1	1423145	0.42	6591	9487
Slackia exigua GCA_000293015.1	1111137	0.42	7913	9487
