GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	119167	11.947738077280903
GO:0005524	Molecular_Functions	ATP binding	55579.1	5.572386057977486
GO:0003677	Molecular_Functions	DNA binding	43501.7	4.361500394542538
GO:0005737	Cellular_Components	cytoplasm	41387.8	4.149559810978597
GO:0005886	Cellular_Components	plasma membrane	20817.8	2.087202176317423
GO:0046872	Molecular_Functions	metal ion binding	16557.9	1.6601026484665173
GO:0006412	Biological_Processes	translation	16415.7	1.6458456112448925
GO:0055085	Biological_Processes	transmembrane transport	15736.3	1.5777286556304635
GO:0003735	Molecular_Functions	structural constituent of ribosome	14440	1.4477610230679319
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	14155.2	1.419206844441218
GO:0016787	Molecular_Functions	hydrolase activity	13651.7	1.3687257035052967
GO:0005840	Cellular_Components	ribosome	12152.8	1.2184453020180028
GO:0016740	Molecular_Functions	transferase activity	10960	1.0988546269269066
GO:0005975	Biological_Processes	carbohydrate metabolic process	10791.2	1.0819306615048938
GO:0016887	Molecular_Functions	ATPase activity	9863.78	0.9889471069333106
GO:0019843	Molecular_Functions	rRNA binding	8982.83	0.9006226558757139
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	8725.94	0.8748667466502347
GO:0000287	Molecular_Functions	magnesium ion binding	8414.84	0.8436757179607309
GO:0003723	Molecular_Functions	RNA binding	7380.37	0.7399592812894648
GO:0008270	Molecular_Functions	zinc ion binding	6999.2	0.7017430022615698
GO:0022857	Molecular_Functions	transmembrane transporter activity	6161.08	0.617712706648433
GO:0016301	Molecular_Functions	kinase activity	5961.12	0.5976646253345367
GO:0016491	Molecular_Functions	oxidoreductase activity	5774.01	0.5789048909144369
GO:0043565	Molecular_Functions	sequence-specific DNA binding	5614.88	0.5629504441276778
GO:0015074	Biological_Processes	DNA integration	5547.33	0.5561778501451129
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	5543.04	0.5557477327774563
GO:0003676	Molecular_Functions	nucleic acid binding	5489.74	0.5504038503308135
GO:0003824	Molecular_Functions	catalytic activity	5438.67	0.5452835487069854
GO:0051301	Biological_Processes	cell division	4695.62	0.47078501489877017
GO:0006281	Biological_Processes	DNA repair	4500.03	0.4511750717892233
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	4467.97	0.4479607214845448
GO:0006260	Biological_Processes	DNA replication	4413.87	0.44253663067097315
GO:0005525	Molecular_Functions	GTP binding	4325.05	0.4336314967326841
GO:0006310	Biological_Processes	DNA recombination	4099.05	0.41097263307524967
GO:0006313	Biological_Processes	transposition, DNA-mediated	4060.16	0.407073503837915
GO:0004803	Molecular_Functions	transposase activity	3745.87	0.3755626442852821
GO:0000049	Molecular_Functions	tRNA binding	3680.54	0.369012628520945
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	3517.81	0.3526972440830056
GO:0016829	Molecular_Functions	lyase activity	3422.75	0.3431664848826706
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	3406.25	0.3415121873147606
GO:0006270	Biological_Processes	DNA replication initiation	3394.81	0.34036520766767625
GO:0007049	Biological_Processes	cell cycle	3358.34	0.3367087087403018
GO:0000160	Biological_Processes	phosphorelay signal transduction system	3346.33	0.3355045806317806
GO:0005887	Cellular_Components	integral component of plasma membrane	3130.66	0.3138814075123166
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	3121.15	0.31292793055044843
GO:0005623	Cellular_Components	cell	3092.03	0.3100083459942339
GO:0005727	Cellular_Components	extrachromosomal circular DNA	2917.44	0.2925038725165725
GO:0008643	Biological_Processes	carbohydrate transport	2772.84	0.27800621019416094
GO:0045454	Biological_Processes	cell redox homeostasis	2670.73	0.26776861476026437
