Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	15383.8	1.5383799836301015
PF07690	Major Facilitator Superfamily	8556.33	0.8556329908952109
PF00528	Binding-protein-dependent transport system inner membrane component	6813	0.6812999927502881
PF03466	LysR substrate binding domain	6454.08	0.6454079931322148
PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	5651.73	0.5651729939859952
PF00072	Response regulator receiver domain	5582.89	0.5582889940592478
PF00873	AcrB/AcrD/AcrF family	4930.98	0.4930979947529451
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4092.39	0.4092389956452886
PF00501	AMP-binding enzyme	3851.96	0.38519599590113013
PF00294	pfkB family carbohydrate kinase	3381.69	0.33816899640154435
PF00171	Aldehyde dehydrogenase family	3253.88	0.32538799653754696
PF00155	Aminotransferase class I and II	3231.48	0.32314799656138277
PF12833	Helix-turn-helix domain	3225.97	0.32259699656724594
PF02653	Branched-chain amino acid transport system / permease component	3157.17	0.315716996640456
PF00384	Molybdopterin oxidoreductase	3157	0.3156999966406369
PF07992	Pyridine nucleotide-disulphide oxidoreductase	3050.36	0.3050359967541125
PF00563	EAL domain	3044.02	0.3044019967608589
PF00593	TonB dependent receptor	2965.61	0.296560996844295
PF00589	Phage integrase family	2947.35	0.29473499686372545
PF00860	Permease family	2869.41	0.28694099694666136
PF00083	Sugar (and other) transporter	2843.29	0.28432899697445563
PF00324	Amino acid permease	2838.18	0.28381799697989324
PF00884	Sulfatase	2713.89	0.2713889971121502
PF00392	Bacterial regulatory proteins, gntR family	2688.36	0.26883599713931666
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	2636.27	0.26362699719474564
PF00419	Fimbrial protein	2611.33	0.26113299722128425
PF02378	Phosphotransferase system, EIIC	2603.33	0.2603329972297971
PF08240	Alcohol dehydrogenase GroES-like domain	2584.94	0.25849399724936584
PF00455	DeoR C terminal sensor domain	2581.39	0.25813899725314343
PF00158	Sigma-54 interaction domain	2520.96	0.252095997317447
PF00696	Amino acid kinase family	2508.75	0.2508749973304396
PF07715	TonB-dependent Receptor Plug Domain	2478.71	0.2478709973624052
PF00248	Aldo/keto reductase family	2421.84	0.24218399742292054
PF00512	His Kinase A (phospho-acceptor) domain	2414.14	0.24141399743111408
PF02447	GntP family permease	2314.7	0.23146999753692818
PF00196	Bacterial regulatory proteins, luxR family	2305.18	0.23051799754705843
PF00107	Zinc-binding dehydrogenase	2304.64	0.23046399754763303
PF04055	Radical SAM superfamily	2284.71	0.22847099756884054
PF00497	Bacterial extracellular solute-binding proteins, family 3	2263.96	0.2263959975909206
PF00132	Bacterial transferase hexapeptide (six repeats)	2222.67	0.22226699763485733
PF00271	Helicase conserved C-terminal domain	2194.74	0.2194739976645776
PF00356	Bacterial regulatory proteins, lacI family	2182.32	0.21823199767779375
PF00106	short chain dehydrogenase	2172.8	0.21727999768792397
PF00990	Diguanylate cyclase, GGDEF domain	2172.5	0.21724999768824318
PF13520	Amino acid permease	2144.66	0.2144659977178677
PF01276	Orn/Lys/Arg decarboxylase, major domain	2040.79	0.20407899782839575
PF00465	Iron-containing alcohol dehydrogenase	1963.8	0.19637999791032082
PF13407	Periplasmic binding protein domain	1957.5	0.19574999791702463
PF07729	FCD domain	1956.75	0.1956749979178227
PF01380	SIS domain	1925.11	0.19251099795149082
PF00293	NUDIX domain	1913.84	0.19138399796348324
PF00577	Outer membrane usher protein	1898.79	0.18987899797949795
PF08220	DeoR-like helix-turn-helix domain	1897.65	0.18976499798071103
PF00892	EamA-like transporter family	1892.25	0.18922499798645714
PF00486	Transcriptional regulatory protein, C terminal	1882.34	0.18823399799700238
PF02901	Pyruvate formate lyase-like	1854.44	0.18544399802669076
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	1779.27	0.17792699810667914
PF00550	Phosphopantetheine attachment site	1769.46	0.17694599811711795
PF01979	Amidohydrolase family	1756.26	0.17562599813116406
PF01116	Fructose-bisphosphate aldolase class-II	1755.02	0.17550199813248357
PF01032	FecCD transport family	1754.73	0.17547299813279216
PF00291	Pyridoxal-phosphate dependent enzyme	1677.86	0.16778599821458948
PF00440	Bacterial regulatory proteins, tetR family	1655.56	0.16555599823831893
PF01381	Helix-turn-helix	1647.95	0.16479499824641675
PF00480	ROK family	1642.38	0.16423799825234378
PF00532	Periplasmic binding proteins and sugar binding domain of LacI family	1635.56	0.16355599825960093
PF00370	FGGY family of carbohydrate kinases, N-terminal domain	1626.89	0.16268899826882668
PF00270	DEAD/DEAH box helicase	1626.84	0.1626839982688799
PF00202	Aminotransferase class-III	1617.05	0.1617049982792974
PF00474	Sodium:solute symporter family	1591.83	0.15918299830613403
PF00152	tRNA synthetases class II (D, K and N)	1543.25	0.15432499835782798
PF02896	PEP-utilising enzyme, TIM barrel domain	1527.45	0.15274499837464076
PF02782	FGGY family of carbohydrate kinases, C-terminal domain	1501.54	0.15015399840221158
PF13193	AMP-binding enzyme C-terminal domain	1500.65	0.15006499840315865
PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	1485.54	0.1485539984192372
PF00924	Mechanosensitive ion channel	1463.35	0.14633499844284953
PF00345	Pili and flagellar-assembly chaperone, PapD N-terminal domain	1450.22	0.14502199845682118
PF00128	Alpha amylase, catalytic domain	1438.16	0.14381599846965423
PF00583	Acetyltransferase (GNAT) family	1414.03	0.14140299849533094
PF00343	Carbohydrate phosphorylase	1401.11	0.14011099850907913
PF02321	Outer membrane efflux protein	1399.53	0.1399529985107604
PF00596	Class II Aldolase and Adducin N-terminal domain	1398.63	0.1398629985117181
PF01370	NAD dependent epimerase/dehydratase family	1393.13	0.13931299851757065
PF00890	FAD binding domain	1380.92	0.1380919985305633
PF00232	Glycosyl hydrolase family 1	1375.1	0.13750999853675636
PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	1365.75	0.1365749985467057
PF03222	Tryptophan/tyrosine permease family	1362.53	0.1362529985501321
PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	1350.63	0.13506299856279488
PF13247	4Fe-4S dicluster domain	1350.18	0.13501799856327373
PF07338	Protein of unknown function (DUF1471)	1348.73	0.13487299856481666
PF01926	50S ribosome-binding GTPase	1348.13	0.13481299856545514
PF01546	Peptidase family M20/M25/M40	1345.04	0.1345039985687432
PF00535	Glycosyl transferase family 2	1342.34	0.13423399857161628
PF03613	PTS system mannose/fructose/sorbose family IID component	1340.46	0.1340459985736168
PF00267	Gram-negative porin	1334.46	0.13344599858000136
PF00672	HAMP domain	1319.35	0.1319349985960799
PF03611	PTS system sugar-specific permease component	1309.55	0.1309549986065081
PF00149	Calcineurin-like phosphoesterase	1302.28	0.1302279986142441
PF00375	Sodium:dicarboxylate symporter family	1295.1	0.12950999862188434
PF01810	LysE type translocator	1276.33	0.1276329986418575
PF01568	Molydopterin dinucleotide binding domain	1275.17	0.12751699864309185
PF00483	Nucleotidyl transferase	1273.18	0.12731799864520943
PF02954	Bacterial regulatory protein, Fis family	1256.59	0.12565899866286281
PF13533	Biotin-lipoyl like	1254.87	0.12548699866469307
PF01266	FAD dependent oxidoreductase	1239.61	0.12396099868093122
PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	1233.72	0.12337199868719878
PF00854	POT family	1231.48	0.12314799868958237
PF00923	Transaldolase/Fructose-6-phosphate aldolase	1229.22	0.12292199869198724
PF00999	Sodium/hydrogen exchanger family	1228.02	0.12280199869326416
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	1217.17	0.12171699870480963
PF13378	Enolase C-terminal domain-like	1216.61	0.12166099870540553
PF00367	phosphotransferase system, EIIB	1202.15	0.12021499872079244
PF03830	PTS system sorbose subfamily IIB component	1198.38	0.11983799872480409
PF00665	Integrase core domain	1191.77	0.11917699873183778
PF03609	PTS system sorbose-specific iic component	1180.94	0.11809399874336199
PF00378	Enoyl-CoA hydratase/isomerase	1179.13	0.11791299874528802
PF03400	IS1 transposase	1174.93	0.11749299874975723
PF07963	Prokaryotic N-terminal methylation motif	1169.54	0.11695399875549271
PF01527	Transposase	1168.35	0.116834998756759
PF00849	RNA pseudouridylate synthase	1167.54	0.11675399875762092
PF01614	Bacterial transcriptional regulator	1163.99	0.11639899876139848
PF08125	Mannitol dehydrogenase C-terminal domain	1159.54	0.1159539987661337
PF01026	TatD related DNase	1144.74	0.1144739987818824
PF03313	Serine dehydratase alpha chain	1144.08	0.11440799878258469
PF01261	Xylose isomerase-like TIM barrel	1143.04	0.11430399878369137
PF00920	Dehydratase family	1126.79	0.11267899880098298
PF00266	Aminotransferase class-V	1123.64	0.1123639988043349
PF00857	Isochorismatase family	1110.44	0.111043998818381
PF00109	Beta-ketoacyl synthase, N-terminal domain	1108.84	0.11088399882008357
PF00581	Rhodanese-like domain	1107.86	0.11078599882112639
PF03739	Lipopolysaccharide export system permease LptF/LptG	1101.65	0.11016499882773446
PF00117	Glutamine amidotransferase class-I	1095.01	0.10950099883480008
PF00668	Condensation domain	1094.94	0.10949399883487455
PF00989	PAS fold	1085.51	0.10855099884490903
PF00580	UvrD/REP helicase N-terminal domain	1082.73	0.10827299884786722
PF00330	Aconitase family (aconitate hydratase)	1071.06	0.10710599886028527
PF00205	Thiamine pyrophosphate enzyme, central domain	1064.66	0.10646599886709551
PF00588	SpoU rRNA Methylase family	1056.3	0.10562999887599137
PF00571	CBS domain	1053.53	0.10535299887893892
PF00912	Transglycosylase	1052.55	0.10525499887998174
PF01479	S4 domain	1042.61	0.1042609988905589
PF00206	Lyase	1038.91	0.10389099889449609
PF00133	tRNA synthetases class I (I, L, M and V)	1038.71	0.1038709988947089
PF03606	C4-dicarboxylate anaerobic carrier	1038.25	0.10382499889519839
PF13361	UvrD-like helicase C-terminal domain	1023.91	0.10239099891045757
PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	1020.42	0.10204199891417129
PF00936	BMC domain	1019.44	0.1019439989152141
PF08245	Mur ligase middle domain	1018.18	0.10181799891655487
PF00009	Elongation factor Tu GTP binding domain	1017.12	0.1017119989176828
PF01464	Transglycosylase SLT domain	1011.48	0.10114799892368433
PF01848	Hok/gef family	1010.99	0.10109899892420574
PF00529	HlyD membrane-fusion protein of T1SS	1007.44	0.10074399892798329
PF03738	Glutathionylspermidine synthase preATP-grasp	1005.87	0.10058699892965393
PF04632	Fusaric acid resistance protein family	999.808	0.09998079893610451
PF02801	Beta-ketoacyl synthase, C-terminal domain	999.564	0.09995639893636413
PF00258	Flavodoxin	999.016	0.09990159893694726
PF02753	Pili assembly chaperone PapD, C-terminal domain	998.752	0.0998751989372282
PF01232	Mannitol dehydrogenase Rossmann domain	998.236	0.09982359893777727
PF03711	Orn/Lys/Arg decarboxylase, C-terminal domain	992.58	0.09925799894379582
PF00939	Sodium:sulfate symporter transmembrane region	989.928	0.0989927989466178
PF00575	S1 RNA binding domain	985.227	0.09852269895162015
PF05681	Fumarate hydratase (Fumerase)	982.579	0.09825789895443787
PF09335	SNARE associated Golgi protein	977.978	0.0977977989593338
PF01048	Phosphorylase superfamily	972.363	0.09723629896530873
PF00108	Thiolase, N-terminal domain	968.962	0.09689619896892772
PF03741	Integral membrane protein TerC family	965.344	0.09653439897277764
PF02615	Malate/L-lactate dehydrogenase	964.656	0.09646559897350974
PF01207	Dihydrouridine synthase (Dus)	962.402	0.09624019897590823
PF01565	FAD binding domain	941.89	0.09418899899773503
PF02254	TrkA-N domain	939.903	0.0939902989998494
PF02779	Transketolase, pyrimidine binding domain	937.116	0.09371159900281505
PF01695	IstB-like ATP binding protein	932.851	0.09328509900735343
PF01497	Periplasmic binding protein	931.631	0.09316309900865163
PF00582	Universal stress protein family	930.51	0.0930509990098445
PF00557	Metallopeptidase family M24	929.608	0.0929607990108043
