Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Bacillales	1385	83120.58	60.778999999999996	307829
Corynebacteriales	85007	18474.4	13.508000000000001	347736
Propionibacteriales	85009	13082.18	9.565000000000001	8813
Lactobacillales	186826	8361.17	6.115000000000001	153709
Micrococcales	85006	6033.889999999999	4.413	24800
Pseudomonadales	72274	2959.26	2.1630000000000003	3225
Neisseriales	206351	1126.7399999999998	0.8240000000000001	1480
Actinomycetales	2037	1100.6799999999998	0.8049999999999999	7481
Enterobacterales	91347	948.64	0.694	1880
Tissierellales	1737405	652.86	0.477	7554
Pasteurellales	135625	325.64	0.238	854
Rhizobiales	356	180.57	0.132	66
Caulobacterales	204458	138.99	0.10200000000000001	2449
Burkholderiales	80840	135.06	0.099	260
Veillonellales	1843489	118.43	0.087	15
