Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Escherichia coli GCA_016944675.1	562	17.37	756059	430271
Actinotignum sanguinis GCA_003957255.1	1445614	17.1	300870	423583
Imtechella halotolerans GCA_000260835.1	946077	14.14	378589	350261
Allobacillus halotolerans GCA_007559355.1	1955271	12.55	273346	310875
Actinotignum schaalii_A GCA_000411135.1	883067	5.34	95592	132277
Aerococcus sanguinicola GCA_001806805.1	1581058	4.79	86408	118653
Enterococcus faecalis	1351	4.52	102968	111965
Propionimicrobium lymphophilum GCA_000510445.1	1111131	3.25	57225	80506
Bifidobacterium pseudocatenulatum GCA_003470545.1	28026	1.91	36050	47313
Prevotella disiens GCA_000613345.1	1235811	1.13	26274	27991
Cutibacterium avidum GCA_000227295.1	997355	1.07	23437	26505
Falseniella ignava GCA_000301055.1	883112	1.04	15277	25762
Staphylococcus epidermidis GCA_000011925.1	176279	1.03	20373	25514
Peptoniphilus_A harei_A GCA_000183565.2	908338	0.8699999999999999	13461	21551
Porphyromonas uenonis_A GCA_000174775.1	596327	0.66	12021	16349
Actinotignum timonense GCA_002860685.1	1870995	0.63	12342	15606
Pauljensenia turicensis GCA_000296505.1	883077	0.56	9444	13872
Campylobacter_B ureolyticus GCA_000374605.1	1121102	0.53	7896	13129
Facklamia hominis GCA_001810675.1	1739262	0.49	7564	12138
Prevotella buccalis GCA_000177075.1	679190	0.49	12541	12138
Aerococcus urinae_D GCA_001809895.1	1715159	0.42	7695	10404
Allobacillus salarius GCA_007559425.1	1955272	0.37	8046	9165
Peptoniphilus_C coxii GCA_001553115.1	755172	0.35	5530	8670
Prevotella sp900547085 GCA_900547085.1	159272	0.31	5656	7679
Corynebacterium sp001815985 GCA_001815985.1	1581065	0.31	5801	7679
Actinotignum schaalii GCA_000724605.1	59505	0.3	5531	7431
Prevotella bergensis GCA_000160535.1	585502	0.29	8135	7184
Campylobacter_B ureolyticus_A GCA_000413435.1	883165	0.28	4016	6936
Dialister micraerophilus GCA_000194985.1	888062	0.27	2852	6688
