Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Bacillales	1385	152681.37	50.70199999999999	34827
Corynebacteriales	85007	51726.95	17.176999999999996	162734
Pasteurellales	135625	29687.260000000002	9.857999999999999	1012488
Propionibacteriales	85009	20292.190000000002	6.7379999999999995	180435
Tissierellales	1737405	15150.19	5.031000000000001	182465
Lactobacillales	186826	10646.89	3.5360000000000005	751
Bacteroidales	171549	10066.44	3.343	42496
Fusobacteriales	203491	6681.29	2.2190000000000003	30640
Clostridiales	186802	2117.69	0.7030000000000001	13640
Veillonellales	1843489	1406.74	0.46699999999999997	5016
Micrococcales	85006	580.6800000000001	0.193	5901
Campylobacterales	213849	100.06	0.033	96
