Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Bifidobacterium	1678	68.76	568901	655560
Finegoldia	150022	4.760000000000001	46629	45382
Lactobacillus	1578	4.19	41033	39948
Corynebacterium	1716	2.47	33495	23549
Allobacillus	1400133	2.3699999999999997	32513	22595
Fannyhessea	2767327	2.27	17801	21642
Imtechella	1165076	2.21	37335	21070
Prevotella	838	1.9900000000000002	27061	18973
Anaerococcus	165779	1.8800000000000003	18987	17925
Winkia	2692118	1.72	20162	16398
Peptoniphilus_A	162289	1.58	15696	15064
Staphylococcus	1279	1.09	13481	10392
Streptococcus	1301	0.84	8976	8008
Escherichia	561	0.66	17981	6292
Bradyrhizobium	374	0.54	23391	5149
Negativicoccus	909928	0.37	2596	3528
Actinobaculum	76833	0.36	3928	3432
Veillonella	29465	0.32	3718	3050
Pauljensenia	2740557	0.25	2643	2384
Enterococcus	1350	0.24	3393	2288
Limosilactobacillus	2742598	0.18	1669	1716
Varibaculum	184869	0.17	2129	1620
Cutibacterium	1912216	0.12000000000000001	1502	1144
Actinotignum	1653174	0.12	1317	1144
Atopobium	1380	0.12	955	1144
Facklamia	66831	0.12	1245	1144
Klebsiella	570	0.12	2067	1144
Micrococcus	1269	0.1	1430	953
Lawsonella	1847725	0.03	359	286
Blautia_A	572511	0.02	454	191
Ralstonia	48736	0.01	352	95
Afipia	1033	0.01	204	95
