ID	Name	Copies per Million (CPM)	Relative Abundance
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	16062.7	1.606269899608131
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	11484.7	1.1484699282206294
PWY-7111	pyruvate fermentation to isobutanol (engineered)	10310.1	1.031009935561879
VALSYN-PWY	L-valine biosynthesis	10076	1.0075999370250037
PWY-7238	sucrose biosynthesis II	9644.79	0.9644789397200662
PWY-8178	pentose phosphate pathway (non-oxidative branch) II	9589.38	0.9589379400663786
PWY-5941	glycogen degradation II	9164.78	0.9164779427201286
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	8634.75	0.8634749460328158
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	8556.64	0.8556639465210032
PWY-5695	inosine 5'-phosphate degradation	8491.04	0.8491039469310032
PWY-6608	guanosine nucleotides degradation III	8491.04	0.8491039469310032
PWY0-1477	ethanolamine utilization	7960.55	0.7960549502465655
PWY-5103	L-isoleucine biosynthesis III	7571.77	0.7571769526764405
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	7562.76	0.7562759527327528
CALVIN-PWY	Calvin-Benson-Bassham cycle	7038.28	0.7038279560107527
PENTOSE-P-PWY	pentose phosphate pathway	7020.43	0.7020429561223152
PWY-5913	partial TCA cycle (obligate autotrophs)	6979.31	0.6979309563793151
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	6893.74	0.6893739569141276
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	6800.95	0.680094957494065
PWY-7013	(S)-propane-1,2-diol degradation	6498.72	0.6498719593830025
PWY-7977	L-methionine biosynthesis IV	6462.6	0.6462599596087525
METSYN-PWY	superpathway of L-homoserine and L-methionine biosynthesis	6181.65	0.6181649613646898
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	6139.63	0.6139629616273149
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	6101.38	0.6101379618663774
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	6079.46	0.6079459620033774
PWY-6353	purine nucleotides degradation II (aerobic)	6066.11	0.6066109620868148
PWY-1042	glycolysis IV	6029.85	0.6029849623134399
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	5984.86	0.5984859625946273
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5953.07	0.5953069627933147
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	5953.07	0.5953069627933147
PWY-3001	superpathway of L-isoleucine biosynthesis I	5886.63	0.5886629632085648
GALACTARDEG-PWY	D-galactarate degradation I	5781.77	0.5781769638639398
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	5781.77	0.5781769638639398
PWY-4041	γ-glutamyl cycle	5742.08	0.5742079641120021
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	5638.88	0.5638879647570021
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)	5635.4	0.5635399647787521
PWY0-1296	purine ribonucleosides degradation	5611.74	0.5611739649266271
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	5582.81	0.5582809651074396
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	5551.88	0.5551879653007521
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	5515.64	0.5515639655272522
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	5502.33	0.5502329656104396
PWY-6936	seleno-amino acid biosynthesis (plants)	5500.35	0.5500349656228146
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	5476.83	0.5476829657698146
THRESYN-PWY	superpathway of L-threonine biosynthesis	5452.83	0.5452829659198146
FERMENTATION-PWY	mixed acid fermentation	5436.86	0.543685966019627
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	5423.71	0.5423709661018146
