Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus	1279	34974.69	45.791	11636
Corynebacterium	1716	22170.600000000002	29.027	62376
Pasteurella	745	6978.28	9.136	117019
Streptococcus	1301	2929.05	3.8350000000000004	236
Propionibacterium	1743	2873.07	3.762	19651
Finegoldia	150022	1507.7	1.974	15764
Cutibacterium	1912216	1389.09	1.8190000000000002	2449
Propionibacteriaceae_u_g	31957	1225.31	1.6039999999999999	95
Anaerococcus	165779	1069.7	1.4009999999999998	7466
Fusobacterium	848	462.76	0.606	1212
Micrococcus	1269	295.69	0.387	459
Peptostreptococcus	1257	215.75	0.28200000000000003	1629
Prevotella	838	173.05	0.22699999999999998	81
Peptoniphilus	162289	113.39	0.148	1063
