Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Lactobacillus crispatus	47770	89.62	6538672	6533313
Lactobacillus jensenii	109790	3.5000000000000004	199106	255151
Imtechella halotolerans	1165090	2.2	229289	160380
Allobacillus halotolerans	570278	2.02	171225	147258
Bifidobacterium leopoldii	2792978	1.41	70977	102789
Limosilactobacillus portuensis	2742601	0.79	50613	57591
Bifidobacterium swidsinskii	2702	0.22999999999999998	12401	16767
Limosilactobacillus vaginalis	1633	0.08	4682	5832
Allobacillus salarius	1955272	0.07	5972	5103
Bifidobacterium adolescentis	1680	0.02	1380	1458
Collinsella aerofaciens_I	74426	0.02	1860	1458
Holdemanella porci_A	2652276	0.01	540	729
Ralstonia pickettii_B	329	0.01	1320	729
Bradyrhizobium sp003020075	2057741	0.01	1980	729
