Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Lactobacillus	1578	34.89	690830	856944
Enterococcus	1350	18.8	516153	461752
Imtechella	1165076	11.38	369622	279508
Allobacillus	1400133	10.6	280248	260350
Finegoldia	150022	7.49	144525	183964
Staphylococcus	1279	4.74	116950	116421
Escherichia	561	2.37	112827	58210
Streptococcus	1301	1.5100000000000002	30369	37088
Peptoniphilus_A	162289	1.46	27942	35860
Limosilactobacillus	2742598	1.0399999999999998	20922	25544
Anaerococcus	165779	0.8600000000000002	16921	21123
Corynebacterium	1716	0.6	15274	14737
Negativicoccus	909928	0.49	6535	12035
Aerococcus	1375	0.48	10305	11790
Ezakiella	1582879	0.22	4053	5403
Porphyromonas	836	0.21	4732	5158
Winkia	2692118	0.21	4850	5158
Campylobacter_B	194	0.19	3330	4667
Citrobacter_B	544	0.18	8226	4421
Dermabacter	36739	0.18	4136	4421
Collinsella	102106	0.15	3588	3684
Falseniella	2862142	0.13	2330	3193
Gemmiger	204475	0.13	4407	3193
Gleimia	2692113	0.13	2608	3193
Prevotella	838	0.11	3018	2702
Comamonas	283	0.11	7428	2702
Pauljensenia	2740557	0.11	2156	2702
Ralstonia	48736	0.1	4982	2456
Peptostreptococcus	1257	0.09	2078	2211
Staphylococcaceae_u_g	90964	0.07	1854	1719
Kocuria	57493	0.07	1816	1719
Varibaculum	184869	0.06999999999999999	1689	1720
Bacteroides	816	0.06	3244	1474
Bradyrhizobium	374	0.06	4753	1474
Mediterraneibacter	2316020	0.05	1509	1228
Peptoniphilus_B	162289	0.05	982	1228
Blautia_A	572511	0.04	1580	983
Peptoniphilus_E	162289	0.04	728	982
Phocaeicola	909656	0.04	2110	982
Porphyromonas_A	836	0.04	913	983
Eggerthella	84111	0.04	1394	982
Actinobaculum	76833	0.04	860	982
Phascolarctobacterium	33024	0.04	1028	982
Facklamia	66831	0.03	624	737
Peptoniphilus_C	162289	0.03	606	737
Pseudomonas_E	286	0.03	1942	737
Atopobium	1380	0.03	388	737
Allisonella	209879	0.03	343	737
Copromonas	186803	0.02	709	491
Fenollaria	1686313	0.02	385	491
Agrobacterium	357	0.02	891	491
Methylobacterium	407	0.02	1394	491
Micrococcus	1269	0.02	548	491
Cutibacterium	1912216	0.02	617	491
Clostridium_AQ	1505663	0.01	320	246
Faecalibacterium	216851	0.01	419	246
Anaerotruncus	244127	0.01	499	246
Akkermansia	239934	0.01	320	246
Acidaminococcus	904	0.01	320	246
