Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Escherichia coli GCA_003812625.1	562	97.03	39765228	39231683
Imtechella halotolerans GCA_000260835.1	946077	1.15	304495	464974
Allobacillus halotolerans GCA_007559355.1	1955271	0.9000000000000001	194986	363893
Streptococcus anginosus GCA_001835965.1	1715209	0.32	54523	129384
Varibaculum massiliense GCA_900106855.1	1852372	0.29	55670	117254
Lactobacillus paragasseri GCA_014269295.2	2107999	0.06	8807	24260
Allobacillus salarius GCA_007559425.1	1955272	0.04	9109	16173
Prevotella buccalis GCA_000177075.1	679190	0.03	6992	12130
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.03	5996	12130
Peptoniphilus_A harei_A GCA_000183565.2	908338	0.02	2455	8087
Prevotella bergensis GCA_000160535.1	585502	0.01	1632	4043
Prevotella sp900547085 GCA_900547085.1	159272	0.01	2254	4043
Prevotella sp000479005 GCA_000479005.1	1111130	0.01	2811	4043
Porphyromonas_A somerae GCA_000372405.1	1122975	0.01	2623	4043
Varibaculum cambriense GCA_000420065.1	1123488	0.01	2041	4043
Varibaculum cambriense_A GCA_000508625.1	1403948	0.01	1664	4043
Actinotignum sanguinis GCA_003957255.1	1445614	0.01	1874	4043
Finegoldia magna_H GCA_000582635.1	1459804	0.01	2061	4043
Peptoniphilus_B duerdenii GCA_000478945.1	1111133	0.01	2249	4043
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.01	1499	4043
Fenollaria massiliensis GCA_001811395.1	1739304	0.01	2061	4043
Urinicoccus massiliensis GCA_900120405.1	1723382	0.01	1499	4043
