Name	Accession ID	Class	Abundance Score	Relative Abundance	% Unique Matches	% Total Matches	Unique Matches Frequency
Staphylococcus aureus GI 33390920		-	55844.28	21.111	1	1	5367
Staphylococcus aureus GENE thyA		-	38365.46	14.503	0.921756	0.921756	10560
Staphylococcus aureus GENE dfrA		-	33607.15	12.703999999999999	0.7897	0.7897	4692
Staphylococcus aureus GI 33390919		-	28404.97	10.738	0.668342	0.785714	3735
Staphylococcus epidermidis GeneID SEA1545		-	28070.12	10.610999999999999	0.932432	0.932432	3615
Staphylococcus aureus GENE 1602 Branch		-	18064.38	6.829000000000001	0.622222	0.45	667
Staphylococcus aureus GI 33390948		-	11014.06	4.164000000000001	0.414365	0.634483	1119
Staphylococcus aureus GENE qacC		-	8863.64	3.351	1	1	560
Staphylococcus aureus GENE blaZ		-	6647.78	2.513	0.429806	0.429806	1609
Staphylococcus lentus GENE repL		-	6015.82	2.274	0.925926	0.925926	348
Escherichia coli GENE aphA7		-	5947.79	2.248	0.8875	0.8875	454
Staphylococcus aureus GENE blaI		-	5567.63	2.105	0.544974	0.544974	548
Staphylococcus aureus GI 33390939		-	5316.46	2.01	1	1	98
Staphylococcus lentus GENE repC		-	5079.77	1.92	0.526682	0.526682	885
Proteus mirabilis GENE tnpA		-	4081.44	1.543	1	1	40
Staphylococcus aureus GI 33390947		-	2633.19	0.9950000000000001	0.774194	0.774194	24
Staphylococcus lentus GI 60416748		-	1007.45	0.381	0.5	0.5	6
