GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	133497	13.389511003798122
GO:0005524	Molecular_Functions	ATP binding	50810.3	5.0961824681924215
GO:0003677	Molecular_Functions	DNA binding	46432.4	4.657086906318163
GO:0005737	Cellular_Components	cytoplasm	44334.5	4.446671277990425
GO:0005886	Cellular_Components	plasma membrane	21108	2.1170947532017257
GO:0046872	Molecular_Functions	metal ion binding	18439.8	1.849479052022417
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	16433.2	1.6482206508581863
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	13894.2	1.393563479246514
GO:0016787	Molecular_Functions	hydrolase activity	13673.5	1.3714276628720765
GO:0006412	Biological_Processes	translation	13035.9	1.3074775200522253
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	11947.8	1.198343030713643
GO:0003735	Molecular_Functions	structural constituent of ribosome	11282.5	1.1316146272976344
GO:0005840	Cellular_Components	ribosome	9265.47	0.9293101157356447
GO:0016887	Molecular_Functions	ATPase activity	9234.31	0.926184823310509
GO:0043565	Molecular_Functions	sequence-specific DNA binding	9221.07	0.9248568749244757
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	8756.46	0.8782573205713842
GO:0016740	Molecular_Functions	transferase activity	8425.12	0.8450245095269528
GO:0055085	Biological_Processes	transmembrane transport	8155.67	0.8179991550997117
GO:0005975	Biological_Processes	carbohydrate metabolic process	7911.41	0.7935003127452939
GO:0019843	Molecular_Functions	rRNA binding	7483.13	0.7505445925964767
GO:0003723	Molecular_Functions	RNA binding	6986.38	0.7007214535661109
GO:0016301	Molecular_Functions	kinase activity	6834.09	0.685447038180234
GO:0008270	Molecular_Functions	zinc ion binding	6697.84	0.6717814061865002
GO:0006313	Biological_Processes	transposition, DNA-mediated	6520.98	0.6540426636220099
GO:0000287	Molecular_Functions	magnesium ion binding	6338.95	0.6357853792783815
GO:0004803	Molecular_Functions	transposase activity	6249.04	0.6267675666357642
GO:0006310	Biological_Processes	DNA recombination	6063.41	0.6081492087128517
GO:0006281	Biological_Processes	DNA repair	5879.81	0.5897344561693688
GO:0003676	Molecular_Functions	nucleic acid binding	5465.29	0.5481588394791481
GO:0003824	Molecular_Functions	catalytic activity	5396.26	0.5412352535963778
GO:0022857	Molecular_Functions	transmembrane transporter activity	5381.51	0.5397558549034782
GO:0006260	Biological_Processes	DNA replication	5231.44	0.5247041015581596
GO:0005525	Molecular_Functions	GTP binding	5089.98	0.5105159158566287
GO:0016491	Molecular_Functions	oxidoreductase activity	4941.58	0.4956316605328114
GO:0051301	Biological_Processes	cell division	4513.78	0.45272408352789856
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	3889.73	0.3901329815411857
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	3845.54	0.38570080335547485
GO:0005623	Cellular_Components	cell	3798.83	0.38101587366426526
GO:0015074	Biological_Processes	DNA integration	3770.26	0.378150353619781
GO:0000049	Molecular_Functions	tRNA binding	3532.43	0.3542964287972508
GO:0103111	Molecular_Functions	D-glucosamine PTS permease activity	3507.29	0.3517749316352511
GO:0000160	Biological_Processes	phosphorelay signal transduction system	3193.41	0.3202933274503469
GO:0000166	Molecular_Functions	nucleotide binding	3188.48	0.3197988572431608
GO:0045454	Biological_Processes	cell redox homeostasis	3148.49	0.31578793156661455
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	3100.28	0.3109525545507033
GO:0016829	Molecular_Functions	lyase activity	3023.42	0.3032436336329904
GO:0071555	Biological_Processes	cell wall organization	2964.1	0.2972939434321221
GO:0009058	Biological_Processes	biosynthetic process	2845.15	0.2853634705832807
GO:0008360	Biological_Processes	regulation of cell shape	2821.99	0.2830405638898871
GO:0007049	Biological_Processes	cell cycle	2797.99	0.2806334066946606
GO:0097367	Molecular_Functions	carbohydrate derivative binding	2740.05	0.27482212803251793
GO:0008168	Molecular_Functions	methyltransferase activity	2710.38	0.2718462799499191
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	2532.37	0.25399219443649107
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	2494.16	0.25015979958525747
GO:0006633	Biological_Processes	fatty acid biosynthetic process	2364.66	0.23717118055268105
GO:0003924	Molecular_Functions	GTPase activity	2318.52	0.23254342084485807
GO:1901135	Biological_Processes	carbohydrate derivative metabolic process	2313.61	0.23205095660200134
GO:0004519	Molecular_Functions	endonuclease activity	2267.98	0.2274743489845769
GO:0003697	Molecular_Functions	single-stranded DNA binding	2254.04	0.22607619184701616
GO:0050661	Molecular_Functions	NADP binding	2241.75	0.22484352676662725
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	2187.25	0.2193772739691337
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2071.44	0.20776173752000107
GO:0003746	Molecular_Functions	translation elongation factor activity	2033.41	0.2039473963477317
GO:0016853	Molecular_Functions	isomerase activity	2029.75	0.20358030487545964
GO:0030246	Molecular_Functions	carbohydrate binding	2026.19	0.2032232432248344
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	1970.83	0.1976707339611785
GO:0004040	Molecular_Functions	amidase activity	1821.87	0.18273031163613926
GO:0008233	Molecular_Functions	peptidase activity	1821.33	0.18267615059924666
GO:0006352	Biological_Processes	DNA-templated transcription, initiation	1814.71	0.18201217640623002
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	1780.65	0.1785960191533377
GO:0015934	Cellular_Components	large ribosomal subunit	1780.19	0.17854988197376254
GO:0016987	Molecular_Functions	sigma factor activity	1738.39	0.17435741652540968
GO:0006457	Biological_Processes	protein folding	1717.25	0.17223711222928098
GO:0005215	Molecular_Functions	transporter activity	1653.04	0.16579696374988537
GO:0004386	Molecular_Functions	helicase activity	1643.43	0.16483309788963008
GO:0016746	Molecular_Functions	transferase activity, transferring acyl groups	1587.62	0.1592354544285637
GO:0045892	Biological_Processes	negative regulation of transcription, DNA-templated	1553.85	0.15584838365844708
GO:0009055	Molecular_Functions	electron transfer activity	1539.95	0.15445423844954506
GO:0006189	Biological_Processes	'de novo' IMP biosynthetic process	1518.81	0.15233393415341637
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1515.66	0.1520179947715429
GO:0003916	Molecular_Functions	DNA topoisomerase activity	1507.95	0.15124469552257636
GO:0005576	Cellular_Components	extracellular region	1502.99	0.1507472163688962
GO:0006265	Biological_Processes	DNA topological change	1502.96	0.1507442074224022
GO:0051287	Molecular_Functions	NAD binding	1500.38	0.15048543802391534
GO:0046933	Molecular_Functions	proton-transporting ATP synthase activity, rotational mechanism	1484.33	0.1488756516496076
GO:0008483	Molecular_Functions	transaminase activity	1483.44	0.14878638623695128
GO:0009432	Biological_Processes	SOS response	1475.53	0.1479930273446912
GO:0006094	Biological_Processes	gluconeogenesis	1442.84	0.14471427864835976
GO:0003684	Molecular_Functions	damaged DNA binding	1409	0.14132018700309035
GO:0005887	Cellular_Components	integral component of plasma membrane	1402.35	0.14065320386357966
GO:0000150	Molecular_Functions	recombinase activity	1398.46	0.14026304380152005
GO:0006364	Biological_Processes	rRNA processing	1384.11	0.13882376439520752
GO:0006270	Biological_Processes	DNA replication initiation	1377	0.13811064407612167
GO:0006351	Biological_Processes	transcription, DNA-templated	1365.23	0.136930134068296
GO:0006526	Biological_Processes	arginine biosynthetic process	1360.89	0.13649483980882587
GO:0004222	Molecular_Functions	metalloendopeptidase activity	1327.17	0.1331127839495326
GO:0009116	Biological_Processes	nucleoside metabolic process	1316.16	0.13200850058622243
GO:0009089	Biological_Processes	lysine biosynthetic process via diaminopimelate	1260.19	0.12639480941052125
GO:0016779	Molecular_Functions	nucleotidyltransferase activity	1246.59	0.12503075366655955
GO:0015935	Cellular_Components	small ribosomal subunit	1224.57	0.12282218693993921
GO:0006096	Biological_Processes	glycolytic process	1223.53	0.12271787679481272
GO:0004177	Molecular_Functions	aminopeptidase activity	1218.5	0.12221337676597983
GO:0008152	Biological_Processes	metabolic process	1185.71	0.1189245982480016
GO:0046677	Biological_Processes	response to antibiotic	1182.91	0.11864376324189185
GO:0050662	Molecular_Functions	coenzyme binding	1181.27	0.11847927416688471
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	1173.92	0.11774208227584657
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	1162.05	0.11655154244637413
GO:0004527	Molecular_Functions	exonuclease activity	1123.58	0.11269307005885895
GO:0046654	Biological_Processes	tetrahydrofolate biosynthetic process	1123.52	0.11268705216587087
GO:0005618	Cellular_Components	cell wall	1117.5	0.11208325690273489
GO:0008237	Molecular_Functions	metallopeptidase activity	1106.61	0.11099100932540085
GO:0006284	Biological_Processes	base-excision repair	1095.27	0.10985362755065634
GO:0005694	Cellular_Components	chromosome	1074.81	0.10780152604172571
GO:0008324	Molecular_Functions	cation transmembrane transporter activity	1046.13	0.10492497319343004
GO:0007155	Biological_Processes	cell adhesion	1036.55	0.10396411627966876
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	1030.08	0.10331518681912229
GO:0015986	Biological_Processes	ATP synthesis coupled proton transport	1017.43	0.10204641438080497
GO:0016020	Cellular_Components	membrane	1010.44	0.10134532984769527
GO:0030145	Molecular_Functions	manganese ion binding	1005.01	0.10080071053227525
GO:0006207	Biological_Processes	'de novo' pyrimidine nucleobase biosynthetic process	985.231	0.09881691210875919
GO:0003743	Molecular_Functions	translation initiation factor activity	983.126	0.09860578436309453
GO:0008134	Molecular_Functions	transcription factor binding	980.633	0.0983557409094404
GO:0001522	Biological_Processes	pseudouridine synthesis	977.688	0.0980603626619428
GO:0044205	Biological_Processes	'de novo' UMP biosynthetic process	976.231	0.09791422816054925
GO:0034618	Molecular_Functions	arginine binding	968.107	0.09709940544996508
GO:0051259	Biological_Processes	protein complex oligomerization	968.107	0.09709940544996508
GO:0009228	Biological_Processes	thiamine biosynthetic process	957.811	0.0960667350132129
GO:0016747	Molecular_Functions	transferase activity, transferring acyl groups other than amino-acyl groups	949.847	0.09526796001726356
GO:0008236	Molecular_Functions	serine-type peptidase activity	944.619	0.09474360094157006
GO:0006525	Biological_Processes	arginine metabolic process	940.034	0.09428373361906532
GO:0008804	Molecular_Functions	carbamate kinase activity	940.034	0.09428373361906532
GO:0016597	Molecular_Functions	amino acid binding	935.668	0.09384583160596703
GO:0008658	Molecular_Functions	penicillin binding	925.707	0.09284676107173155
GO:0006629	Biological_Processes	lipid metabolic process	921.439	0.0924186882838471
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	916.201	0.09189332622598892
GO:0008299	Biological_Processes	isoprenoid biosynthetic process	913.625	0.09163495802036793
GO:0009234	Biological_Processes	menaquinone biosynthetic process	903.165	0.09058583867611504
GO:0006261	Biological_Processes	DNA-dependent DNA replication	901.456	0.09041442902417163
GO:0046983	Molecular_Functions	protein dimerization activity	897.715	0.09003921339636568
GO:0009982	Molecular_Functions	pseudouridine synthase activity	895.831	0.0898502515565404
GO:0071705	Biological_Processes	nitrogen compound transport	891.483	0.08941415491133853
GO:0015035	Molecular_Functions	protein disulfide oxidoreductase activity	884.375	0.08870123518868561
GO:0006520	Biological_Processes	cellular amino acid metabolic process	881.561	0.0884189960075453
GO:0006098	Biological_Processes	pentose-phosphate shunt	865.257	0.08678373388625475
GO:0006541	Biological_Processes	glutamine metabolic process	849.306	0.08518387703537733
GO:0006396	Biological_Processes	RNA processing	847.349	0.0849875934257499
GO:0009024	Molecular_Functions	tagatose-6-phosphate kinase activity	846.942	0.08494677205164752
GO:2001059	Biological_Processes	D-tagatose 6-phosphate catabolic process	846.942	0.08494677205164752
GO:0015293	Molecular_Functions	symporter activity	841.211	0.08437196297307072
GO:0008033	Biological_Processes	tRNA processing	830.275	0.08327510167777916
GO:0003951	Molecular_Functions	NAD+ kinase activity	830.073	0.08325484143805267
GO:0008289	Molecular_Functions	lipid binding	802.526	0.08049192646901497
GO:0006012	Biological_Processes	galactose metabolic process	802.24	0.0804632411791052
GO:0003755	Molecular_Functions	peptidyl-prolyl cis-trans isomerase activity	800.78	0.08031680578306223
GO:0009229	Biological_Processes	thiamine diphosphate biosynthetic process	798.826	0.08012082306808421
GO:0030001	Biological_Processes	metal ion transport	774.493	0.07768026656677393
GO:0002161	Molecular_Functions	aminoacyl-tRNA editing activity	765.445	0.07677276830417354
GO:0008706	Molecular_Functions	6-phospho-beta-glucosidase activity	764.66	0.07669403420424632
GO:0103047	Molecular_Functions	methyl beta-D-glucoside 6-phosphate glucohydrolase activity	764.66	0.07669403420424632
GO:0009073	Biological_Processes	aromatic amino acid family biosynthetic process	761.267	0.07635372235577118
GO:0006298	Biological_Processes	mismatch repair	752.903	0.07551482807323473
GO:0043022	Molecular_Functions	ribosome binding	748.91	0.07511433729487892
GO:0000179	Molecular_Functions	rRNA (adenine-N6,N6-)-dimethyltransferase activity	730.651	0.07328299216039387
GO:0006979	Biological_Processes	response to oxidative stress	729.901	0.07320776849804304
GO:0007059	Biological_Processes	chromosome segregation	722.988	0.07251440692760135
GO:0015940	Biological_Processes	pantothenate biosynthetic process	722.243	0.07243968475633285
GO:0006400	Biological_Processes	tRNA modification	712.796	0.07149216750536182
GO:0043093	Biological_Processes	FtsZ-dependent cytokinesis	712.44	0.07145646134029929
GO:0030983	Molecular_Functions	mismatched DNA binding	708.813	0.07109267970917067
GO:0008173	Molecular_Functions	RNA methyltransferase activity	708.099	0.07102106678261269
GO:0009378	Molecular_Functions	four-way junction helicase activity	707.994	0.07101053546988356
GO:0010181	Molecular_Functions	FMN binding	706.926	0.070903416974696
GO:0006044	Biological_Processes	N-acetylglucosamine metabolic process	704.359	0.07064595145302321
GO:0008234	Molecular_Functions	cysteine-type peptidase activity	698.851	0.07009350887671874
GO:0003989	Molecular_Functions	acetyl-CoA carboxylase activity	688.826	0.06908801925662933
GO:0019512	Biological_Processes	lactose catabolic process via tagatose-6-phosphate	688.136	0.06901881348726656
GO:0045261	Cellular_Components	proton-transporting ATP synthase complex, catalytic core F(1)	686.776	0.06888240791287038
GO:0009253	Biological_Processes	peptidoglycan catabolic process	683.276	0.06853136415523318
GO:0003941	Molecular_Functions	L-serine ammonia-lyase activity	679.733	0.06817600757428786
GO:0000917	Biological_Processes	division septum assembly	677.265	0.06792847157604541
GO:0051082	Molecular_Functions	unfolded protein binding	667.18	0.06691696406296792
GO:0009423	Biological_Processes	chorismate biosynthetic process	666.601	0.0668588913956331
GO:0006353	Biological_Processes	DNA-templated transcription, termination	666.292	0.06682789924674457
GO:0047429	Molecular_Functions	nucleoside-triphosphate diphosphatase activity	660.019	0.06619872853484222
GO:0003796	Molecular_Functions	lysozyme activity	658.484	0.0660447707725642
GO:0019301	Biological_Processes	rhamnose catabolic process	656.048	0.0658004443172487
GO:0015424	Molecular_Functions	ATPase-coupled amino acid transmembrane transporter activity	652.204	0.06541489797314658
GO:0055129	Biological_Processes	L-proline biosynthetic process	642.829	0.06447460219376122
GO:0006730	Biological_Processes	one-carbon metabolic process	641.099	0.06430108627927199
GO:0050567	Molecular_Functions	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	631.153	0.06330352021828353
GO:0032196	Biological_Processes	transposition	629.717	0.06315949197943581
GO:0015643	Molecular_Functions	toxic substance binding	628.311	0.06301847268708212
GO:0008654	Biological_Processes	phospholipid biosynthetic process	623.974	0.0625834793222614
GO:0016798	Molecular_Functions	hydrolase activity, acting on glycosyl bonds	618.63	0.06204748565345762
GO:0016810	Molecular_Functions	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	613.809	0.06156394795186649
GO:0042274	Biological_Processes	ribosomal small subunit biogenesis	607.348	0.06091592117526821
GO:0030976	Molecular_Functions	thiamine pyrophosphate binding	600.098	0.06018875910587687
GO:0006813	Biological_Processes	potassium ion transport	598.119	0.05999026893548715
GO:0009166	Biological_Processes	nucleotide catabolic process	597.206	0.05989869666385208
GO:0009360	Cellular_Components	DNA polymerase III complex	591.364	0.059312754483247354
GO:0015937	Biological_Processes	coenzyme A biosynthetic process	580.977	0.058270956908796606
GO:0009088	Biological_Processes	threonine biosynthetic process	577.615	0.05793375430503196
GO:0031564	Biological_Processes	transcription antitermination	575.998	0.05777157208900358
GO:0009435	Biological_Processes	NAD biosynthetic process	574.922	0.057663651208084254
GO:0032153	Cellular_Components	cell division site	570.431	0.05721321191792749
GO:0009245	Biological_Processes	lipid A biosynthetic process	568.103	0.05697971766999051
GO:0004146	Molecular_Functions	dihydrofolate reductase activity	563.114	0.05647932986803281
GO:0004148	Molecular_Functions	dihydrolipoyl dehydrogenase activity	559.193	0.05608606056126267
GO:0005518	Molecular_Functions	collagen binding	557.852	0.05595156065297938
GO:0004565	Molecular_Functions	beta-galactosidase activity	554.872	0.05565267196790542
GO:0004521	Molecular_Functions	endoribonuclease activity	554.856	0.05565106719644194
GO:0006289	Biological_Processes	nucleotide-excision repair	554.264	0.055591690652293024
GO:0008170	Molecular_Functions	N-methyltransferase activity	552.956	0.055460500585153186
GO:0004316	Molecular_Functions	3-oxoacyl-acyl-carrier-protein reductase (NADPH) activity	552.779	0.055442747800838375
GO:0102131	Molecular_Functions	3-oxo-glutaryl-acp methyl ester reductase activity	552.779	0.055442747800838375
GO:0102132	Molecular_Functions	3-oxo-pimeloyl-acp methyl ester reductase activity	552.779	0.055442747800838375
GO:0019547	Biological_Processes	arginine catabolic process to ornithine	552.62	0.05542680038442
GO:0019877	Biological_Processes	diaminopimelate biosynthetic process	543.846	0.05454678383313178
GO:0071949	Molecular_Functions	FAD binding	541.718	0.054333349228488356
GO:0042777	Biological_Processes	plasma membrane ATP synthesis coupled proton transport	537.648	0.05392513548746453
GO:0003960	Molecular_Functions	NADPH:quinone reductase activity	537.518	0.05391209671932372
GO:0005506	Molecular_Functions	iron ion binding	536.815	0.05384158707314688
GO:0004826	Molecular_Functions	phenylalanine-tRNA ligase activity	535.034	0.05366295594961777
GO:0004022	Molecular_Functions	alcohol dehydrogenase (NAD+) activity	534.76	0.0536354742383056
GO:0019262	Biological_Processes	N-acetylneuraminate catabolic process	532.01	0.053359654143019235
GO:2001295	Biological_Processes	malonyl-CoA biosynthetic process	521.756	0.05233119623135869
GO:0009317	Cellular_Components	acetyl-CoA carboxylase complex	519.193	0.05207413190255181
GO:0006166	Biological_Processes	purine ribonucleoside salvage	516.859	0.05184003586531603
GO:0015299	Molecular_Functions	solute:proton antiporter activity	514.634	0.05161687233367523
GO:0070395	Biological_Processes	lipoteichoic acid biosynthetic process	512.599	0.05141276546316331
GO:0016743	Molecular_Functions	carboxyl- or carbamoyltransferase activity	510.943	0.051246671616692684
GO:0016114	Biological_Processes	terpenoid biosynthetic process	510.771	0.05122942032346023
GO:0006323	Biological_Processes	DNA packaging	504.411	0.0505915236667252
GO:0080030	Molecular_Functions	methyl indole-3-acetate esterase activity	495.847	0.049732569740895204
GO:0015821	Biological_Processes	methionine transport	490.556	0.04920189187756423
GO:0006084	Biological_Processes	acetyl-CoA metabolic process	489.336	0.04907952805347354
GO:0006071	Biological_Processes	glycerol metabolic process	487.949	0.048940414427232744
GO:0009346	Cellular_Components	citrate lyase complex	487.743	0.04891975299464038
GO:0031119	Biological_Processes	tRNA pseudouridine synthesis	483.623	0.04850652434279316
