GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	76932.2	7.723159171294745
GO:0005524	Molecular_Functions	ATP binding	39589.7	3.974376849275174
GO:0003677	Molecular_Functions	DNA binding	34822.2	3.495771514328979
GO:0005737	Cellular_Components	cytoplasm	25059.4	2.515692193088766
GO:0016020	Cellular_Components	membrane	20606.2	2.0686391720961286
GO:0005886	Cellular_Components	plasma membrane	16596.2	1.6660786281770423
GO:0016787	Molecular_Functions	hydrolase activity	12717.5	1.2766991813693218
GO:0046872	Molecular_Functions	metal ion binding	12060.1	1.210703345565729
GO:0022857	Molecular_Functions	transmembrane transporter activity	12014	1.2060754051481053
GO:0055085	Biological_Processes	transmembrane transport	11994.1	1.2040776608029709
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	11122.6	1.1165885051856432
GO:0016491	Molecular_Functions	oxidoreductase activity	10983.4	1.102614333686008
GO:0016740	Molecular_Functions	transferase activity	10324.9	1.0365080698030358
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	10021.5	1.0060499977269635
GO:0005975	Biological_Processes	carbohydrate metabolic process	9446.7	0.9483463067931254
GO:0006313	Biological_Processes	transposition, DNA-mediated	6388.59	0.6413452033107321
GO:0016887	Molecular_Functions	ATPase activity	6285.72	0.631018170105506
GO:0016301	Molecular_Functions	kinase activity	5830.45	0.5853139958336749
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	5770.81	0.5793267861480554
GO:0003723	Molecular_Functions	RNA binding	5747.43	0.5769796875154299
GO:0016829	Molecular_Functions	lyase activity	5629.93	0.5651839608544593
GO:0000287	Molecular_Functions	magnesium ion binding	5225.84	0.5246177039486578
GO:0006260	Biological_Processes	DNA replication	5085.44	0.5105230654533361
GO:0008270	Molecular_Functions	zinc ion binding	4981.91	0.5001297754004825
GO:0043565	Molecular_Functions	sequence-specific DNA binding	4966.69	0.4986018523385254
GO:0004803	Molecular_Functions	transposase activity	4752.24	0.47707339631771534
GO:0006412	Biological_Processes	translation	4544.6	0.4562285904974263
GO:0003676	Molecular_Functions	nucleic acid binding	4391.3	0.4408389317984747
GO:0005887	Cellular_Components	integral component of plasma membrane	4345.73	0.43626419763727947
GO:0005840	Cellular_Components	ribosome	4304.12	0.4320870045618498
GO:0003735	Molecular_Functions	structural constituent of ribosome	4260.67	0.4277250954263674
GO:0003824	Molecular_Functions	catalytic activity	4243.71	0.42602249522066477
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	4164.2	0.41804055286480274
GO:0000160	Biological_Processes	phosphorelay signal transduction system	4107.07	0.4123053199784942
GO:0009058	Biological_Processes	biosynthetic process	3997.43	0.40129865213927013
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	3994.75	0.4010296091822369
GO:0008233	Molecular_Functions	peptidase activity	3953.71	0.3969096379297583
GO:0004673	Molecular_Functions	protein histidine kinase activity	3821.31	0.38361811273901336
GO:0009055	Molecular_Functions	electron transfer activity	3770	0.3784671447817844
GO:0042597	Cellular_Components	periplasmic space	3711.34	0.3725783164759755
GO:0008168	Molecular_Functions	methyltransferase activity	3665.49	0.36797547334912006
GO:0006281	Biological_Processes	DNA repair	3628.91	0.36430323776394297
GO:0005525	Molecular_Functions	GTP binding	3439.52	0.3452905341697196
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	3298.87	0.33117079838362995
GO:0006310	Biological_Processes	DNA recombination	3213.58	0.3226086066652113
GO:0016874	Molecular_Functions	ligase activity	3074.52	0.3086484896484063
GO:0005215	Molecular_Functions	transporter activity	3046.3	0.30581550746651187
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	3036.87	0.30486883765874206
GO:0051287	Molecular_Functions	NAD binding	3007.54	0.3019244235058376
GO:0051301	Biological_Processes	cell division	2997.87	0.30095366029893045
GO:0009279	Cellular_Components	cell outer membrane	2972.96	0.2984529662468047
GO:0005829	Cellular_Components	cytosol	2895.34	0.290660759409149
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	2873.38	0.28845621338808586
GO:0015074	Biological_Processes	DNA integration	2866.05	0.2877203608227674
GO:0051536	Molecular_Functions	iron-sulfur cluster binding	2849.2	0.28602880342500264
GO:0004386	Molecular_Functions	helicase activity	2719.14	0.27297218887584646
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2676.6	0.26870163387875967
GO:0030288	Cellular_Components	outer membrane-bounded periplasmic space	2584.88	0.2594939398417875
GO:0006099	Biological_Processes	tricarboxylic acid cycle	2540.46	0.2550346532181252
GO:0016853	Molecular_Functions	isomerase activity	2529.85	0.2539695241979303
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	2485.04	0.24947108580066985
GO:0007155	Biological_Processes	cell adhesion	2290.54	0.2299453935831481
GO:0016746	Molecular_Functions	transferase activity, transferring acyl groups	2244.52	0.22532548429857047
GO:0005623	Cellular_Components	cell	2146.38	0.21547329183467545
GO:0020037	Molecular_Functions	heme binding	2102.57	0.21107524260048713
GO:0019867	Cellular_Components	outer membrane	2075.27	0.208334618448619
GO:0050661	Molecular_Functions	NADP binding	2046	0.2053962276454989
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	1911.9	0.19193404087753144
GO:0005727	Cellular_Components	extrachromosomal circular DNA	1900.95	0.19083477954189204
GO:0000166	Molecular_Functions	nucleotide binding	1872.26	0.18795461445335374
GO:0004519	Molecular_Functions	endonuclease activity	1860.65	0.18678909627008677
GO:0030976	Molecular_Functions	thiamine pyrophosphate binding	1859.73	0.18669673824006044
GO:0006520	Biological_Processes	cellular amino acid metabolic process	1851.9	0.18591069109320596
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1823.3	0.18303956102934416
GO:0010181	Molecular_Functions	FMN binding	1813.65	0.18207080560569847
GO:0005506	Molecular_Functions	iron ion binding	1743.51	0.175029509707822
GO:0006865	Biological_Processes	amino acid transport	1732.16	0.17389009270695374
GO:0006096	Biological_Processes	glycolytic process	1716.53	0.17232101008813694
GO:0071555	Biological_Processes	cell wall organization	1641.17	0.16475568275902416
GO:0009289	Cellular_Components	pilus	1638.12	0.16444949581165424
GO:0045454	Biological_Processes	cell redox homeostasis	1631.27	0.16376183004461045
GO:0071973	Biological_Processes	bacterial-type flagellum-dependent cell motility	1623.79	0.1630109191048312
GO:0004222	Molecular_Functions	metalloendopeptidase activity	1561.08	0.15671551468858033
GO:0003746	Molecular_Functions	translation elongation factor activity	1560.16	0.15662315665855403
GO:0006396	Biological_Processes	RNA processing	1526.21	0.15321494457225654
GO:0006265	Biological_Processes	DNA topological change	1519.3	0.15252125545542838
GO:0008134	Molecular_Functions	transcription factor binding	1513.45	0.15193397885145665
GO:0030246	Molecular_Functions	carbohydrate binding	1512.42	0.1518305780134924
GO:0004177	Molecular_Functions	aminopeptidase activity	1505.39	0.1511248421970956
GO:0019843	Molecular_Functions	rRNA binding	1500.14	0.1505977990909671
GO:0006457	Biological_Processes	protein folding	1480.42	0.1486181247951855
GO:0015288	Molecular_Functions	porin activity	1448.6	0.1454237416262315
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	1448.21	0.14538458985263342
GO:0000049	Molecular_Functions	tRNA binding	1413.97	0.141947264909045
GO:0015407	Molecular_Functions	ATPase-coupled monosaccharide transmembrane transporter activity	1410.73	0.14162200402069144
GO:0009306	Biological_Processes	protein secretion	1400.36	0.14058096839963383
GO:0008152	Biological_Processes	metabolic process	1364.58	0.13698904414491442
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	1348.45	0.13536976694456157
