Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.6.4.12	DNA helicase	27945.8	2.7945798621154307
2.7.7.7	DNA-directed DNA polymerase	25691.2	2.5691198732396265
2.7.13.3	Histidine kinase	15467.4	1.5467399236838528
2.7.1.69	2.7.1.208	13529.6	1.3529599332449576
5.99.1.3	Transferred entry 5.6.2.2	13437.9	1.3437899336974053
3.2.1.23	Beta-galactosidase	11196.6	1.119659944755979
2.7.7.6	DNA-directed RNA polymerase	10111.8	1.0111799501083816
2.8.1.7	Cysteine desulfurase	9065.83	0.9065829552691973
3.6.3.2	Transferred entry 7.2.2.14	8935.41	0.8935409559126896
3.1.3.48	Protein-tyrosine-phosphatase	8309.25	0.8309249590021628
2.4.2.9	Uracil phosphoribosyltransferase	7985.53	0.7985529605993972
2.7.2.1	Acetate kinase	7664.09	0.7664089621853821
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	7532.81	0.7532809628331176
1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	7413.95	0.7413949634195729
1.17.4.1	Ribonucleoside-diphosphate reductase	7288.39	0.7288389640390859
3.4.21.89	Signal peptidase I	7078.52	0.7078519650745844
6.1.1.20	Phenylalanine--tRNA ligase	6857.2	0.6857199661665772
2.4.2.8	Hypoxanthine phosphoribosyltransferase	6633.95	0.6633949672680926
7.3.2.1	ABC-type phosphate transporter	6566.84	0.6566839675992133
3.6.3.8	Transferred entry 7.2.2.10	5956.67	0.5956669706097919
2.7.1.33	Pantothenate kinase	5839.4	0.5839399711884021
3.5.1.88	Peptide deformylase	5761.63	0.5761629715721193
3.1.1.41	Cephalosporin-C deacetylase	5710.44	0.5710439718246907
5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	5689.11	0.5689109719299329
2.8.3.16	Formyl-CoA transferase	5497.52	0.549751972875238
4.3.1.17	L-serine ammonia-lyase	5428.29	0.5428289732168188
3.1.11.6	Exodeoxyribonuclease VII	5371.3	0.5371299734980074
2.3.1.n3	Transferred entry 2.3.1.275	5351.01	0.5351009735981183
2.7.1.48	Uridine kinase	5101.66	0.510165974828411
3.1.26.4	Ribonuclease H	5028.8	0.5028799751879023
