Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Lactobacillus iners GCA_011058715.1	147802	GCA_011058715.1	Bacteria	82.7	0.88385	0.255738	4871257	5247823
s__Ureaplasma parvum GCA_000171375.1	515608	GCA_000171375.1	Bacteria	6.63	0.97355	0.800459	219061	420714
s__Enterococcus faecalis GCA_902160185.1	1351	GCA_902160185.1	Bacteria	2.27	0.803865	0.09009	282542	144045
s__Staphylococcus epidermidis	1282		Bacteria	1.6	0.943453	0.090909	159348	101530
s__Finegoldia magna_H GCA_000179495.1	768713	GCA_000179495.1	Bacteria	0.77	0.515907	0.146609	59952	48861
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	Bacteria	0.35	0.609666	0.607426	38556	22210
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	Bacteria	0.33	0.917824	0.917824	44512	20941
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	Bacteria	0.25	0.34041	0.158055	19566	15864
s__Anaerostipes hadrus GCA_000332875.2	649757	GCA_000332875.2	Bacteria	0.22	0.555395	0.526939	26310	13960
s__Bifidobacterium pseudocatenulatum GCA_015556885.1	28026	GCA_015556885.1	Bacteria	0.22	0.366762	0.10929	21797	13960
s__Bifidobacterium longum GCA_001686145.1	1679	GCA_001686145.1	Bacteria	0.21	0.231616	0.02289	21945	13326
s__Anaerococcus vaginimassiliensis GCA_000191725.2	879305	GCA_000191725.2	Bacteria	0.16	0.393961	0.281071	12133	10153
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	Bacteria	0.15	0.187312	0.113077	16522	9518
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	Bacteria	0.15	0.186324	0.106172	15766	9518
s__Mediterraneibacter torques GCA_000153925.1	411460	GCA_000153925.1	Bacteria	0.14	0.498145	0.499928	16994	8884
s__Peptoniphilus_A grossensis GCA_001811425.1	1739305	GCA_001811425.1	Bacteria	0.13	0.314813	0.205404	10080	8249
s__Blautia_A wexlerae GCA_013302125.1	418240	GCA_013302125.1	Bacteria	0.12	0.339208	0.194291	23703	7615
s__Anaerococcus sp900258475 GCA_900258475.1	2057799	GCA_900258475.1	Bacteria	0.12	0.466496	0.466109	12153	7615
s__Ruminiclostridium_E siraeum GCA_000209915.1	657319	GCA_000209915.1	Bacteria	0.1	0.279696	0.201284	12334	6346
s__Pseudoruminococcus massiliensis GCA_900291955.1	2086583	GCA_900291955.1	Bacteria	0.1	0.36074	0.367965	10500	6346
s__Finegoldia magna_F GCA_000159695.1	525282	GCA_000159695.1	Bacteria	0.1	0.182225	0.05594	7869	6346
s__Bacteroides uniformis GCA_015555865.1	820	GCA_015555865.1	Bacteria	0.1	0.263987	0.078357	20972	6346
