Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00872	Transposase, Mutator family	80398.5	8.039850753977195
PF00005	ABC transporter	26167.2	2.6167202453960217
PF00665	Integrase core domain	19859.7	1.9859701862442818
PF13936	Helix-turn-helix domain	13778.7	1.3778701292166593
PF03217	Surface later protein A domain	10057	1.0057000943145538
PF01609	Transposase DDE domain	9476.15	0.9476150888673419
PF06782	Uncharacterised protein family (UPF0236)	8467.33	0.8467330794066271
PF07690	Major Facilitator Superfamily	8340.83	0.8340830782203101
PF13612	Transposase DDE domain	8109.64	0.8109640760522101
PF00528	Binding-protein-dependent transport system inner membrane component	7888.76	0.7888760739807974
PF01381	Helix-turn-helix	7835.26	0.7835260734790742
PF00664	ABC transporter transmembrane region	7831.25	0.7831250734414685
PF13276	HTH-like domain	6627.67	0.6627670621542944
PF13520	Amino acid permease	6141.32	0.6141320575933036
PF01548	Transposase	5381.24	0.5381240504652728
PF00271	Helicase conserved C-terminal domain	5267.76	0.5267760494010574
PF02371	Transposase IS116/IS110/IS902 family	4953.3	0.4953300464520512
PF02378	Phosphotransferase system, EIIC	4199.26	0.4199260393806635
PF13546	DDE superfamily endonuclease	4027.78	0.4027780377725239
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	3605.79	0.36057903381510137
PF00746	LPXTG cell wall anchor motif	3576.39	0.35763903353938814
PF01380	SIS domain	3552.05	0.3552050333111276
PF00300	Histidine phosphatase superfamily (branch 1)	3435.39	0.34353903221709003
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	3401.26	0.3401260318970189
PF00072	Response regulator receiver domain	3329.15	0.3329150312207712
PF00144	Beta-lactamase	3047.09	0.3047090285756124
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3022.78	0.3022780283476331
PF00156	Phosphoribosyl transferase domain	2927.71	0.29277102745606665
PF00589	Phage integrase family	2917.51	0.29175102736041103
PF01926	50S ribosome-binding GTPase	2871.62	0.28716202693005455
PF07282	Putative transposase DNA-binding domain	2862.56	0.2862560268450899
PF00877	NlpC/P60 family	2822.2	0.2822200264665937
PF01385	Probable transposase	2710.44	0.27104402541850836
PF00270	DEAD/DEAH box helicase	2696.36	0.26963602528646613
PF04650	YSIRK type signal peptide	2670.61	0.26706102504498264
PF00512	His Kinase A (phospho-acceptor) domain	2611.16	0.26111602448746046
PF03466	LysR substrate binding domain	2564.74	0.25647402405213365
PF00324	Amino acid permease	2548.35	0.25483502389842827
PF00248	Aldo/keto reductase family	2484.98	0.24849802330414433
PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	2483.69	0.24836902329204674
PF00356	Bacterial regulatory proteins, lacI family	2474.78	0.24747802320848875
PF08951	Enterocin A Immunity	2449.4	0.2449400229704751
PF04397	LytTr DNA-binding domain	2441.72	0.24417202289845202
PF00440	Bacterial regulatory proteins, tetR family	2439.68	0.24396802287932087
PF00690	Cation transporter/ATPase, N-terminus	2425.41	0.24254102274549683
PF00132	Bacterial transferase hexapeptide (six repeats)	2368.65	0.2368650222132015
PF00486	Transcriptional regulatory protein, C terminal	2366.98	0.23669802219754024
PF00358	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	2359.6	0.2359600221283306
PF00149	Calcineurin-like phosphoesterase	2344.79	0.2344790219894424
PF00004	ATPase family associated with various cellular activities (AAA)	2338.54	0.2338540219308299
PF00392	Bacterial regulatory proteins, gntR family	2319.1	0.23191002174852157
PF04221	RelB antitoxin	2285.9	0.22859002143717197
PF00009	Elongation factor Tu GTP binding domain	2226.45	0.2226450208796498
PF00497	Bacterial extracellular solute-binding proteins, family 3	2185.71	0.21857102049759003
PF06028	Alpha/beta hydrolase of unknown function (DUF915)	2173.47	0.2173470203828033
PF02517	CPBP intramembrane metalloprotease	2159.01	0.21590102024719743
PF12146	Serine aminopeptidase, S33	2141.06	0.21410602007886229
PF00654	Voltage gated chloride channel	2114.76	0.21147601983222092
PF01418	Helix-turn-helix domain, rpiR family	2103.92	0.21039201973056337
PF00534	Glycosyl transferases group 1	2093.35	0.20933501963143786
PF03577	Peptidase family C69	2092.11	0.2092110196198092
PF04851	Type III restriction enzyme, res subunit	2089.32	0.20893201959364457
PF07992	Pyridine nucleotide-disulphide oxidoreductase	2072.03	0.20720301943149894
PF13673	Acetyltransferase (GNAT) domain	2070.66	0.20706601941865105
PF00535	Glycosyl transferase family 2	2031.83	0.2031830190545033
PF01183	Glycosyl hydrolases family 25	2010.17	0.2010170188513758
PF00367	phosphotransferase system, EIIB	2008.96	0.20089601884002842
PF01751	Toprim domain	1978.43	0.19784301855371805
PF00128	Alpha amylase, catalytic domain	1977.7	0.19777001854687212
PF00999	Sodium/hydrogen exchanger family	1963.67	0.19636701841529877
PF01546	Peptidase family M20/M25/M40	1958.75	0.19587501836915902
PF01479	S4 domain	1922.3	0.19223001802733086
PF00106	short chain dehydrogenase	1878.89	0.18788901762023186
PF00849	RNA pseudouridylate synthase	1852.26	0.1852260173704957
