Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Lactobacillus	1578	70.72999999999999	1274435	1342525
Imtechella	1165076	12.14	283918	230429
Allobacillus	1400133	11.56	220152	219420
Corynebacterium	1716	2.51	46427	47643
Staphylococcus	1279	0.88	15388	16704
Cutibacterium	1912216	0.35	6356	6643
Ralstonia	48736	0.22999999999999998	8168	4366
Comamonas	283	0.17	8751	3227
Bradyrhizobium	374	0.17	9410	3227
Falseniella	2862142	0.16	2026	3037
Anaerococcus	165779	0.13999999999999999	1817	2658
Finegoldia	150022	0.12000000000000001	1623	2278
Facklamia	66831	0.12	1687	2278
Kocuria	57493	0.12	3020	2278
Veillonella	29465	0.09	1379	1708
Winkia	2692118	0.08	1379	1518
Peptoniphilus_A	162289	0.060000000000000005	782	1139
Pseudomonas_E	286	0.06	2684	1139
Aerococcus	1375	0.05	812	949
Stenotrophomonas	40323	0.05	1747	949
Methylobacterium	407	0.05	2115	949
Prevotella	838	0.04	935	759
Agrobacterium	357	0.03	1119	569
Meiothermus_B	65551	0.03	659	569
Actinobaculum	76833	0.02	337	380
Negativicoccus	909928	0.02	153	380
Phyllobacterium	28100	0.01	521	190
Varibaculum	184869	0.01	153	190
Lancefieldella	2767353	0.01	145	190
