Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Escherichia	561	97.03	39765228	39231683
Imtechella	1165076	1.15	304495	464974
Allobacillus	1400133	0.9400000000000002	204095	380066
Streptococcus	1301	0.32	54523	129384
Varibaculum	184869	0.31	59375	125340
Prevotella	838	0.060000000000000005	13689	24259
Lactobacillus	1578	0.06	8807	24260
Peptoniphilus_A	162289	0.03	3954	12130
Anaerococcus	165779	0.03	5996	12130
Porphyromonas_A	836	0.01	2623	4043
Actinotignum	1653174	0.01	1874	4043
Finegoldia	150022	0.01	2061	4043
Peptoniphilus_B	162289	0.01	2249	4043
Fenollaria	1686313	0.01	2061	4043
Urinicoccus	2024199	0.01	1499	4043
