Name	Accession ID	Class	Abundance Score	Relative Abundance	% Unique Matches	% Total Matches	Unique Matches Frequency
Enterococcus faecalis GI 48190		-	352885.3	17.485	1	1	106490
Staphylococcus aureus GI 33390919		-	334375.47	16.567999999999998	1	1	33052
Streptococcus pyogenes GENE msrD		-	239854.93	11.884	0.831193	0.831193	65370
Staphylococcus aureus GENE qacC		-	193625.64	9.594	1	1	16343
Streptococcus pyogenes GI 52345271		-	182593.06	9.046999999999999	0.821839	0.821839	18217
Staphylococcus lentus GENE ermC		-	118715.86	5.882	1	1	21518
Staphylococcus lentus GENE repL		-	101484.3	5.028	1	1	12628
Streptococcus pyogenes GI 52345272		-	87728.85	4.347	0.41844	0.41844	7885
Enterococcus faecium GENE ermB		-	55114.01	2.731	0.934473	0.934473	10760
Enterococcus faecium GENE sat4		-	31162.58	1.544	1	1	3096
Staphylococcus aureus GI 33390947		-	30580.63	1.5150000000000001	0.83871	0.83871	775
Enterococcus faecium GENE aadE		-	20819.16	1.032	0.929178	0.929178	3822
Enterococcus faecium GI 21886747		-	20718.89	1.027	0.814815	0.814815	477
Staphylococcus aureus GI 33390940		-	20013.09	0.992	0.64539	0.64539	4721
Staphylococcus lentus GI 60416748		-	19215.45	0.9520000000000001	0.5	0.5	249
Staphylococcus aureus GeneID SASa0803		-	17789.05	0.881	0.520455	0.520455	4510
Escherichia coli GENE aphA7		-	14294.91	0.7080000000000001	0.95	0.95	2176
Staphylococcus aureus GENE AACA-APHD		-	11061.39	0.5479999999999999	1	1	2203
Staphylococcus lentus GENE repC		-	10836.41	0.5369999999999999	0.946636	0.946636	1822
Staphylococcus aureus GI 33390945		-	10119.43	0.501	1	1	391
Staphylococcus lentus GENE tetK		-	9209.47	0.45599999999999996	0.915789	0.915789	1940
Enterococcus faecium GI 21886746		-	8684.47	0.43	0.767857	0.767857	331
Enterobacter GENE hylA		-	8309.4	0.41200000000000003	0.743137	0.753453	3256
Staphylococcus lentus GENE pre		-	7954.94	0.394	0.959432	0.959432	1075
Staphylococcus aureus GI 33390939		-	7583.18	0.376	0.857143	0.857143	211
Klebsiella pneumoniae GENE tnpA		-	7307.32	0.362	0.943128	0.943128	532
Enterococcus faecium GI 21886752		-	7240.08	0.359	0.762763	0.762763	932
Enterobacter GENE ElrA		-	6795.28	0.337	0.639919	0.639919	2981
Enterobacter GENE cad		-	6702.88	0.332	0.71865	0.71865	1341
Enterococcus faecalis GENE fsrC		-	6215.48	0.308	0.733645	0.733645	1128
Enterococcus faecalis GENE fsrA		-	5985.08	0.297	0.768997	0.768997	625
Enterococcus faecalis GeneID EF0954		-	5850.4	0.29	0.70297	0.70297	779
Proteus mirabilis GENE tnpA		-	5808.55	0.28800000000000003	1	1	78
Staphylococcus aureus GENE blaR1		-	5610.55	0.27799999999999997	0.544233	0.544233	1728
Staphylococcus aureus GENE blaZ		-	5182.4	0.257	0.613391	0.613391	804
Enterobacter GENE tpx		-	5170.78	0.256	0.682848	0.682848	525
Enterobacter GENE ebpA		-	5166.84	0.256	0.566376	0.566376	2535
Enterobacter GENE ebpC		-	4990.24	0.247	0.591304	0.627953	1771
Enterobacter GENE fsrB		-	4816.82	0.23900000000000002	0.491892	0.558422	582
Enterobacter GENE cCF10		-	4753.53	0.23600000000000002	0.647059	0.647059	625
Enterococcus faecalis GeneID EF1817		-	4566.44	0.22599999999999998	0.60989	0.60989	528
Enterobacter GENE cOB1		-	4005.32	0.198	0.545595	0.545595	661
Enterobacter GENE camE		-	3692.82	0.183	0.594118	0.594118	307
Staphylococcus aureus GENE blaI		-	3643.71	0.181	0.587302	0.587302	228
