Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	27894	2.7893999444100457
PF00528	Binding-protein-dependent transport system inner membrane component	10066.1	1.0066099799392687
PF00072	Response regulator receiver domain	5513.29	0.551328989012564
PF07690	Major Facilitator Superfamily	5145.04	0.5145039897464495
PF00664	ABC transporter transmembrane region	4949.69	0.4949689901357625
PF00271	Helicase conserved C-terminal domain	4798.75	0.4798749904365709
PF00440	Bacterial regulatory proteins, tetR family	4559.66	0.4559659909130533
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4350.92	0.43509199132905124
PF01381	Helix-turn-helix	3824.8	0.38247999237755587
PF00270	DEAD/DEAH box helicase	3407.85	0.34078499320849553
PF00486	Transcriptional regulatory protein, C terminal	3350.36	0.3350359933230673
PF07992	Pyridine nucleotide-disulphide oxidoreductase	3339.55	0.33395499334461065
PF00009	Elongation factor Tu GTP binding domain	3205.78	0.3205779936112009
PF00293	NUDIX domain	3127.4	0.31273999376740436
PF00583	Acetyltransferase (GNAT) family	3050.45	0.305044993920758
PF01926	50S ribosome-binding GTPase	2888.49	0.2888489942435281
PF01610	Transposase	2830.3	0.28302999435949494
PF00156	Phosphoribosyl transferase domain	2752.13	0.27521299451528
PF04055	Radical SAM superfamily	2745.07	0.27450699452934985
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	2732.45	0.27324499455450024
PF00512	His Kinase A (phospho-acceptor) domain	2621.15	0.26211499477631006
PF08245	Mur ligase middle domain	2609.9	0.26098999479873014
PF00746	LPXTG cell wall anchor motif	2576.15	0.25761499486599054
PF01546	Peptidase family M20/M25/M40	2561.57	0.256156994895047
PF00501	AMP-binding enzyme	2551.26	0.2551259949155938
PF00665	Integrase core domain	2541.45	0.2541449949351441
PF01479	S4 domain	2517.43	0.25174299498301356
PF00571	CBS domain	2482.37	0.24823699505288466
PF00392	Bacterial regulatory proteins, gntR family	2474	0.24739999506956525
PF00589	Phage integrase family	2382.3	0.2382299952523142
PF00872	Transposase, Mutator family	2303.43	0.2303429954094942
PF00155	Aminotransferase class I and II	2290.03	0.22900299543619906
PF07687	Peptidase dimerisation domain	2273.93	0.22739299546828476
PF00004	ATPase family associated with various cellular activities (AAA)	2227.3	0.2227299955612137
PF00905	Penicillin binding protein transpeptidase domain	2207.46	0.22074599560075286
PF00128	Alpha amylase, catalytic domain	2128.71	0.21287099575769375
PF00497	Bacterial extracellular solute-binding proteins, family 3	2111.48	0.21114799579203136
PF04542	Sigma-70 region 2	2077.31	0.20773099586012875
PF02687	FtsX-like permease family	2003.54	0.200353996007145
PF01032	FecCD transport family	1996.52	0.19965199602113518
PF04851	Type III restriction enzyme, res subunit	1973.03	0.19730299606794838
PF00535	Glycosyl transferase family 2	1954.74	0.19547399610439853
PF00483	Nucleotidyl transferase	1951.63	0.19516299611059645
PF00753	Metallo-beta-lactamase superfamily	1947.37	0.19473699611908618
PF00534	Glycosyl transferases group 1	1918.23	0.1918229961771593
PF13193	AMP-binding enzyme C-terminal domain	1899.41	0.1899409962146657
PF00291	Pyridoxal-phosphate dependent enzyme	1885.08	0.18850799624322395
PF02653	Branched-chain amino acid transport system / permease component	1878.79	0.1878789962557593
PF02875	Mur ligase family, glutamate ligase domain	1867.47	0.18674699627831892
PF00575	S1 RNA binding domain	1844.4	0.18443999632429514
PF01497	Periplasmic binding protein	1843.76	0.18437599632557058
