Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Corynebacterium sp. KPL1856_u_t	1203563	16615.55	21.754	228
Staphylococcus epidermidis IS-K	904791	15344.57	20.09	24
Staphylococcus capitis QN1	1189311	13619.21	17.831	10665
Pasteurella bettyae CCUG 2042	1095749	6978.28	9.136	117019
Staphylococcus aureus	1280	4876.23	6.3839999999999995	124
Streptococcus agalactiae	1311	2929.05	3.8350000000000004	236
Propionibacterium sp. KPL1844_u_t	1203573	2873.07	3.762	19651
Corynebacterium tuberculostearicum SK141	553206	2635.17	3.45	24239
Corynebacterium pseudogenitalium ATCC 33035	525264	2402.27	3.145	25734
Finegoldia magna ATCC 53516	525282	1507.7	1.974	15764
Cutibacterium granulosum DSM 20700	1160719	1389.09	1.8190000000000002	2449
Propionibacteriaceae_u_t	31957	1225.31	1.6039999999999999	95
Staphylococcus lugdunensis VCU148	904352	790.43	1.035	9
Anaerococcus senegalensis JC48	1033733	756.62	0.991	6173
Corynebacterium kroppenstedtii DSM 44385	645127	517.61	0.6779999999999999	12175
Fusobacterium gonidiaformans 3-1-5R	469605	462.76	0.606	1212
Micrococcus luteus	1270	295.69	0.387	459
Peptostreptococcus anaerobius	1261	215.75	0.28200000000000003	1629
Staphylococcus sp. JGI 0001002-I23_u_t	1157683	207.12	0.271	577
Anaerococcus hydrogenalis ACS-025-V-Sch4	879306	204.71	0.268	996
Prevotella bivia	28125	173.05	0.22699999999999998	81
Staphylococcus_u_t	1279	137.13	0.18	237
Peptoniphilus rhinitidis 1-13	875454	113.39	0.148	1063
Anaerococcus_u_t	165779	108.37	0.14200000000000002	297
