Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Actinotignum	1653174	22.669999999999998	890912	928968
Streptococcus	1301	12.86	471081	526975
Falseniella	2862142	7.539999999999999	243144	308973
Corynebacterium	1716	6.9399999999999995	309326	284386
Imtechella	1165076	5.6	330835	229476
Allobacillus	1400133	5.26	252487	215543
Prevotella	838	4.88	286962	199972
Anaerococcus	165779	3.3299999999999996	135726	136456
Propionimicrobium	203133	3.3000000000000003	128099	135227
Peptoniphilus_A	162289	3.0999999999999996	107520	127031
Aerococcus	1375	2.64	102735	108182
Facklamia	66831	2.06	72715	84414
Varibaculum	184869	2.05	85364	84006
Brevibacterium	1696	1.9699999999999998	85685	80726
Peptoniphilus_C	162289	1.9000000000000001	66021	77858
Staphylococcus	1279	1.55	73844	63515
Finegoldia	150022	1.5299999999999998	52451	62696
Ezakiella	1582879	1.33	45016	54501
Vaginimicrobium	2919589	1.25	47986	51222
Gleimia	2692113	0.93	35525	38109
Pseudoglutamicibacter	1742991	0.76	30380	31144
Porphyromonas	836	0.74	30517	30323
Campylobacter_B	194	0.72	22949	29504
Winkia	2692118	0.7	31240	28685
Peptoniphilus_B	162289	0.65	24102	26636
Porphyromonas_A	836	0.6199999999999999	26450	25406
Urinicoccus	2024199	0.53	19989	21718
Fenollaria	1686313	0.5	15569	20488
Helcococcus	31983	0.4699999999999999	14054	19260
Nosocomiicoccus	489909	0.41	11922	16801
Globicatella	13075	0.25	11505	10244
Negativicoccus	909928	0.21	5083	8605
Alterileibacterium	1980680	0.09	2499	3688
Ruminococcus_E	1263	0.08	3252	3278
Peptoniphilus_E	162289	0.08	2559	3278
Leuconostoc	1243	0.06	1833	2459
Enterococcus	1350	0.05	2691	2049
Pauljensenia	2740557	0.05	2095	2049
Mediannikoviicoccus	2967351	0.04	1497	1639
Oligella	90243	0.04	1646	1639
Trueperella	1069494	0.04	1617	1639
Kallipyga	1472763	0.03	1063	1229
Blautia_A	572511	0.02	1309	820
Faecalimonas	2005355	0.02	822	820
Akkermansia	239934	0.02	941	820
Bifidobacterium	1678	0.02	747	820
Mobiluncus	2050	0.02	994	820
Dialister	39948	0.02	409	820
Methanobrevibacter_A	2172	0.02	785	820
Lactococcus	1357	0.01	336	410
Limosilactobacillus	2742598	0.01	276	410
Staphylococcaceae_u_g	90964	0.01	274	410
Ruthenibacterium	1905344	0.01	1196	410
Dorea_A	2005359	0.01	635	410
Agathobacter	1766253	0.01	600	410
Peptococcus	2740	0.01	519	410
