Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	18452.5	1.8452500331037884
PF00528	Binding-protein-dependent transport system inner membrane component	6612.23	0.6612230118623419
PF07690	Major Facilitator Superfamily	6552.94	0.6552940117559756
PF00072	Response regulator receiver domain	6442.02	0.6442020115569851
PF07715	TonB-dependent Receptor Plug Domain	4801.62	0.4801620086141072
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4429.26	0.44292600794609327
PF00593	TonB dependent receptor	4224.59	0.4224590075789153
PF03466	LysR substrate binding domain	3781.5	0.37815000678401167
PF12833	Helix-turn-helix domain	3599.59	0.35995900645766515
PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	3327.3	0.33273000596917685
PF00271	Helicase conserved C-terminal domain	3226.77	0.322677005788826
PF00392	Bacterial regulatory proteins, gntR family	3152.89	0.3152890056562852
PF04542	Sigma-70 region 2	3056.86	0.30568600548400743
PF01381	Helix-turn-helix	2956.99	0.2956990053048406
PF00512	His Kinase A (phospho-acceptor) domain	2790.18	0.27901800500558344
PF07992	Pyridine nucleotide-disulphide oxidoreductase	2719.59	0.271959004878945
PF00155	Aminotransferase class I and II	2680.89	0.26808900480951714
PF00664	ABC transporter transmembrane region	2670.97	0.26709700479172066
PF00486	Transcriptional regulatory protein, C terminal	2660.59	0.26605900477309896
PF00196	Bacterial regulatory proteins, luxR family	2574.82	0.2574820046192276
PF00583	Acetyltransferase (GNAT) family	2552.78	0.2552780045796878
PF08281	Sigma-70, region 4	2543.3	0.25433000456268073
PF00294	pfkB family carbohydrate kinase	2541.77	0.25417700455993586
PF00440	Bacterial regulatory proteins, tetR family	2537.95	0.25379500455308274
PF00171	Aldehyde dehydrogenase family	2496.16	0.2496160044781115
PF00270	DEAD/DEAH box helicase	2469.77	0.2469770044307678
PF00571	CBS domain	2467.72	0.24677200442709013
PF04055	Radical SAM superfamily	2455.79	0.24557900440568772
PF02653	Branched-chain amino acid transport system / permease component	2361	0.23610000423563443
PF00535	Glycosyl transferase family 2	2231.96	0.22319600400413667
PF01926	50S ribosome-binding GTPase	2151.58	0.21515800385993492
PF00589	Phage integrase family	2127.91	0.21279100381747093
PF00696	Amino acid kinase family	2043.09	0.20430900366530383
PF00419	Fimbrial protein	2037.1	0.20371000365455777
PF07980	SusD family	2024.27	0.20242700363154076
PF00884	Sulfatase	1954.07	0.19540700350560192
PF00106	short chain dehydrogenase	1935.2	0.19352000347174916
PF14322	Starch-binding associating with outer membrane	1925.72	0.19257200345474204
PF00873	AcrB/AcrD/AcrF family	1913.22	0.19132200343231703
PF00009	Elongation factor Tu GTP binding domain	1912.32	0.19123200343070243
PF00356	Bacterial regulatory proteins, lacI family	1883.86	0.18838600337964517
PF01380	SIS domain	1845.42	0.18454200331068385
PF00248	Aldo/keto reductase family	1774.38	0.17743800318323805
PF01979	Amidohydrolase family	1756.84	0.1756840031517713
PF00501	AMP-binding enzyme	1746.57	0.1746570031333469
PF00665	Integrase core domain	1745.73	0.17457300313183996
PF00892	EamA-like transporter family	1738.61	0.17386100311906666
PF00132	Bacterial transferase hexapeptide (six repeats)	1730.4	0.17304000310433795
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	1716.93	0.17169300308017274
PF01609	Transposase DDE domain	1699.8	0.16998000304944152
PF00107	Zinc-binding dehydrogenase	1694.51	0.16945100303995125
PF00860	Permease family	1693.72	0.169372003038534
PF00128	Alpha amylase, catalytic domain	1693.38	0.16933800303792407
PF00293	NUDIX domain	1690.85	0.1690850030333852
PF01479	S4 domain	1690.77	0.1690770030332417
PF00324	Amino acid permease	1649.93	0.16499300295997474
PF00291	Pyridoxal-phosphate dependent enzyme	1635.55	0.16355500293417702
PF00004	ATPase family associated with various cellular activities (AAA)	1614.05	0.161405002895606
PF01546	Peptidase family M20/M25/M40	1602.68	0.16026800287520823
PF01032	FecCD transport family	1601.83	0.1601830028736833
PF08240	Alcohol dehydrogenase GroES-like domain	1596.88	0.15968800286480303
PF00149	Calcineurin-like phosphoesterase	1590.7	0.1590700028537161
PF00156	Phosphoribosyl transferase domain	1590.08	0.1590080028526038
