Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Pseudomonas sp. 1-7	633150	9721.96	15.401000000000002	298632
Aerococcus viridans	1377	8135.56	12.888	109415
Micrococcus luteus	1270	6828.52	10.818	8341
Acinetobacter lwoffii	28090	4125.17	6.535	3856
Acinetobacter sp. CIP 101966	1144662	3973.03	6.294	3277
Acinetobacter idrijaensis	1507807	2583.08	4.092	3612
Pseudomonas alcaliphila	101564	2278.15	3.6089999999999995	18640
Pseudomonas mendocina	300	2074.6	3.2870000000000004	11133
Acinetobacter johnsonii	40214	1785.08	2.828	6610
Pseudomonas aeruginosa	287	1784.65	2.827	525
Corynebacterium pseudogenitalium	38303	1658.73	2.628	11813
Corynebacterium tuberculostearicum	38304	1609.07	2.549	9649
Acinetobacter towneri	202956	1388.99	2.1999999999999997	59
Staphylococcus_u_s	1279	1308.21	2.072	84
Staphylococcus capitis	29388	1063.12	1.6840000000000002	283
Acinetobacter schindleri	108981	1047.66	1.66	2868
Jeotgalicoccus psychrophilus	157228	853.22	1.352	14430
Aerococcus urinaeequi	51665	764.92	1.212	7717
Aeromonas caviae	648	762.17	1.207	1145
Aeromonas sp. HZM	1454008	758.77	1.202	434
Staphylococcus equorum	246432	608.32	0.964	1969
Acinetobacter calcoaceticus/baumannii complex	909768	519.95	0.8240000000000001	20
Staphylococcus sp. AL1	861530	435.46	0.69	584
Staphylococcus haemolyticus	1283	426.34	0.675	325
Enterococcus faecium	1352	379.95	0.602	31
Corynebacterium massiliense	441501	318.45	0.504	6375
Propionibacteriaceae_u_s	31957	301.79	0.47800000000000004	52
Acinetobacter_u_s	469	295.29	0.468	84
Jeotgalicoccus marinus	516700	293.65	0.46499999999999997	4966
Acinetobacter junii	40215	250.7	0.39699999999999996	125
Empedobacter falsenii	343874	250.68	0.39699999999999996	4909
Rothia mucilaginosa	43675	247.04	0.391	994
Acinetobacter pittii	48296	244.46	0.387	112
Streptococcus_u_s	1301	213.36	0.338	31
Corynebacterium jeikeium	38289	200.63	0.318	55
Comamonas aquatica	225991	177.38	0.281	1936
Staphylococcus lentus	42858	174.6	0.27699999999999997	3274
Staphylococcus aureus	1280	155.63	0.247	70
Staphylococcus cohnii	29382	155.21	0.246	287
Staphylococcus xylosus	1288	147.65	0.234	850
Anaerococcus prevotii	33034	141.56	0.22399999999999998	21
Pseudomonas stutzeri	316	132.65	0.21	59
Streptococcus salivarius	1304	132.8	0.21	463
Veillonella_u_s	29465	132.57	0.21	126
Corynebacterium pyruviciproducens	598660	126.44	0.2	2896
Actinomyces neuii	33007	123.68	0.196	2563
Kocuria rhizophila	72000	113.88	0.18	1095
Staphylococcus lugdunensis	28035	113.09	0.179	788
Acinetobacter baumannii	470	112.03	0.17700000000000002	1480
Brevibacterium ravenspurgense	479117	105.22	0.167	2530
Staphylococcus pettenkoferi	170573	102.23	0.16199999999999998	2329
Klebsiella_u_s	570	100.75	0.16	341
Leclercia adecarboxylata	83655	96.93	0.154	2437
Finegoldia magna	1260	95.86	0.152	890
Halomonas_u_s	2745	94	0.149	16
Anaerococcus_u_s	165779	91.84	0.145	40
Clostridium perfringens	1502	90.33	0.14300000000000002	317
Brevundimonas_u_s	41275	88.1	0.13999999999999999	26
Staphylococcus massiliensis	555791	86.66	0.13699999999999998	36
Shewanella_u_s	22	85.97	0.136	919
Corynebacterium variabile	1727	85.04	0.135	2017
Peptoniphilus_u_s	162289	83.89	0.133	178
Acinetobacter ursingii	108980	83.37	0.132	25
Pseudomonas bauzanensis	653930	83.23	0.132	3291
Acinetobacter haemolyticus	29430	82.42	0.131	41
Exiguobacterium_u_s	33986	82.23	0.13	931
Neisseria_u_s	482	79.68	0.126	32
Peptoniphilus harei	54005	76.94	0.122	827
