GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	115484	11.594387643270466
GO:0005524	Molecular_Functions	ATP binding	55818.1	5.604037692761206
GO:0003677	Molecular_Functions	DNA binding	50893.2	5.109586515937207
GO:0005737	Cellular_Components	cytoplasm	40765	4.0927332987939495
GO:0006412	Biological_Processes	translation	18569.7	1.8643647623847421
GO:0046872	Molecular_Functions	metal ion binding	17925.9	1.7997283905519559
GO:0005886	Cellular_Components	plasma membrane	17901.4	1.7972686342457993
GO:0003735	Molecular_Functions	structural constituent of ribosome	17067.5	1.7135465614415732
GO:0005840	Cellular_Components	ribosome	14322.8	1.4379835764004902
GO:0016787	Molecular_Functions	hydrolase activity	12685.7	1.2736216560409768
GO:0016887	Molecular_Functions	ATPase activity	11179	1.1223516631232078
GO:0019843	Molecular_Functions	rRNA binding	10685.3	1.0727850635987488
GO:0016740	Molecular_Functions	transferase activity	9746.63	0.9785442696436667
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	9562.79	0.9600870615080044
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	8805.86	0.8840926394337714
GO:0003723	Molecular_Functions	RNA binding	8630.81	0.8665179316218278
GO:0015074	Biological_Processes	DNA integration	7921.92	0.7953466398719923
GO:0055085	Biological_Processes	transmembrane transport	7885.93	0.7917333080573574
GO:0005975	Biological_Processes	carbohydrate metabolic process	7715.78	0.774650551506645
GO:0006313	Biological_Processes	transposition, DNA-mediated	7645.18	0.7675624374162524
GO:0004803	Molecular_Functions	transposase activity	7397.16	0.7426616717406268
GO:0008270	Molecular_Functions	zinc ion binding	7317.72	0.7346860374156866
GO:0003676	Molecular_Functions	nucleic acid binding	7201.52	0.7230197646493465
GO:0006310	Biological_Processes	DNA recombination	7095.21	0.7123464302449607
GO:0000287	Molecular_Functions	magnesium ion binding	6946.72	0.6974382990653234
GO:0043565	Molecular_Functions	sequence-specific DNA binding	6464.61	0.649035314871001
GO:0005525	Molecular_Functions	GTP binding	6182.5	0.6207119739922383
GO:0016301	Molecular_Functions	kinase activity	6049.05	0.6073138319899312
GO:0003824	Molecular_Functions	catalytic activity	5879.71	0.5903123979946467
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	5442.61	0.5464283375284911
GO:0006281	Biological_Processes	DNA repair	5380.33	0.5401755366000258
GO:0006260	Biological_Processes	DNA replication	5281.24	0.5302270773193318
GO:0016491	Molecular_Functions	oxidoreductase activity	5272.87	0.5293867442465756
GO:0051301	Biological_Processes	cell division	5038.2	0.5058262947622637
GO:0000049	Molecular_Functions	tRNA binding	4521.57	0.45395756413167565
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	4446.77	0.44644777753165643
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	4200.54	0.42172672466370514
GO:0008168	Molecular_Functions	methyltransferase activity	3941.94	0.3957637458566864
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	3508.36	0.35223308711288465
GO:0022857	Molecular_Functions	transmembrane transporter activity	3258.5	0.32714758871875593
GO:0005623	Cellular_Components	cell	3212.27	0.3225061791663643
GO:0008360	Biological_Processes	regulation of cell shape	3200.1	0.32128433287061253
GO:0003924	Molecular_Functions	GTPase activity	3181.06	0.31937275082697125
GO:0016020	Cellular_Components	membrane	2948.09	0.2959829783108415
GO:0009058	Biological_Processes	biosynthetic process	2930.86	0.2942531170392061
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	2897.9	0.29094399182080183
GO:0071555	Biological_Processes	cell wall organization	2862.08	0.2873477277029851
GO:0004519	Molecular_Functions	endonuclease activity	2815.83	0.28270431018626196
GO:0000160	Biological_Processes	phosphorelay signal transduction system	2807.13	0.2818308457020351
GO:0007049	Biological_Processes	cell cycle	2794.31	0.28054374056550774
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	2714.06	0.2724867836851394
GO:0009055	Molecular_Functions	electron transfer activity	2693.31	0.2704035206911501
GO:0045454	Biological_Processes	cell redox homeostasis	2676.16	0.26868169127684083
GO:0016829	Molecular_Functions	lyase activity	2647.84	0.2658384137833576
GO:0006265	Biological_Processes	DNA topological change	2625.19	0.2635643941778705
GO:0000150	Molecular_Functions	recombinase activity	2470.6	0.2480438338771086
GO:0000166	Molecular_Functions	nucleotide binding	2455.22	0.24649970930614207
GO:0004386	Molecular_Functions	helicase activity	2334.72	0.23440172420851735
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	2319.19	0.23284253990506418
GO:0004222	Molecular_Functions	metalloendopeptidase activity	2315.65	0.23248713021837875
GO:0003746	Molecular_Functions	translation elongation factor activity	2309.57	0.23187670906158575
GO:0008233	Molecular_Functions	peptidase activity	2289.33	0.2298446491580511
GO:0005887	Cellular_Components	integral component of plasma membrane	2281.07	0.2290153598891185
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	2274.74	0.22837983917818103
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2254.46	0.22634376334598327
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	2241.32	0.225024530780151
GO:0006457	Biological_Processes	protein folding	2220.43	0.22292721203584076
GO:0015935	Cellular_Components	small ribosomal subunit	2178.04	0.21867133163510794
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	2063.9	0.20721187919491801
GO:0006096	Biological_Processes	glycolytic process	2035.27	0.20433747825429563
GO:0016853	Molecular_Functions	isomerase activity	2031.64	0.20397303272811826
GO:0003697	Molecular_Functions	single-stranded DNA binding	1993.57	0.20015087262300144
GO:0032196	Biological_Processes	transposition	1977.7	0.19855755292591182
GO:0006351	Biological_Processes	transcription, DNA-templated	1958.18	0.1965977797383132
GO:0051287	Molecular_Functions	NAD binding	1911.16	0.19187705559482512
GO:0046933	Molecular_Functions	proton-transporting ATP synthase activity, rotational mechanism	1904.43	0.19120137559725653
GO:0015934	Cellular_Components	large ribosomal subunit	1864.75	0.18721757436344946
GO:0006189	Biological_Processes	'de novo' IMP biosynthetic process	1830.31	0.18375985978451012
GO:0009116	Biological_Processes	nucleoside metabolic process	1817.72	0.18249584623779563
GO:0016874	Molecular_Functions	ligase activity	1714.04	0.1720865591430095
GO:0006352	Biological_Processes	DNA-templated transcription, initiation	1709.83	0.17166388265121696
GO:0103111	Molecular_Functions	D-glucosamine PTS permease activity	1685.3	0.16920111439856356
GO:0005506	Molecular_Functions	iron ion binding	1665.9	0.1672533889969543
GO:0006364	Biological_Processes	rRNA processing	1648.36	0.16549240427817968
GO:0006094	Biological_Processes	gluconeogenesis	1626.54	0.16330171519245212
GO:0009432	Biological_Processes	SOS response	1618.56	0.16250053742416132
GO:0046983	Molecular_Functions	protein dimerization activity	1584.16	0.15904683877388504
GO:0051082	Molecular_Functions	unfolded protein binding	1566.57	0.15728083414428157
GO:0006541	Biological_Processes	glutamine metabolic process	1549.52	0.15556904455163012
GO:0006633	Biological_Processes	fatty acid biosynthetic process	1513.57	0.15195972866565824
GO:0003917	Molecular_Functions	DNA topoisomerase type I (single strand cut, ATP-independent) activity	1476.22	0.1482098552764775
GO:0050661	Molecular_Functions	NADP binding	1443.22	0.14489671412941013
GO:0006396	Biological_Processes	RNA processing	1398.31	0.14038783022290122
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	1387.16	0.13926839010805878
GO:0016987	Molecular_Functions	sigma factor activity	1377.21	0.13826942785310967
GO:0051536	Molecular_Functions	iron-sulfur cluster binding	1375.52	0.1380997548670932
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	1366.94	0.1372383381688557
GO:0009279	Cellular_Components	cell outer membrane	1365.12	0.13705561341468409
GO:0003743	Molecular_Functions	translation initiation factor activity	1358.73	0.13641406881075196
GO:0008236	Molecular_Functions	serine-type peptidase activity	1348.68	0.1354050667341451
GO:0008324	Molecular_Functions	cation transmembrane transporter activity	1308.76	0.13139716992835937
GO:0016746	Molecular_Functions	transferase activity, transferring acyl groups	1270.92	0.12759810141305547
GO:0015986	Biological_Processes	ATP synthesis coupled proton transport	1265.48	0.12705193511487226
GO:0004518	Molecular_Functions	nuclease activity	1256.8	0.12618047859497697
GO:0045892	Biological_Processes	negative regulation of transcription, DNA-templated	1227.26	0.1232147152772688
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1216.48	0.12213242250256014
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	1214.22	0.12190552253309433
GO:0003684	Molecular_Functions	damaged DNA binding	1187.21	0.11919376670332799
GO:0097367	Molecular_Functions	carbohydrate derivative binding	1176.06	0.11807432658848553
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	1167.26	0.11719082228260091
GO:0008483	Molecular_Functions	transaminase activity	1159.14	0.1163755887639892
GO:0009073	Biological_Processes	aromatic amino acid family biosynthetic process	1154.59	0.1159187768785602
GO:0003755	Molecular_Functions	peptidyl-prolyl cis-trans isomerase activity	1143.22	0.11477724915607064
GO:0015297	Molecular_Functions	antiporter activity	1131.52	0.1136025900221104
GO:0008237	Molecular_Functions	metallopeptidase activity	1130.31	0.11348110818005125
GO:0010181	Molecular_Functions	FMN binding	1091.97	0.10963184055645847
GO:0002161	Molecular_Functions	aminoacyl-tRNA editing activity	1082.34	0.10866500573081427
GO:0001522	Biological_Processes	pseudouridine synthesis	1065.41	0.10696526392415216
GO:0004527	Molecular_Functions	exonuclease activity	1057.16	0.10613697863738532
GO:0044205	Biological_Processes	'de novo' UMP biosynthetic process	1054.68	0.10588799106027236
GO:0005215	Molecular_Functions	transporter activity	1050.66	0.10548439022962962
GO:0006353	Biological_Processes	DNA-templated transcription, termination	1025.64	0.1029724268508531
GO:0009982	Molecular_Functions	pseudouridine synthase activity	1008.49	0.10125059743654387
GO:0043022	Molecular_Functions	ribosome binding	1008.47	0.1012485894722123
GO:0004177	Molecular_Functions	aminopeptidase activity	996.392	0.10003597981238567
GO:0016114	Biological_Processes	terpenoid biosynthetic process	992.858	0.09968117251499971
GO:0009089	Biological_Processes	lysine biosynthetic process via diaminopimelate	982.836	0.09867498158845703
GO:0015035	Molecular_Functions	protein disulfide oxidoreductase activity	982.424	0.09863361752322697
GO:1901135	Biological_Processes	carbohydrate derivative metabolic process	981.101	0.09850079068269453
GO:0030001	Biological_Processes	metal ion transport	965.776	0.09696218801363977
GO:0030246	Molecular_Functions	carbohydrate binding	961.619	0.09654483262732588
GO:0006261	Biological_Processes	DNA-dependent DNA replication	959.851	0.09636732858041633
GO:0009360	Cellular_Components	DNA polymerase III complex	955.231	0.0959034888198269
GO:0009291	Biological_Processes	unidirectional conjugation	945.05	0.09488133457684833
GO:0009423	Biological_Processes	chorismate biosynthetic process	941.673	0.0945422897994651
GO:0046873	Molecular_Functions	metal ion transmembrane transporter activity	930.123	0.09338269039799155
GO:0005694	Cellular_Components	chromosome	927.641	0.09313350202444544
GO:0008658	Molecular_Functions	penicillin binding	926.5	0.09301894765933016
GO:0031564	Biological_Processes	transcription antitermination	923.313	0.09269897854309672
GO:0004521	Molecular_Functions	endoribonuclease activity	911.685	0.09153154808073008
GO:0008033	Biological_Processes	tRNA processing	909.568	0.09131900505623489
GO:0008173	Molecular_Functions	RNA methyltransferase activity	906.973	0.0910584716842155
GO:0008654	Biological_Processes	phospholipid biosynthetic process	906.095	0.0909703220500602
GO:0009435	Biological_Processes	NAD biosynthetic process	883.963	0.08874830872076037
GO:0008170	Molecular_Functions	N-methyltransferase activity	866.949	0.0870401334639057
GO:0006207	Biological_Processes	'de novo' pyrimidine nucleobase biosynthetic process	860.909	0.0864337282357758
GO:0006605	Biological_Processes	protein targeting	856.865	0.08602771784793518
GO:0042274	Biological_Processes	ribosomal small subunit biogenesis	850.173	0.08535585298259656
GO:0006526	Biological_Processes	arginine biosynthetic process	831.589	0.08349005252571476
GO:0006099	Biological_Processes	tricarboxylic acid cycle	828.534	0.08318333597406959
GO:0019288	Biological_Processes	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	827.972	0.08312691217635286
GO:0006298	Biological_Processes	mismatch repair	827.066	0.08303595139213338
GO:0045261	Cellular_Components	proton-transporting ATP synthase complex, catalytic core F(1)	815.594	0.08188418305155289
GO:0016788	Molecular_Functions	hydrolase activity, acting on ester bonds	811.21	0.0814440372700758
GO:0016779	Molecular_Functions	nucleotidyltransferase activity	810.828	0.08140568515134308
GO:0006400	Biological_Processes	tRNA modification	804.573	0.08077769430664895
GO:0006098	Biological_Processes	pentose-phosphate shunt	791.774	0.07949269753266971
GO:0005315	Molecular_Functions	inorganic phosphate transmembrane transporter activity	777.914	0.07810117825090143
GO:0006814	Biological_Processes	sodium ion transport	768.701	0.07717620948157018
GO:0016747	Molecular_Functions	transferase activity, transferring acyl groups other than amino-acyl groups	767.416	0.07704719777326771
GO:0006813	Biological_Processes	potassium ion transport	760.9	0.07639300299404676
GO:0030983	Molecular_Functions	mismatched DNA binding	756.843	0.07598568742939063
GO:0006284	Biological_Processes	base-excision repair	740.097	0.07430441889457882
GO:0006520	Biological_Processes	cellular amino acid metabolic process	736.845	0.07397792389426783
GO:0004748	Molecular_Functions	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	731.941	0.0734855710401703
GO:0042777	Biological_Processes	plasma membrane ATP synthesis coupled proton transport	712.067	0.07149025688390315
GO:0015937	Biological_Processes	coenzyme A biosynthetic process	711.727	0.07145612149026669
GO:0003964	Molecular_Functions	RNA-directed DNA polymerase activity	700.969	0.07037603747632273
GO:0006270	Biological_Processes	DNA replication initiation	700.529	0.0703318622610285
GO:0006402	Biological_Processes	mRNA catabolic process	692.346	0.06951030365477238
GO:0006289	Biological_Processes	nucleotide-excision repair	683.873	0.0686596295657087
GO:0002949	Biological_Processes	tRNA threonylcarbamoyladenosine modification	680.065	0.06827731315698045
GO:0015031	Biological_Processes	protein transport	679.737	0.06824438254194291
GO:0030976	Molecular_Functions	thiamine pyrophosphate binding	676.488	0.06791818873628165
GO:0008484	Molecular_Functions	sulfuric ester hydrolase activity	675.733	0.06784238808276541
GO:0006979	Biological_Processes	response to oxidative stress	669.027	0.06716911764239471
GO:0065002	Biological_Processes	intracellular protein transmembrane transport	667.531	0.06701892191039431
GO:0006012	Biological_Processes	galactose metabolic process	665.741	0.06683920910272005
GO:0008897	Molecular_Functions	holo-acyl-carrier-protein synthase activity	663.33	0.06659714900255098
GO:0015450	Molecular_Functions	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	656.54	0.06591544511198773
GO:0004826	Molecular_Functions	phenylalanine-tRNA ligase activity	655.124	0.06577328123731357
GO:0009088	Biological_Processes	threonine biosynthetic process	651.938	0.0654534125192967
GO:0009086	Biological_Processes	methionine biosynthetic process	645.569	0.0648139762779127
GO:0000917	Biological_Processes	division septum assembly	642.502	0.0645060549476686
GO:0009229	Biological_Processes	thiamine diphosphate biosynthetic process	630.311	0.06328210028936866
GO:0008137	Molecular_Functions	NADH dehydrogenase (ubiquinone) activity	623.819	0.06263031506734558
GO:0016805	Molecular_Functions	dipeptidase activity	622.637	0.06251164437535063
GO:0009228	Biological_Processes	thiamine biosynthetic process	615.217	0.06176668960834337
GO:0007155	Biological_Processes	cell adhesion	612.666	0.061510573757853404
GO:0046914	Molecular_Functions	transition metal ion binding	609.857	0.06122855516748636
GO:0009097	Biological_Processes	isoleucine biosynthetic process	607.962	0.06103830054707144
GO:0032549	Molecular_Functions	ribonucleoside binding	607.714	0.061013401789360155
GO:0005576	Cellular_Components	extracellular region	606.306	0.060872041100418606
GO:0035999	Biological_Processes	tetrahydrofolate interconversion	603.053	0.06054544570189103
GO:0043093	Biological_Processes	FtsZ-dependent cytokinesis	597.905	0.06002859568294852
GO:0009231	Biological_Processes	riboflavin biosynthetic process	592.567	0.05949267000285624
GO:0016226	Biological_Processes	iron-sulfur cluster assembly	592.411	0.05947700788107009
GO:0009253	Biological_Processes	peptidoglycan catabolic process	589.107	0.059145292173497045
GO:0050662	Molecular_Functions	coenzyme binding	587.079	0.05894168459027728
GO:0051920	Molecular_Functions	peroxiredoxin activity	583.986	0.05863115290640215
GO:0009306	Biological_Processes	protein secretion	583.055	0.05853768216676821
GO:1990077	Cellular_Components	primosome complex	571.334	0.05736091467025984
GO:0005978	Biological_Processes	glycogen biosynthetic process	570.878	0.05731513308350038
GO:0009307	Biological_Processes	DNA restriction-modification system	569.725	0.05719937393978616
GO:0000179	Molecular_Functions	rRNA (adenine-N6,N6-)-dimethyltransferase activity	569.577	0.05718451500373265
GO:0008616	Biological_Processes	queuosine biosynthetic process	566.931	0.056918861322667796
GO:0042254	Biological_Processes	ribosome biogenesis	566.378	0.05686334110890028
GO:0032784	Biological_Processes	regulation of DNA-templated transcription, elongation	566.374	0.05686293951603397
GO:0006817	Biological_Processes	phosphate ion transport	566.261	0.05685159451756067
GO:0044208	Biological_Processes	'de novo' AMP biosynthetic process	564.948	0.05671977165919403
GO:0009380	Cellular_Components	excinuclease repair complex	563.201	0.05654437597483261
GO:0000105	Biological_Processes	histidine biosynthetic process	561.875	0.056411247939650445
GO:0006397	Biological_Processes	mRNA processing	559.691	0.05619197823464454
GO:0003951	Molecular_Functions	NAD+ kinase activity	556.617	0.05588335411688438
GO:0006308	Biological_Processes	DNA catabolic process	554.473	0.05566810034054158
GO:0008855	Molecular_Functions	exodeoxyribonuclease VII activity	554.473	0.05566810034054158
GO:0009318	Cellular_Components	exodeoxyribonuclease VII complex	554.473	0.05566810034054158
GO:0045263	Cellular_Components	proton-transporting ATP synthase complex, coupling factor F(o)	553.769	0.05559741999607081
GO:0009378	Molecular_Functions	four-way junction helicase activity	551.418	0.055361383788896414
GO:0006166	Biological_Processes	purine ribonucleoside salvage	551.186	0.05533809140265037
GO:0043952	Biological_Processes	protein transport by the Sec complex	537.13	0.05392689407043283
GO:0016755	Molecular_Functions	transferase activity, transferring amino-acyl groups	536.819	0.05389567022507712
GO:0044038	Biological_Processes	cell wall macromolecule biosynthetic process	536.819	0.05389567022507712
GO:0003896	Molecular_Functions	DNA primase activity	534.56	0.05366887065382789
GO:0071705	Biological_Processes	nitrogen compound transport	533.394	0.05355180633329818
GO:0006306	Biological_Processes	DNA methylation	531.412	0.05335281706804098
GO:0019877	Biological_Processes	diaminopimelate biosynthetic process	530.14	0.053225110536554016
GO:0008299	Biological_Processes	isoprenoid biosynthetic process	529.175	0.053128226257556435
GO:0005727	Cellular_Components	extrachromosomal circular DNA	527.671	0.052977227339823435
GO:0055114	Biological_Processes	oxidation-reduction process	523.193	0.05252764412598805
GO:0015293	Molecular_Functions	symporter activity	522.738	0.052481962937445156
