Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis	1282	65085.76	88.655	864
Staphylococcus warneri	1292	1248.37	1.7000000000000002	246
Enhydrobacter aerosaccus	225324	915.61	1.247	8700
Micrococcus luteus	1270	897.92	1.2229999999999999	766
Propionibacteriaceae_u_s	31957	688.51	0.938	78
Acinetobacter lwoffii	28090	568.99	0.775	400
Acinetobacter sp. CIP 101966	1144662	559.46	0.762	334
Paenibacillus sophorae	1333845	517.64	0.705	5846
Staphylococcus capitis	29388	316.57	0.43099999999999994	148
Staphylococcus_u_s	1279	297.45	0.40499999999999997	801
Bacillus thermoamylovorans	35841	271.61	0.37	207
Aerococcus viridans	1377	255.08	0.347	2264
Acinetobacter johnsonii	40214	248.73	0.33899999999999997	935
Rothia mucilaginosa	43675	242.37	0.33	1013
Haemophilus parahaemolyticus	735	195.88	0.267	605
Streptococcus sanguinis	1305	183.41	0.25	6
Staphylococcus sp. MDS7B	1209359	162.47	0.22100000000000003	529
Streptococcus_u_s	1301	130.98	0.178	15
Acinetobacter_u_s	469	121.58	0.166	368
Brevundimonas_u_s	41275	121.08	0.165	39
[Propionibacterium] namnetense	1574624	115.37	0.157	2606
Kocuria_u_s	57493	109.01	0.148	13
Staphylococcus hominis	1290	82.28	0.11199999999999999	32
Streptococcus mitis	28037	78.53	0.107	593
