Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Pseudomonadales	72274	9574.619999999999	22.409000000000002	53221
Corynebacteriales	85007	8610.710000000001	20.153000000000002	40178
Propionibacteriales	85009	6970.379999999999	16.313	321
Micrococcales	85006	6818.249999999999	15.957	19286
Bacillales	1385	6012.49	14.072999999999999	19101
Lactobacillales	186826	1418.8899999999999	3.321	3395
Rhodospirillales	204441	1390.22	3.254	15857
Rhodobacterales	204455	366.28	0.858	6026
Aeromonadales	135624	361.39	0.8460000000000001	24
Enterobacterales	91347	301.77	0.706	3100
Tissierellales	1737405	263.57	0.617	232
Veillonellales	1843489	140.65	0.329	20
Bacteroidales	171549	133.48	0.312	2794
Actinomycetales	2037	106.41	0.249	2510
Neisseriales	206351	95.38	0.22300000000000003	70
Xanthomonadales	135614	87.98	0.20600000000000002	99
Caulobacterales	204458	76.49	0.179	35
