Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Propionibacteriales	85009	777740.1799999999	74.82499999999999	431298
Bacillales	1385	140207.43000000002	13.489999999999998	43601
Tissierellales	1737405	48054.31999999999	4.623999999999999	904872
Micrococcales	85006	20364.92	1.96	241802
Corynebacteriales	85007	17750.510000000002	1.7049999999999998	132353
Lactobacillales	186826	5524.9800000000005	0.5310000000000001	19877
Synergistales	649776	5454.76	0.525	1330
Veillonellales	1843489	4511.49	0.43400000000000005	32886
Pseudomonadales	72274	4210.68	0.405	8438
Bacteroidales	171549	3616.6200000000003	0.347	34950
Clostridiales	186802	2521.13	0.242	8718
Tissierellia_u_o	1737404	2487.19	0.23900000000000005	23373
Campylobacterales	213849	2277.44	0.219	15739
Actinomycetales	2037	2087.63	0.201	31906
Rhizobiales	356	965.96	0.093	19848
Bifidobacteriales	85004	626.1600000000001	0.06	3015
Rhodobacterales	204455	477.06	0.046	9103
Enterobacterales	91347	200.75	0.020000000000000004	396
Coriobacteriales	84999	146.09	0.013999999999999999	2431
Pseudonocardiales	85010	100.46	0.01	5047
Flavobacteriales	200644	91.06	0.009000000000000001	71
