Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Propionibacterium acnes HL087PA2	765082	362158.37	34.842	8831
Propionibacterium sp. 5_U_42AFAA_u_t	450748	361005.48	34.732	41339
Staphylococcus epidermidis AU12-03	1220510	114938.53	11.058	7552
Cutibacterium granulosum DSM 20700	1160719	44774.87	4.308	358920
Peptoniphilus rhinitidis 1-13	875454	35148.38	3.382	700038
Micrococcus luteus NCTC 2665	465515	14737.14	1.418	120952
Staphylococcus aureus	1280	13479.87	1.2970000000000002	10104
Staphylococcus sp. JGI 0001002-I23_u_t	1157683	6464.02	0.622	2356
Cutibacterium avidum ATCC 25577	997355	6444.12	0.62	6143
Anaerococcus provencensis	938293	6395.64	0.615	129834
Corynebacterium sp. KPL1824_u_t	1203561	5019.79	0.483	6196
Corynebacterium accolens ATCC 49725	525260	4452.13	0.428	8013
Negativicoccus succinicivorans DORA_17_25	1403945	4334.34	0.41700000000000004	31373
Staphylococcus capitis QN1	1189311	3935.6	0.379	17368
Jonquetella anthropi DSM 22815	885272	2781	0.268	673
Jonquetella sp. BV3C21_u_t	1111126	2673.76	0.257	657
Nesterenkonia massiliensis	1232429	2565.98	0.247	56446
Finegoldia magna ATCC 53516	525282	2542.05	0.245	29040
Tissierellia bacterium S5-A11_u_t	1230730	2309.28	0.22200000000000003	21222
Campylobacter ureolyticus	827	2277.44	0.219	15739
Acinetobacter haemolyticus NIPH 261	1217986	2196.16	0.211	2897
Clostridioides difficile T6	1215074	2173.01	0.209	5231
Corynebacterium tuscaniense DNF00037	1401064	2119.48	0.20400000000000001	44037
Acinetobacter_u_t	469	1754.14	0.169	1448
Corynebacterium pseudogenitalium ATCC 33035	525264	1615.34	0.155	10832
Peptoniphilus harei ACS-146-V-Sch2b	908338	1595.97	0.154	15462
Corynebacterium tuberculostearicum SK141	553206	1594.63	0.153	9064
Prevotella buccalis ATCC 35310	679190	1250.11	0.12	19252
Propionimicrobium sp. BV2F7_u_t	1111131	1193.98	0.11499999999999999	2927
Facklamia hominis CCUG 36813	883111	1120.22	0.108	5290
Streptococcus mutans 21	857112	1115.43	0.107	62
Propionibacterium_u_t	1743	1083.5	0.104	1401
Pseudoglutamicibacter albus DNF00011	1401063	966.55	0.093	19628
Ochrobactrum rhizosphaerae SJY1	1437448	873.32	0.084	19822
Facklamia ignava CCUG 37419	883112	724.78	0.06999999999999999	9504
Propionimicrobium lymphophilum ACS-093-V-SCH5	883161	714.1	0.06899999999999999	2482
Actinomyces sp. S4-C9_u_t	1219581	714.47	0.06899999999999999	11310
Corynebacterium jeikeium	38289	669.99	0.064	7311
Staphylococcus hominis subsp. hominis ZBW5	1185421	569.26	0.055	103
Corynebacterium aurimucosum ATCC 700975	548476	563.46	0.054	13312
Prevotella timonensis 4401737 = DSM 22865 = JCM 15640	1122992	548.72	0.053	5467
Kocuria palustris PEL	1236550	509.54	0.049	20091
Porphyromonas bennonis DSM 23058 = JCM 16335	1122971	488.69	0.047	7539
Prevotella disiens JCM 6334 = ATCC 29426	1235811	470.85	0.045	1459
Staphylococcus haemolyticus DNF00585	1401071	453.73	0.044000000000000004	2186
Lactobacillus crispatus	47770	451.05	0.043	33
Porphyromonas_u_t	836	447.46	0.043	13
Corynebacterium massiliense DSM 45435	1121364	440.82	0.042	8748
Lactobacillus gasseri K7	1334627	437.47	0.042	415
Gardnerella vaginalis 00703Bmash	698958	429.55	0.041	194
Brevibacterium ravenspurgense 5401308 = CCUG 53855	1176165	416.75	0.04	9289
Corynebacterium kroppenstedtii DSM 44385	645127	406.05	0.039	8940
Peptoniphilus grossensis ph5	1118057	409.39	0.039	8039
Helcococcus_u_t	31983	400.27	0.039	30
Haematobacter massiliensis	195105	400.69	0.039	8861
Prevotella sp. BV3P1_u_t	1111130	314.73	0.03	420
Actinomyces europaeus ACS-120-V-Col10b	883069	301.55	0.029	4553
Streptococcus sp. HSISS3_u_t	1316412	301.3	0.029	450
Lactobacillus_u_t	1578	278.17	0.027	1022
Streptococcus agalactiae FSL S3-014	1154797	279.15	0.027	162
Microbacterium sp. KROCY2_u_t	1305732	269.39	0.026	1139
Corynebacterium imitans	156978	274.24	0.026	6297
Anaerococcus prevotii DSM 20548	525919	273.83	0.026	3822
Actinomyces viscosus C505	562973	261.04	0.025	2413
Varibaculum cambriense DSM 15806	1123488	256.08	0.025	3822
Fenollaria massiliensis	938288	222.25	0.021	3083
Kocuria_u_t	57493	209.62	0.02	2725
Brachybacterium paraconglomeratum LC44	1064537	209.4	0.02	4186
Anaerococcus vaginalis	33037	210.91	0.02	2577
Actinomyces turicensis ACS-279-V-Col4	883077	195.44	0.019	4222
Scardovia wiggsiae F0424	857290	196.61	0.019	2821
[Propionibacterium] namnetense SK182B-JCVI	1051006	187.49	0.018000000000000002	5665
Anaerococcus obesiensis ph10	1118056	182.11	0.018000000000000002	4054
Corynebacterium urealyticum DSM 7109	504474	177.43	0.017	1328
Corynebacterium minutissimum	38301	175.3	0.017	3795
Streptococcus_u_t	1301	178.64	0.017	34
Kallipyga massiliensis ph2	1118059	177.91	0.017	2151
Dialister micraerophilus DSM 19965	888062	177.15	0.017	1513
Anaerococcus pacaensis 9403502	938294	165.06	0.016	101
Pseudomonas stutzeri ATCC 14405 = CCUG 16156	32042	162.01	0.016	3839
Dermabacter_u_t	36739	145.49	0.013999999999999999	1130
Coriobacteriaceae bacterium BV3Ac1_u_t	1111135	146.09	0.013999999999999999	2431
Aerococcus urinae ACS-120-V-Col10a	866775	143.05	0.013999999999999999	2285
Enterococcus faecalis ERV62	1134792	147.24	0.013999999999999999	15
Brevibacterium casei S18	1229781	131.5	0.013	3077
Actinotignum schaalii FB123-CNA-2	883067	133.23	0.013	2513
Actinotignum urinale DSM 15805	1120933	139.25	0.013	3013
Aerococcus viridans	1377	131.55	0.013	167
Peptoniphilus lacrimalis DSM 7455	1122949	134.58	0.013	1172
Anaerococcus lactolyticus ATCC 51172	525254	137.83	0.013	1474
Christensenella_u_t	990721	125.87	0.012	404
Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4	784613	119.46	0.011000000000000001	390
Proteus mirabilis	584	112.35	0.011000000000000001	120
Rothia dentocariosa	2047	104.67	0.01	821
Brachybacterium muris UCD-AY4	1249481	98.89	0.01	2318
Pseudonocardia sp. P2_u_t	882856	100.46	0.01	5047
Staphylococcus warneri	1292	107.65	0.01	559
Anaerococcus hydrogenalis ACS-025-V-Sch4	879306	98.95	0.01	1401
Acidipropionibacterium acidipropionici	1748	97.41	0.009000000000000001	2990
Staphylococcus pettenkoferi VCU012	904314	93.61	0.009000000000000001	2274
Lactobacillus reuteri	1598	97.47	0.009000000000000001	48
Peptoniphilus sp. BV3AC2_u_t	1111133	95.94	0.009000000000000001	2002
Peptoniphilus obesi ph1	1118062	89.2	0.009000000000000001	2260
Pseudomonas aeruginosa	287	98.37	0.009000000000000001	254
Klebsiella_u_t	570	88.4	0.009000000000000001	276
Ochrobactrum_u_t	528	92.64	0.009000000000000001	26
Porphyromonas asaccharolytica	28123	96.06	0.009000000000000001	800
Empedobacter_u_t	59734	91.06	0.009000000000000001	71
Acidipropionibacterium_u_t	1912215	80.86	0.008	600
Corynebacterium singulare	161899	78.43	0.008	2647
Dietzia_u_t	37914	86.52	0.008	17
Mobiluncus curtisii	2051	86.57	0.008	60
Staphylococcus xylosus	1288	86.11	0.008	568
Staphylococcus lugdunensis	28035	79.05	0.008	531
Peptoniphilus duerdenii ATCC BAA-1640	862517	86.11	0.008	1786
Anaerococcus senegalensis JC48	1033733	88.1	0.008	1780
Corynebacterium freneyi DNF00450	1287475	76.9	0.006999999999999999	1816
Paracoccus sanguinis	1545044	76.37	0.006999999999999999	242
