Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00872	Transposase, Mutator family	55118.6	5.511859739233904
PF00005	ABC transporter	22461	2.246099893737009
PF00665	Integrase core domain	17025.4	1.7025399194528328
PF13936	Helix-turn-helix domain	13033.9	1.3033899383366192
PF01609	Transposase DDE domain	10997	1.0996999479731933
PF13612	Transposase DDE domain	10777.7	1.0777699490107013
PF01381	Helix-turn-helix	9159.61	0.9159609566658853
PF03217	Surface later protein A domain	8357.38	0.8357379604612352
PF06782	Uncharacterised protein family (UPF0236)	7104.64	0.7104639663879483
PF00664	ABC transporter transmembrane region	6456.86	0.6456859694525954
PF00528	Binding-protein-dependent transport system inner membrane component	6386.65	0.638664969784759
PF07690	Major Facilitator Superfamily	6286.92	0.6286919702565815
PF01548	Transposase	5980.42	0.5980419717066331
PF13276	HTH-like domain	5959.02	0.5959019718078765
PF02371	Transposase IS116/IS110/IS902 family	5581.37	0.5581369735945385
PF00271	Helicase conserved C-terminal domain	4771.66	0.47716597742527656
PF00072	Response regulator receiver domain	4445.3	0.44452997896928576
PF13520	Amino acid permease	4170.88	0.41708798026756677
PF00589	Phage integrase family	4165.21	0.4165209802943915
PF00746	LPXTG cell wall anchor motif	4118.98	0.41189798051310567
PF02378	Phosphotransferase system, EIIC	3723.99	0.37239898238180336
PF13546	DDE superfamily endonuclease	3437.51	0.34375098373714025
PF00877	NlpC/P60 family	3399.81	0.3399809839154989
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3364.72	0.3364719840815097
PF07282	Putative transposase DNA-binding domain	3304.66	0.33046598436565355
PF00144	Beta-lactamase	3143.99	0.3143989851257833
PF01385	Probable transposase	3017.36	0.30173598572486987
PF07715	TonB-dependent Receptor Plug Domain	2957.11	0.29571098600991264
PF04397	LytTr DNA-binding domain	2940.97	0.29409698608627094
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	2912.3	0.29122998622190877
PF00300	Histidine phosphatase superfamily (branch 1)	2849.1	0.28490998652090793
PF04542	Sigma-70 region 2	2646.61	0.2646609874788881
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	2611.88	0.26118798764319573
PF00512	His Kinase A (phospho-acceptor) domain	2605.59	0.26055898767295377
PF12323	Helix-turn-helix domain	2582.09	0.2582089877841322
PF00392	Bacterial regulatory proteins, gntR family	2493.86	0.2493859882015484
PF00356	Bacterial regulatory proteins, lacI family	2467.31	0.2467309883271564
PF00132	Bacterial transferase hexapeptide (six repeats)	2414.41	0.24144098857742632
PF01926	50S ribosome-binding GTPase	2408.08	0.2408079886073735
PF01751	Toprim domain	2380.91	0.2380909887359148
PF00248	Aldo/keto reductase family	2306.68	0.23066798908709693
PF12833	Helix-turn-helix domain	2297.32	0.22973198913137913
PF02517	CPBP intramembrane metalloprotease	2286.27	0.22862698918365665
PF00593	TonB dependent receptor	2269.74	0.22697398926186008
PF01476	LysM domain	2262.77	0.22627698929483514
PF00270	DEAD/DEAH box helicase	2254.47	0.22544698933410243
PF00216	Bacterial DNA-binding protein	2253.66	0.22536598933793456
PF01380	SIS domain	2219.63	0.2219629894989305
PF00486	Transcriptional regulatory protein, C terminal	2191.77	0.21917698963073612
PF00717	Peptidase S24-like	2188.67	0.21886698964540224
PF03466	LysR substrate binding domain	2183.4	0.21833998967033466
PF00156	Phosphoribosyl transferase domain	2169.03	0.2169029897383191
PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	2162.07	0.21620698977124686
PF00905	Penicillin binding protein transpeptidase domain	2157.67	0.21576698979206324
PF00324	Amino acid permease	2110.7	0.21106999001427829
PF04650	YSIRK type signal peptide	2095.06	0.20950599008827114
PF07992	Pyridine nucleotide-disulphide oxidoreductase	2087.58	0.208757990123659
PF00149	Calcineurin-like phosphoesterase	2084.2	0.2084199901396498
PF00440	Bacterial regulatory proteins, tetR family	2025.17	0.20251699041892077
PF08281	Sigma-70, region 4	2021.11	0.2021109904381286
PF04221	RelB antitoxin	2003.93	0.20039299051940718
PF13411	MerR HTH family regulatory protein	1986.46	0.19864599060205773
PF00155	Aminotransferase class I and II	1960.55	0.19605499072463797
PF00535	Glycosyl transferase family 2	1930.74	0.1930739908656691
PF00009	Elongation factor Tu GTP binding domain	1926.3	0.1926299908866747
PF00571	CBS domain	1907.88	0.19078799097381974
PF01183	Glycosyl hydrolases family 25	1871.84	0.187183991144325
PF04851	Type III restriction enzyme, res subunit	1868.71	0.186870991159133
PF08245	Mur ligase middle domain	1850.87	0.18508699124353403
PF00004	ATPase family associated with various cellular activities (AAA)	1847.33	0.18473299126028178
PF01546	Peptidase family M20/M25/M40	1738.07	0.17380699177719083
PF00358	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	1736.04	0.17360399178679475
PF01051	Initiator Replication protein	1722.73	0.17227299184976438
PF07980	SusD family	1692.19	0.16921899199424914
PF00085	Thioredoxin	1688.22	0.1688219920130312
PF00534	Glycosyl transferases group 1	1682.32	0.1682319920409441
PF01832	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	1674.6	0.16745999207746742
PF00106	short chain dehydrogenase	1671.2	0.1671199920935528
PF00690	Cation transporter/ATPase, N-terminus	1671.18	0.16711799209364744
PF01479	S4 domain	1669.8	0.1669799921001762
PF06114	IrrE N-terminal-like domain	1660.74	0.16607399214303908
PF13673	Acetyltransferase (GNAT) domain	1657.41	0.16574099215879332
PF14322	Starch-binding associating with outer membrane	1636.5	0.16364999225771854
PF00117	Glutamine amidotransferase class-I	1633.3	0.16332999227285772
PF00266	Aminotransferase class-V	1632.87	0.16328699227489205
PF00293	NUDIX domain	1629.76	0.16297599228960544
PF00128	Alpha amylase, catalytic domain	1619.06	0.16190599234022715
PF00999	Sodium/hydrogen exchanger family	1613.96	0.16139599236435526
PF00881	Nitroreductase family	1591.5	0.1591499924706135
PF13614	AAA domain	1586.44	0.15864399249455238
PF00497	Bacterial extracellular solute-binding proteins, family 3	1580.08	0.15800799252464154
PF01418	Helix-turn-helix domain, rpiR family	1569.66	0.15696599257393856
PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	1563.42	0.15634199260346002
PF00367	phosphotransferase system, EIIB	1546.21	0.15462099268488053
