Name	Accession ID	Class	Abundance Score	Relative Abundance	% Unique Matches	% Total Matches	Unique Matches Frequency
Staphylococcus aureus GI 33390919		-	907222.15	70.68900000000001	0.743719	0.834416	88856
Staphylococcus aureus GENE 1602 Branch		-	85430.44	6.657	0.8	0.657143	1861
Staphylococcus aureus GI 33390920		-	74388.99	5.795999999999999	1	1	7091
Staphylococcus aureus GENE dfrA		-	63699.31	4.963	0.824034	0.824034	8774
Staphylococcus aureus GENE thyA		-	47344.55	3.689	1	1	12969
Staphylococcus epidermidis GeneID SEA1545		-	25584.9	1.994	1	1	3209
Enterococcus faecalis GENE mobB		-	17333.22	1.351	0.973868	0.973868	4465
Staphylococcus lentus GENE repC		-	16262.29	1.2670000000000001	0.607889	0.607889	3877
Enterococcus faecalis GENE repB		-	13603.67	1.06	0.980874	0.980874	2216
Staphylococcus aureus GENE blaZ		-	7910.51	0.616	0.792657	0.792657	1328
Staphylococcus lentus GENE pre		-	6526.14	0.509	0.740365	0.740365	1039
Staphylococcus aureus GENE blaI		-	6328.42	0.49300000000000005	0.820106	0.820106	450
Staphylococcus aureus GENE blaR1		-	4840.7	0.377	0.480403	0.480403	1513
Staphylococcus lentus GENE repL		-	3193.92	0.249	0.537037	0.537037	209
Staphylococcus lentus GENE tetK		-	2818.02	0.22	0.457143	0.457143	353
Klebsiella pneumoniae GI 42543951		-	919.68	0.07200000000000001	0.571429	0.571429	4
