GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	105210	10.561025116922005
GO:0005524	Molecular_Functions	ATP binding	67433.5	6.769003775515256
GO:0005737	Cellular_Components	cytoplasm	55583.6	5.579505709428249
GO:0003677	Molecular_Functions	DNA binding	38834.2	3.8981937229880486
GO:0005886	Cellular_Components	plasma membrane	21129.5	2.1209883110731256
GO:0046872	Molecular_Functions	metal ion binding	16624.9	1.66881462281453
GO:0006412	Biological_Processes	translation	16518.2	1.6581040308558226
GO:0003735	Molecular_Functions	structural constituent of ribosome	14567	1.4622417344188086
GO:0016887	Molecular_Functions	ATPase activity	13818.5	1.3871069820186936
GO:0016787	Molecular_Functions	hydrolase activity	11948.4	1.199385538513743
GO:0005840	Cellular_Components	ribosome	11789.7	1.1834551641571656
GO:0055085	Biological_Processes	transmembrane transport	10553.1	1.0593247235185783
GO:0003723	Molecular_Functions	RNA binding	10253	1.0292005562570226
GO:0019843	Molecular_Functions	rRNA binding	9571.27	0.9607682052166343
GO:0005975	Biological_Processes	carbohydrate metabolic process	9530.15	0.9566405619050875
GO:0003676	Molecular_Functions	nucleic acid binding	9401.31	0.9437075472100563
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	9196.8	0.9231787453218164
GO:0008270	Molecular_Functions	zinc ion binding	8953.66	0.8987722473945432
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	7999.15	0.8029581224600957
GO:0000287	Molecular_Functions	magnesium ion binding	7755.68	0.7785184989906822
GO:0005525	Molecular_Functions	GTP binding	7471.17	0.74995926264418
GO:0006260	Biological_Processes	DNA replication	6962.48	0.6988967413370129
GO:0022857	Molecular_Functions	transmembrane transporter activity	6725.29	0.6750875069725729
GO:0051301	Biological_Processes	cell division	6415.96	0.6440368283353951
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	5782.84	0.5804839700327085
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	5757.72	0.5779624136128142
GO:0000049	Molecular_Functions	tRNA binding	5751.82	0.5773701690715173
GO:0006281	Biological_Processes	DNA repair	5627.42	0.5648828434889197
GO:0008360	Biological_Processes	regulation of cell shape	5021.21	0.504031222577131
GO:0003924	Molecular_Functions	GTPase activity	4560.99	0.45783414074736334
GO:0071555	Biological_Processes	cell wall organization	4515.72	0.45328991864829427
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	4366.3	0.4382910746888752
GO:0016740	Molecular_Functions	transferase activity	4356.78	0.437335452988342
GO:0016301	Molecular_Functions	kinase activity	4355.68	0.4372250345145409
GO:0043565	Molecular_Functions	sequence-specific DNA binding	4326.75	0.4343210286535718
GO:0103111	Molecular_Functions	D-glucosamine PTS permease activity	4270.51	0.4286756332294136
GO:0007049	Biological_Processes	cell cycle	4227.25	0.42433317579610824
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	4117.02	0.4132682409169304
GO:0006310	Biological_Processes	DNA recombination	4004.92	0.4020155946322905
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	3713.5	0.37276272950945605
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	3685.99	0.3700012638601211
GO:0003824	Molecular_Functions	catalytic activity	3630.72	0.3644532374537693
GO:0016491	Molecular_Functions	oxidoreductase activity	3546.26	0.35597510627445905
GO:0008168	Molecular_Functions	methyltransferase activity	3500.67	0.35139876243755686
GO:0015074	Biological_Processes	DNA integration	3196.82	0.32089816856077
GO:0006265	Biological_Processes	DNA topological change	2551.65	0.2561357260678076
GO:0004386	Molecular_Functions	helicase activity	2543.14	0.25528148860231
GO:0005623	Cellular_Components	cell	2460.74	0.24701014111029995
GO:0000160	Biological_Processes	phosphorelay signal transduction system	2458.84	0.24681941829191623
GO:0005887	Cellular_Components	integral component of plasma membrane	2434.51	0.2443771624122973
GO:0006396	Biological_Processes	RNA processing	2397.55	0.24066710169258015
GO:0008173	Molecular_Functions	RNA methyltransferase activity	2397.52	0.2406640902796583
GO:0004222	Molecular_Functions	metalloendopeptidase activity	2369.15	0.2378162974598971
GO:0003746	Molecular_Functions	translation elongation factor activity	2342.48	0.23513915137237393
GO:0009432	Biological_Processes	SOS response	2307.15	0.2315927107547439
GO:0006457	Biological_Processes	protein folding	2278.79	0.22874592173928995
GO:0005694	Cellular_Components	chromosome	2249.44	0.22579975609741507
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	2215.95	0.22243801547232506
GO:0006364	Biological_Processes	rRNA processing	2211.85	0.2220264557063391
GO:0005576	Cellular_Components	extracellular region	2193.48	0.2201824671938607
GO:0016874	Molecular_Functions	ligase activity	2149.75	0.21579283095811314
GO:0032196	Biological_Processes	transposition	2137.11	0.21452402231370774
GO:0006096	Biological_Processes	glycolytic process	2114.78	0.2122825272955453
GO:0044205	Biological_Processes	'de novo' UMP biosynthetic process	2064.99	0.20728458564958438
GO:0016020	Cellular_Components	membrane	2038.67	0.20464257271281616
GO:0046933	Molecular_Functions	proton-transporting ATP synthase activity, rotational mechanism	1990.45	0.19980222834309866
GO:0008654	Biological_Processes	phospholipid biosynthetic process	1923.47	0.19307874709291864
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	1917.17	0.19244635037933053
GO:0030246	Molecular_Functions	carbohydrate binding	1868.34	0.18754477394686875
GO:0004519	Molecular_Functions	endonuclease activity	1866.31	0.18734100167249035
GO:0015986	Biological_Processes	ATP synthesis coupled proton transport	1829.5	0.1836459980173825
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	1781.71	0.17884881723287815
GO:0015935	Cellular_Components	small ribosomal subunit	1760.9	0.1767599004694227
GO:0000166	Molecular_Functions	nucleotide binding	1753.98	0.17606526788878302
GO:0006094	Biological_Processes	gluconeogenesis	1752.93	0.1759598684365183
GO:0015934	Cellular_Components	large ribosomal subunit	1751.84	0.1758504537670245
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	1751.49	0.1758153206162696
GO:0009116	Biological_Processes	nucleoside metabolic process	1743.71	0.1750343608652036
GO:0008237	Molecular_Functions	metallopeptidase activity	1710.33	0.17168366208749372
GO:0006541	Biological_Processes	glutamine metabolic process	1694	0.17004444965370097
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	1680.47	0.16868630242594737
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1658.66	0.16649700523176367
GO:0006313	Biological_Processes	transposition, DNA-mediated	1656.21	0.16625107317647939
GO:0006351	Biological_Processes	transcription, DNA-templated	1653.58	0.16598707264366402
GO:0006261	Biological_Processes	DNA-dependent DNA replication	1622.72	0.1628893325513894
GO:0009058	Biological_Processes	biosynthetic process	1621.38	0.16275482277421352
GO:0003684	Molecular_Functions	damaged DNA binding	1617.71	0.16238642659344074
GO:0006304	Biological_Processes	DNA modification	1605.02	0.16111259892749888
GO:0006633	Biological_Processes	fatty acid biosynthetic process	1604.17	0.16102727556137986
GO:0004177	Molecular_Functions	aminopeptidase activity	1577.29	0.15832904958340377
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	1563.2	0.15691468931444236
GO:0008658	Molecular_Functions	penicillin binding	1560.13	0.15660652139210654
GO:0008289	Molecular_Functions	lipid binding	1521.86	0.15276496230813538
GO:0006629	Biological_Processes	lipid metabolic process	1518.14	0.1523915471058262
GO:0045892	Biological_Processes	negative regulation of transcription, DNA-templated	1516.09	0.15218576722283322
GO:0004088	Molecular_Functions	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	1492.14	0.14978165590689102
GO:0005315	Molecular_Functions	inorganic phosphate transmembrane transporter activity	1450.37	0.14558876531537088
GO:0016853	Molecular_Functions	isomerase activity	1443.41	0.14489011751750208
GO:0004527	Molecular_Functions	exonuclease activity	1411.95	0.1417321491667905
GO:0002161	Molecular_Functions	aminoacyl-tRNA editing activity	1395.84	0.14011502042775792
GO:0001522	Biological_Processes	pseudouridine synthesis	1388.8	0.13940834219543086
GO:0004803	Molecular_Functions	transposase activity	1351.01	0.1356149657182093
GO:0050661	Molecular_Functions	NADP binding	1338.47	0.13435619511687671
GO:0006289	Biological_Processes	nucleotide-excision repair	1338.46	0.13435519131256943
GO:0045454	Biological_Processes	cell redox homeostasis	1327.94	0.13329918918130795
GO:0030001	Biological_Processes	metal ion transport	1324.1	0.13291372832731135
GO:0003697	Molecular_Functions	single-stranded DNA binding	1309.92	0.13149033381958442
GO:0004040	Molecular_Functions	amidase activity	1261.21	0.12660080303881002
GO:0015937	Biological_Processes	coenzyme A biosynthetic process	1252.64	0.1257405427474687
GO:0003743	Molecular_Functions	translation initiation factor activity	1237.41	0.12421174878747705
GO:0009982	Molecular_Functions	pseudouridine synthase activity	1232.51	0.12371988467690849
GO:0007059	Biological_Processes	chromosome segregation	1232.28	0.12369679717784098
GO:0046677	Biological_Processes	response to antibiotic	1222.23	0.12268797384902182
GO:0008033	Biological_Processes	tRNA processing	1206.05	0.12106381847983827
GO:0008483	Molecular_Functions	transaminase activity	1199.63	0.12041937611456276
GO:0009360	Cellular_Components	DNA polymerase III complex	1198.47	0.12030293481491794
GO:0043093	Biological_Processes	FtsZ-dependent cytokinesis	1192.83	0.11973678918561045
GO:0045261	Cellular_Components	proton-transporting ATP synthase complex, catalytic core F(1)	1186.04	0.11905520606096545
GO:0008299	Biological_Processes	isoprenoid biosynthetic process	1172.67	0.11771311970212842
GO:0071705	Biological_Processes	nitrogen compound transport	1170.98	0.1175434767741976
GO:0006605	Biological_Processes	protein targeting	1151.25	0.11556297087592872
GO:0045148	Molecular_Functions	tripeptide aminopeptidase activity	1133.8	0.11381133235972027
GO:0032784	Biological_Processes	regulation of DNA-templated transcription, elongation	1105.82	0.11100268790794308
GO:0006352	Biological_Processes	DNA-templated transcription, initiation	1101.16	0.11053491510074932
GO:0016829	Molecular_Functions	lyase activity	1085.75	0.10898805266322659
GO:0016805	Molecular_Functions	dipeptidase activity	1066.24	0.10702963045971789
GO:0006353	Biological_Processes	DNA-templated transcription, termination	1065.87	0.10699248970034841
GO:0005215	Molecular_Functions	transporter activity	1061.42	0.10654579678360762
GO:0031564	Biological_Processes	transcription antitermination	1036.63	0.10405736590585364
GO:0006400	Biological_Processes	tRNA modification	1029.44	0.10333563060891732
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	1027.71	0.1031619724637574
GO:0015424	Molecular_Functions	ATPase-coupled amino acid transmembrane transporter activity	1024.88	0.10287789584479637
GO:0009435	Biological_Processes	NAD biosynthetic process	1024.7	0.10285982736726529
GO:0009331	Cellular_Components	glycerol-3-phosphate dehydrogenase complex	1019.13	0.10230070836810877
GO:0006166	Biological_Processes	purine ribonucleoside salvage	1016.07	0.10199354425008025
GO:0009380	Cellular_Components	excinuclease repair complex	1011.71	0.10155588557210497
GO:0010181	Molecular_Functions	FMN binding	1009.97	0.10138122362263777
GO:0008324	Molecular_Functions	cation transmembrane transporter activity	998.614	0.10024130345128746
GO:0000917	Biological_Processes	division septum assembly	997.287	0.10010809861971103
GO:0006298	Biological_Processes	mismatch repair	985.925	0.09896757616577632
GO:0030983	Molecular_Functions	mismatched DNA binding	981.697	0.0985431677046572
GO:0004521	Molecular_Functions	endoribonuclease activity	981.257	0.09849900031513674
GO:0016747	Molecular_Functions	transferase activity, transferring acyl groups other than amino-acyl groups	980.21	0.09839390200416424
GO:0004725	Molecular_Functions	protein tyrosine phosphatase activity	979.902	0.09836298483149994
GO:0004326	Molecular_Functions	tetrahydrofolylpolyglutamate synthase activity	968.252	0.09719355281351551
GO:0050662	Molecular_Functions	coenzyme binding	965.6	0.09692734391122412
GO:0006614	Biological_Processes	SRP-dependent cotranslational protein targeting to membrane	957.706	0.09613494079105511
GO:0004180	Molecular_Functions	carboxypeptidase activity	957.661	0.09613042367167232
GO:0004197	Molecular_Functions	cysteine-type endopeptidase activity	946.308	0.09499080464161419
GO:0006072	Biological_Processes	glycerol-3-phosphate metabolic process	940.749	0.09443278982719572
GO:0042274	Biological_Processes	ribosomal small subunit biogenesis	940.681	0.0944259639579062
GO:0006518	Biological_Processes	peptide metabolic process	932.224	0.09357704665523715
GO:0045263	Cellular_Components	proton-transporting ATP synthase complex, coupling factor F(o)	925.017	0.09285360489097846
GO:0006071	Biological_Processes	glycerol metabolic process	921.322	0.09248269919943748
GO:0006284	Biological_Processes	base-excision repair	919.869	0.09233684643358929
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	917.401	0.0920891075305519
GO:0046654	Biological_Processes	tetrahydrofolate biosynthetic process	909.82	0.09132812348520085
