Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus	1279	15836.83	44.07	3708
Corynebacterium	1716	9052.85	25.191	4754
Actinomyces	1654	3972.93	11.055	71276
Finegoldia	150022	2094.31	5.827999999999999	22924
Anaerococcus	165779	1563.44	4.3500000000000005	12845
Propionibacteriaceae_u_g	31957	1026.29	2.856	45
Peptoniphilus	162289	801.56	2.23	5902
Cutibacterium	1912216	525.85	1.463	318
Micrococcus	1269	340.27	0.947	475
Acinetobacter	469	207.36	0.577	22
Peptostreptococcus	1257	127.85	0.356	346
Streptococcus	1301	122.54	0.34099999999999997	13
Solobacterium	123375	106.58	0.297	652
Haemophilus	724	82.07	0.22799999999999998	151
Rothia	32207	76.1	0.212	630
