Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Corynebacterium sp. KPL1856	1203563	16615.55	21.754	228
Staphylococcus epidermidis	1282	15344.57	20.09	24
Staphylococcus capitis	29388	13619.21	17.831	10665
Pasteurella bettyae	752	6978.28	9.136	117019
Staphylococcus aureus	1280	4876.23	6.3839999999999995	124
Streptococcus agalactiae	1311	2929.05	3.8350000000000004	236
Propionibacterium sp. KPL1844	1203573	2873.07	3.762	19651
Corynebacterium tuberculostearicum	38304	2635.17	3.45	24239
Corynebacterium pseudogenitalium	38303	2402.27	3.145	25734
Finegoldia magna	1260	1507.7	1.974	15764
Cutibacterium granulosum	33011	1389.09	1.8190000000000002	2449
Propionibacteriaceae_u_s	31957	1225.31	1.6039999999999999	95
Staphylococcus lugdunensis	28035	790.43	1.035	9
Anaerococcus senegalensis	1288120	756.62	0.991	6173
Corynebacterium kroppenstedtii	161879	517.61	0.6779999999999999	12175
Fusobacterium gonidiaformans	849	462.76	0.606	1212
Micrococcus luteus	1270	295.69	0.387	459
Peptostreptococcus anaerobius	1261	215.75	0.28200000000000003	1629
Staphylococcus sp. JGI 0001002-I23	1157683	207.12	0.271	577
Anaerococcus hydrogenalis	33029	204.71	0.268	996
Prevotella bivia	28125	173.05	0.22699999999999998	81
Staphylococcus_u_s	1279	137.13	0.18	237
Peptoniphilus rhinitidis	1175452	113.39	0.148	1063
Anaerococcus_u_s	165779	108.37	0.14200000000000002	297
