Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Peptoniphilaceae	1570339	28.530000000000005	478270	644426
Flavobacteriaceae	49546	18.75	527466	423519
Alkalibacillaceae	186817	17.2	393638	388508
Actinomycetaceae	2049	9.000000000000002	166831	203290
Streptococcaceae	1300	8.64	153964	195158
Porphyromonadaceae	171551	3.38	63844	76347
Bacteroidaceae	815	2.7299999999999995	72825	61664
Micrococcaceae	1268	1.6600000000000001	34800	37495
Mycobacteriaceae	1762	1.6600000000000001	29163	37496
Burkholderiaceae_B	80864	1.48	90027	33429
Dialisteraceae	31977	1.06	12403	23943
Veillonellaceae	31977	0.8300000000000001	15607	18748
Burkholderiaceae	119060	0.8200000000000001	36314	18522
Xanthobacteraceae	335928	0.74	50537	16715
Xanthomonadaceae	32033	0.64	26900	14456
Pseudomonadaceae	135621	0.51	29900	11520
Eggerthellaceae	1643826	0.42	7913	9487
Rhizobiaceae	82115	0.4	18647	9036
Propionibacteriaceae	31957	0.4	9125	9035
Beijerinckiaceae	45404	0.38	19750	8584
Thermaceae	188786	0.27	7623	6098
Lachnospiraceae	186803	0.18	5956	4066
Staphylococcaceae	90964	0.15	3296	3389
Atopobiaceae	1643824	0.06	824	1355
Ruminococcaceae	216572	0.03	758	678
Lactobacillaceae	33958	0.02	607	452
Enterococcaceae	81852	0.02	455	452
Dermatophilaceae	85018	0.02	542	452
UBA1381	186801	0.01	173	226
Acetobacteraceae	433	0.01	304	226
Sphingomonadaceae	41297	0.01	304	226
