Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Propionibacteriaceae_u_s	31957	1236025.43	70.06700000000001	2324
Cutibacterium acnes	1747	481363.11	27.287	2194
Staphylococcus epidermidis	1282	27161.71	1.54	9811
Micrococcus luteus	1270	9754.53	0.553	24290
Staphylococcus capitis	29388	3598.08	0.20400000000000001	3282
[Propionibacterium] namnetense	1574624	2808.08	0.159	68640
Corynebacterium pseudogenitalium	38303	980.45	0.055999999999999994	9881
Corynebacterium tuberculostearicum	38304	909.42	0.052	6923
Staphylococcus sp. TE8	1472720	423.27	0.024	1131
[Propionibacterium] humerusii	1050843	285.96	0.016	107
Caulobacter sp. JGI 0001013-D04	1157680	175.27	0.01	3076
Staphylococcus_u_s	1279	125.53	0.006999999999999999	95
Acinetobacter_u_s	469	124.11	0.006999999999999999	88
Pseudomonas putida	303	129.71	0.006999999999999999	254
Corynebacterium jeikeium	38289	104.07	0.006	43
Staphylococcus lugdunensis	28035	83.08	0.005	73
