Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.6.4.12	DNA helicase	20850.1	2.0850099530455757
2.7.7.7	DNA-directed DNA polymerase	15972.2	1.5972199640306064
2.7.13.3	Histidine kinase	14101.3	1.4101299682438728
2.7.7.6	DNA-directed RNA polymerase	11037.2	1.1037199751442262
5.2.1.8	Peptidylprolyl isomerase	7923.48	0.7923479821563233
1.17.4.1	Ribonucleoside-diphosphate reductase	7473.27	0.7473269831701963
2.7.1.69	2.7.1.208	6954.12	0.695411984339322
5.99.1.3	Transferred entry 5.6.2.2	6492.01	0.6492009853799938
6.1.1.20	Phenylalanine--tRNA ligase	6253.78	0.6253779859164876
4.2.1.20	Tryptophan synthase	5945.22	0.5945219866113649
1.11.1.15	Peroxiredoxin	5353.87	0.535386987943085
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	5180.28	0.5180279883340095
2.4.2.9	Uracil phosphoribosyltransferase	4826.62	0.48266198913045194
2.4.1.1	Glycogen phosphorylase	4656.96	0.4656959895125263
3.1.11.6	Exodeoxyribonuclease VII	4646.88	0.4646879895352264
3.1.1.29	Aminoacyl-tRNA hydrolase	4466.3	0.44662998994189257
3.5.1.88	Peptide deformylase	4269.96	0.4269959903840503
6.1.1.9	Valine--tRNA ligase	4231.21	0.42312099047131524
3.6.3.14	Transferred entry 7.1.2.2	4181.89	0.4181889905823839
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	4023.96	0.40239599093804224
6.3.5.3	Phosphoribosylformylglycinamidine synthase	3959.73	0.39597299108268824
5.99.1.2	Transferred entry 5.6.2.1	3919.41	0.39194099117348885
6.1.1.14	Glycine--tRNA ligase	3799.1	0.37990999144442694
3.4.21.92	Endopeptidase Clp	3783.35	0.3783349914798959
6.1.1.1	Tyrosine--tRNA ligase	3718.28	0.3718279916264336
6.1.1.2	Tryptophan--tRNA ligase	3705.02	0.3705019916562951
5.3.1.9	Glucose-6-phosphate isomerase	3667.85	0.3667849917400019
6.3.4.4	Adenylosuccinate synthase	3557.12	0.35571199198936587
3.5.1.2	Glutaminase	3489.88	0.3489879921407904
2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	3483.93	0.3483929921541898
3.1.26.4	Ribonuclease H	3414.25	0.3414249923111091
2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	3386.99	0.3386989923724986
1.8.1.4	Dihydrolipoyl dehydrogenase	3372.82	0.33728199240440954
1.8.1.9	Thioredoxin-disulfide reductase	3370.83	0.33708299240889095
2.7.7.27	Glucose-1-phosphate adenylyltransferase	3369.08	0.336907992412832
6.1.1.10	Methionine--tRNA ligase	3365.09	0.3365089924218175
2.7.4.25	(d)CMP kinase	3324.07	0.33240699251419453
2.4.2.1	Purine-nucleoside phosphorylase	3301.55	0.33015499256490954
3.5.1.5	Urease	3254.67	0.3254669926704833
2.7.6.1	Ribose-phosphate diphosphokinase	3247.18	0.32471799268735074
4.2.1.33	3-isopropylmalate dehydratase	3240.04	0.32400399270343005
6.1.1.19	Arginine--tRNA ligase	3205.08	0.32050799278215997
6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	3202.7	0.3202699927875197
6.1.1.4	Leucine--tRNA ligase	3111.54	0.31115399299281205
6.1.1.21	Histidine--tRNA ligase	3108.62	0.3108619929993879
6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	3107.62	0.31076199300163987
3.4.11.18	Methionyl aminopeptidase	3107.25	0.31072499300247314
3.1.26.3	Ribonuclease III	3077.53	0.30775299306940257
4.2.1.9	Dihydroxy-acid dehydratase	3068.22	0.30682199309036867
6.1.1.3	Threonine--tRNA ligase	3054.06	0.305405993122257
2.7.4.3	Adenylate kinase	3019.9	0.30198999319918535
2.7.1.30	Glycerol kinase	3015.66	0.3015659932087338
2.4.2.29	tRNA-guanine(34) transglycosylase	2996.82	0.29968199325116146
2.7.1.40	Pyruvate kinase	2969.34	0.29693399331304643
6.1.1.16	Cysteine--tRNA ligase	2967.05	0.29670499331820355
6.1.1.7	Alanine--tRNA ligase	2958.92	0.2958919933365123
2.4.2.14	Amidophosphoribosyltransferase	2928	0.2927999934061441
6.1.1.5	Isoleucine--tRNA ligase	2900.18	0.29001799346879475
6.1.1.11	Serine--tRNA ligase	2886.91	0.28869099349867877
2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	2876.62	0.28766199352185184
2.2.1.6	Acetolactate synthase	2854.48	0.28544799357171113
2.7.4.8	Guanylate kinase	2848.07	0.28480699358614653
3.4.21.89	Signal peptidase I	2818.54	0.281853993652648
2.8.1.7	Cysteine desulfurase	2804.08	0.28040799368521196
3.5.4.16	GTP cyclohydrolase I	2802.41	0.28024099368897276
2.7.7.8	Polyribonucleotide nucleotidyltransferase	2792.73	0.27927299371077213
5.3.1.1	Triose-phosphate isomerase	2782.33	0.2782329937341929
1.6.5.5	NADPH:quinone reductase	2766.18	0.27661799377056273
2.7.2.1	Acetate kinase	2764.7	0.2764699937738957
7.1.2.2	H(+)-transporting two-sector ATPase	2763.26	0.2763259937771386
2.4.2.10	Orotate phosphoribosyltransferase	2753.26	0.2753259937996586
2.7.1.33	Pantothenate kinase	2745.71	0.27457099381666117
6.5.1.2	DNA ligase (NAD(+))	2732.84	0.27328399384564445
6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase	2731.95	0.2731949938476487
6.1.1.6	Lysine--tRNA ligase	2730.28	0.2730279938514096
6.3.1.2	Glutamine synthetase	2721.12	0.2721119938720378
3.5.4.10	IMP cyclohydrolase	2720.69	0.27206899387300626
2.7.2.3	Phosphoglycerate kinase	2715.61	0.2715609938844464
5.4.2.10	Phosphoglucosamine mutase	2695.59	0.2695589939295314
2.3.1.234	N(6)-L-threonylcarbamoyladenine synthase	2693.67	0.26936699393385527
2.1.1.37	DNA (cytosine-5-)-methyltransferase	2689.67	0.2689669939428633
2.5.1.15	Dihydropteroate synthase	2687.06	0.26870599394874095
2.1.1.228	tRNA (guanine(37)-N(1))-methyltransferase	2682.93	0.2682929939580417
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	2649.45	0.2649449940334387
2.4.2.8	Hypoxanthine phosphoribosyltransferase	2644.84	0.26448399404382045
6.1.1.17	Glutamate--tRNA ligase	2617.01	0.2617009941064936
2.1.2.1	Glycine hydroxymethyltransferase	2596.97	0.2596969941516236
2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	2578.54	0.25785399419312804
3.6.1.1	Inorganic diphosphatase	2574.62	0.25746199420195587
6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	2571.78	0.2571779942083516
5.1.1.3	Glutamate racemase	2562.28	0.25622799422974557
4.3.2.2	Adenylosuccinate lyase	2543.64	0.2543639942717228
2.7.2.4	Aspartate kinase	2533.32	0.25333199429496345
2.1.2.2	Phosphoribosylglycinamide formyltransferase	2511.6	0.25115999434387687
6.3.1.5	NAD(+) synthase	2511.32	0.2511319943445075
