Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis	1282	78844.02	57.652	254186
Cutibacterium acnes	1747	11631.47	8.505	354
Corynebacterium propinquum	43769	8710.21	6.369	263785
Dolosigranulum pigrum	29394	6720.19	4.914000000000001	146388
Micrococcus luteus	1270	4552.15	3.329	5032
Corynebacterium pseudogenitalium	38303	3820.29	2.793	32232
Corynebacterium tuberculostearicum	38304	3632.69	2.656	24840
Acinetobacter baumannii	470	1962.84	1.435	501
Staphylococcus capitis	29388	1468.47	1.0739999999999998	12716
Propionibacterium sp. KPL1844	1203573	1020.76	0.746	7795
Staphylococcus pettenkoferi	170573	988.72	0.7230000000000001	20990
Streptococcus sanguinis	1305	762.55	0.5579999999999999	3854
Neisseria sicca	490	745.56	0.545	44
Corynebacterium pseudodiphtheriticum	37637	656.32	0.48	4525
Corynebacterium minutissimum	38301	578.43	0.42300000000000004	12676
Anaerococcus provencensis	938293	564.7	0.413	7476
Raoultella ornithinolytica	54291	504.82	0.369	480
Actinomyces viscosus	1656	465.38	0.33999999999999997	3888
Cutibacterium granulosum	33011	429.95	0.314	664
Staphylococcus sp. TE8	1472720	394.76	0.28900000000000003	1193
Actinomyces sp. oral taxon 175	712119	375.59	0.27499999999999997	2022
Corynebacterium sp. ATCC 6931	1487956	367.49	0.269	4168
Staphylococcus_u_s	1279	325.18	0.23800000000000002	12
Acinetobacter johnsonii	40214	318.38	0.233	1355
Dietzia_u_s	37914	284.95	0.208	46
Staphylococcus hominis	1290	280.41	0.20500000000000002	140
Morococcus cerebrosus	1056807	280.03	0.20500000000000002	1333
Streptococcus salivarius	1304	270.64	0.198	520
Klebsiella oxytoca	571	267.43	0.196	404
Microbacterium sp. KROCY2	1305732	261.73	0.191	1297
Actinomyces odontolyticus	1660	259.71	0.19	1571
Nesterenkonia massiliensis	1232429	254.85	0.186	5762
Kocuria palustris	71999	247.5	0.181	1162
Staphylococcus haemolyticus	1283	239.06	0.17500000000000002	115
Brachybacterium paraconglomeratum	173362	225.82	0.165	4713
Acinetobacter lwoffii	28090	219.08	0.16	963
Haemophilus parainfluenzae	729	210.44	0.154	842
Rothia mucilaginosa	43675	199.02	0.146	2285
Rothia dentocariosa	2047	189.54	0.13899999999999998	2232
Staphylococcus caprae	29380	189.41	0.13799999999999998	14291
Streptococcus_u_s	1301	184.08	0.135	59
Rhizobiaceae_u_s	82115	180.57	0.132	66
Serratia_u_s	613	176.39	0.129	996
Corynebacterium jeikeium	38289	174.96	0.128	49
Staphylococcus xylosus	1288	171.24	0.125	45
Streptococcus mutans	1309	161.01	0.11800000000000001	171
Acinetobacter_u_s	469	161.39	0.11800000000000001	61
Pseudomonas putida	303	150.83	0.11	221
Streptococcus parasanguinis	1318	146.45	0.107	946
Acinetobacter junii	40215	146.74	0.107	124
Caulobacter sp. JGI 0001013-D04	1157680	138.99	0.10200000000000001	2449
Bordetella pertussis	520	135.06	0.099	260
Corynebacterium ureicelerivorans	401472	132.22	0.097	2761
Staphylococcus lugdunensis	28035	127.83	0.093	1826
Veillonella_u_s	29465	118.43	0.087	15
Facklamia languida	82347	116.25	0.08499999999999999	1771
Corynebacterium ihumii	1232427	116.84	0.08499999999999999	2654
Haemophilus_u_s	724	115.2	0.084	12
Kocuria marina	223184	103.28	0.076	2317
Neisseria_u_s	482	101.15	0.074	103
Staphylococcus warneri	1292	91.48	0.067	2315
Finegoldia magna	1260	88.16	0.064	78
