Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	24214.1	2.421410033553477
PF00872	Transposase, Mutator family	12746.3	1.2746300176625474
PF01381	Helix-turn-helix	10690.1	1.0690100148132713
PF00528	Binding-protein-dependent transport system inner membrane component	9264.87	0.9264870128383302
PF00746	LPXTG cell wall anchor motif	6645.26	0.6645260092083365
PF13731	WxL domain surface cell wall-binding	6433.23	0.6433230089145265
PF02378	Phosphotransferase system, EIIC	5977.5	0.5977500082830215
PF00589	Phage integrase family	5463.32	0.5463320075705224
PF00664	ABC transporter transmembrane region	5410.89	0.5410890074978701
PF00392	Bacterial regulatory proteins, gntR family	4878.49	0.4878490067601234
PF03610	PTS system fructose IIA component	4782.26	0.4782260066267775
PF00072	Response regulator receiver domain	4566.38	0.45663800632763263
PF01380	SIS domain	4480.5	0.44805000620862867
PF07690	Major Facilitator Superfamily	4436.15	0.44361500614717286
PF05043	Mga helix-turn-helix domain	4431.15	0.4431150061402444
PF03830	PTS system sorbose subfamily IIB component	4373.04	0.43730400605972136
PF00535	Glycosyl transferase family 2	4304.2	0.4304200059643297
PF00874	PRD domain	4270.97	0.42709700591828303
PF12642	Conjugative transposon protein TcpC	4179.46	0.41794600579147756
PF00583	Acetyltransferase (GNAT) family	4136.28	0.41362800573164304
PF00271	Helicase conserved C-terminal domain	4100.14	0.4100140056815639
PF00486	Transcriptional regulatory protein, C terminal	3781.21	0.37812100523962255
PF07992	Pyridine nucleotide-disulphide oxidoreductase	3666.85	0.3666850050811539
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3657.83	0.3657830050686549
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	3604.75	0.36047500499510193
PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	3430.77	0.34307700475401787
PF01418	Helix-turn-helix domain, rpiR family	3381.43	0.33814300468564745
PF13610	DDE domain	3293.38	0.32933800456363654
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	3268.21	0.3268210045287585
PF14659	Phage integrase, N-terminal SAM-like domain	3192.5	0.31925000442384716
PF03613	PTS system mannose/fructose/sorbose family IID component	3152.88	0.3152880043689457
